entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.176,0.339,0.1061,0.09078,0.06855,0.1245,0.05343,0.03941,0.03064,0.03409,0.03504,0.2068,0.2107,
2.174,0.3395,0.1061,0.09078,0.06855,0.1245,0.05146,0.03941,0.03064,0.03409,0.03504,0.2068,0.2127,
2.172,0.3412,0.1041,0.09072,0.06829,0.1241,0.05147,0.03942,0.03065,0.0341,0.03505,0.2069,0.2151,
2.171,0.3423,0.1041,0.09072,0.06763,0.1241,0.05147,0.03942,0.03065,0.0341,0.03505,0.2069,0.2158,
2.166,0.3392,0.1098,0.09048,0.06503,0.1234,0.049,0.03901,0.03056,0.03401,0.03495,0.2095,0.2143,
2.166,0.3391,0.1098,0.09048,0.06503,0.1234,0.04834,0.03901,0.03056,0.03401,0.03495,0.2095,0.215,
2.186,0.328,0.1194,0.09041,0.06496,0.1225,0.04831,0.03897,0.03053,0.03397,0.0446,0.2017,0.2047,
2.185,0.3301,0.1176,0.09027,0.06496,0.1225,0.04831,0.03897,0.03053,0.03397,0.0446,0.2017,0.2066,
2.185,0.3198,0.1157,0.09029,0.06501,0.1222,0.04836,0.03902,0.03057,0.03402,0.04465,0.202,0.2082,
2.183,0.3228,0.1157,0.09028,0.06498,0.1214,0.04793,0.03891,0.03041,0.034,0.04463,0.2029,0.2089,
2.181,0.3348,0.1144,0.09031,0.06501,0.121,0.04729,0.03893,0.03042,0.03402,0.04465,0.203,0.2109,
2.181,0.3213,0.1144,0.09031,0.06501,0.121,0.04729,0.03893,0.03042,0.03402,0.04465,0.203,0.2109,
2.182,0.3185,0.1167,0.09026,0.06496,0.1206,0.04726,0.0389,0.0304,0.03399,0.04462,0.2039,0.2085,
2.18,0.3167,0.1167,0.09026,0.06496,0.1206,0.04608,0.03877,0.0304,0.03399,0.04462,0.2039,0.2098,
2.18,0.3117,0.116,0.09027,0.06502,0.1207,0.04612,0.0388,0.03043,0.03402,0.04466,0.2041,0.21,
2.181,0.2966,0.1188,0.09021,0.06498,0.1202,0.04608,0.03878,0.03041,0.034,0.04463,0.205,0.2069,
2.18,0.2936,0.1187,0.09015,0.06493,0.1197,0.04605,0.03875,0.03038,0.03398,0.0446,0.2059,0.2068,
2.179,0.2934,0.1182,0.09024,0.06499,0.1191,0.04547,0.03882,0.03044,0.03403,0.04467,0.2063,0.2078,
2.178,0.3037,0.1174,0.08995,0.06488,0.1188,0.04487,0.03887,0.03048,0.03407,0.04473,0.2065,0.2094,
2.175,0.3087,0.1174,0.08999,0.0649,0.1184,0.04335,0.03888,0.03049,0.03409,0.04475,0.2066,0.211,
2.174,0.3104,0.1181,0.08946,0.0648,0.1182,0.04262,0.03882,0.03044,0.03403,0.04467,0.2084,0.2105,
2.174,0.3063,0.1209,0.0894,0.06475,0.1178,0.04193,0.03879,0.03042,0.034,0.04463,0.2093,0.2081,
2.173,0.3025,0.1208,0.08933,0.06469,0.1174,0.04197,0.03883,0.03045,0.03403,0.04467,0.2095,0.2083,
2.172,0.301,0.1188,0.08908,0.06479,0.1168,0.04203,0.03889,0.03049,0.03409,0.04474,0.2098,0.2105,
2.18,0.2982,0.121,0.08865,0.06456,0.1166,0.04196,0.03883,0.03044,0.03403,0.04985,0.2064,0.2077,
2.178,0.2991,0.1198,0.08791,0.06439,0.1167,0.04135,0.03888,0.03048,0.03408,0.04992,0.2067,0.2098,
2.176,0.2987,0.1207,0.08777,0.06428,0.1161,0.04063,0.03881,0.03043,0.03401,0.04982,0.2084,0.2091,
2.175,0.2991,0.1207,0.08777,0.06428,0.1161,0.03997,0.03881,0.03043,0.03401,0.04982,0.2084,0.2097,
2.17,0.3043,0.1211,0.08768,0.06219,0.116,0.03883,0.03877,0.0304,0.03398,0.04977,0.2092,0.212,
2.17,0.3002,0.1212,0.08771,0.06221,0.1157,0.03883,0.03879,0.03041,0.03399,0.04979,0.2093,0.2121,
2.182,0.3067,0.1217,0.08759,0.06225,0.1166,0.03932,0.03822,0.03038,0.03886,0.05145,0.2035,0.2101,
2.181,0.3191,0.1238,0.08746,0.06234,0.1158,0.0382,0.03821,0.03037,0.03885,0.05144,0.2045,0.209,
2.181,0.3176,0.1221,0.08746,0.06234,0.1175,0.0382,0.03821,0.0309,0.04034,0.04942,0.2045,0.209,
2.179,0.3271,0.1216,0.08744,0.06236,0.1171,0.0371,0.03821,0.03089,0.04034,0.04941,0.2055,0.2101,
2.179,0.321,0.1229,0.0869,0.06274,0.1169,0.03702,0.03813,0.03083,0.04078,0.04878,0.2071,0.2079,
2.164,0.3493,0.1229,0.08666,0.06298,0.1169,0.03702,0.05673,0.01222,0.04078,0.04878,0.2071,0.2079,
