entropyInd,
0.1643,
0.1625,
0.164,
0.1687,
0.1685,
0.169,
0.1636,
0.1716,
0.1639,
0.1816,
0.1715,
0.1735,
0.1787,
0.169,
0.1688,
0.1706,
0.1836,
0.1812,
0.1788,
0.1954,
0.1954,
0.1851,
0.1963,
0.1951,
0.1837,
0.1982,
0.1886,
0.1924,
0.1949,
0.1916,
0.2031,
0.1875,
0.2101,
0.2145,
0.2306,
0.2479,
0.225,
0.2336,
0.1963,
0.2145,
0.2131,
0.2256,
0.221,
0.2153,
0.2227,
0.2135,
0.2208,
0.2143,
0.2102,
0.2319,
0.2294,
0.2163,
0.2163,
0.2249,
0.2173,
0.2082,
0.2583,
0.2512,
0.2418,
0.2556,
0.2447,
0.2403,
0.2441,
0.2362,
0.2244,
0.2068,
0.217,
0.2147,
0.2176,
0.2176,
0.2592,
0.2379,
0.2259,
0.2271,
0.2292,
0.236,
0.236,
0.2809,
0.2871,
0.2228,
0.2191,
0.2246,
0.2299,
0.2486,
0.245,
0.2617,
0.2588,
0.2385,
0.2383,
0.2391,
0.2433,
0.2456,
0.2679,
0.2612,
0.2634,
0.2773,
0.2714,
0.2625,
0.2507,
0.2494,
0.2553,
0.2628,
0.2584,
0.259,
0.2784,
0.3806,
0.3701,
0.3365,
0.3345,
0.3137,
0.2743,
0.276,
0.2896,
0.304,
0.2801,
0.2618,
0.265,
0.2632,
0.265,
0.2992,
0.2785,
0.2659,
0.268,
0.2684,
0.2428,
0.2874,
0.2867,
0.2805,
0.2601,
0.2553,
0.2746,
0.2542,
0.265,
0.2684,
0.2606,
0.2881,
0.2676,
0.2621,
0.2797,
0.275,
0.2588,
0.2661,
0.2704,
0.2878,
0.2803,
0.2801,
0.3274,
0.3397,
0.3395,
0.3338,
0.3329,
0.319,
0.3175,
0.2831,
0.2669,
0.2675,
0.2524,
0.2602,
0.2885,
