entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.174,0.3371,0.1058,0.09055,0.06838,0.1245,0.0522,0.03932,0.03056,0.03401,0.03496,0.2084,0.2113,
2.175,0.3414,0.109,0.09046,0.06831,0.1244,0.05215,0.03928,0.03053,0.03397,0.03493,0.2092,0.2077,
2.174,0.3417,0.109,0.09046,0.06831,0.1244,0.05162,0.03914,0.03053,0.03397,0.03493,0.2092,0.2084,
2.173,0.3371,0.1075,0.0905,0.06834,0.1241,0.05164,0.03916,0.03054,0.03398,0.03493,0.2093,0.21,
2.172,0.3382,0.1064,0.0905,0.06834,0.1241,0.05164,0.03916,0.03054,0.03398,0.03493,0.2093,0.2112,
2.178,0.3362,0.1093,0.08964,0.0682,0.124,0.0516,0.03913,0.03052,0.03396,0.03789,0.2082,0.2075,
2.177,0.3358,0.1078,0.08924,0.06817,0.1236,0.05162,0.03914,0.03053,0.03397,0.0379,0.2083,0.2097,
2.175,0.3284,0.1063,0.08931,0.06823,0.1229,0.051,0.03917,0.03055,0.034,0.03793,0.2085,0.2121,
2.172,0.3325,0.1064,0.08941,0.06831,0.1218,0.04886,0.03922,0.03058,0.03404,0.03797,0.2088,0.2146,
2.172,0.3479,0.1064,0.08916,0.06833,0.1216,0.04889,0.03926,0.03061,0.03406,0.038,0.209,0.2148,
2.181,0.3278,0.1114,0.08907,0.06825,0.1214,0.04818,0.03922,0.03058,0.03403,0.04232,0.2054,0.2101,
2.181,0.2798,0.1136,0.08877,0.06823,0.121,0.04816,0.03921,0.03057,0.03402,0.04231,0.2064,0.2077,
2.178,0.2795,0.1136,0.08879,0.06826,0.1207,0.04629,0.03892,0.03058,0.03403,0.04232,0.2065,0.21,
2.176,0.2893,0.1142,0.08851,0.06818,0.1205,0.04515,0.03888,0.03055,0.034,0.04228,0.2073,0.2103,
2.172,0.2872,0.1124,0.08851,0.06818,0.1205,0.04317,0.03888,0.03055,0.034,0.04228,0.2073,0.2142,
2.169,0.2857,0.1145,0.08842,0.06811,0.1204,0.04095,0.03873,0.03038,0.03396,0.04223,0.2082,0.2141,
2.169,0.296,0.1141,0.08849,0.06816,0.1201,0.04099,0.03876,0.0304,0.03399,0.04227,0.2083,0.2143,
2.165,0.2892,0.1131,0.08856,0.06822,0.1198,0.03959,0.03845,0.03034,0.03391,0.04216,0.2085,0.2173,
2.165,0.2958,0.1132,0.0886,0.06825,0.1195,0.0396,0.03847,0.03036,0.03392,0.04218,0.2086,0.2174,
2.165,0.291,0.1145,0.08855,0.0682,0.119,0.03958,0.03844,0.03033,0.0339,0.04215,0.2095,0.2158,
2.165,0.2906,0.1142,0.08853,0.06825,0.1187,0.03961,0.03848,0.03036,0.03393,0.04218,0.2097,0.216,
2.165,0.293,0.1142,0.08853,0.06825,0.1187,0.03961,0.03848,0.03036,0.03393,0.04218,0.2097,0.216,
2.183,0.2816,0.1148,0.08844,0.06818,0.1186,0.03957,0.03844,0.03032,0.03389,0.05462,0.1981,0.2151,
2.183,0.2781,0.1147,0.08845,0.06822,0.1181,0.03959,0.03846,0.03034,0.03391,0.05465,0.1982,0.2153,
2.183,0.2772,0.1161,0.08839,0.06818,0.1177,0.03957,0.03844,0.03032,0.03389,0.05462,0.1991,0.2137,
2.183,0.2772,0.1161,0.08839,0.06818,0.1177,0.03957,0.03844,0.03032,0.03389,0.05462,0.1991,0.2137,
2.184,0.2767,0.1178,0.08838,0.06817,0.1168,0.03956,0.03844,0.03032,0.03389,0.05461,0.2001,0.212,
2.182,0.276,0.1178,0.08838,0.06817,0.1168,0.0389,0.03844,0.03032,0.03389,0.05461,0.2001,0.2126,
2.181,0.2754,0.1178,0.08838,0.06817,0.1168,0.03825,0.03844,0.03032,0.03389,0.05461,0.2001,0.2133,
2.179,0.2746,0.1146,0.08841,0.0682,0.1164,0.03825,0.03845,0.03033,0.0339,0.05463,0.2002,0.2166,
2.182,0.279,0.1192,0.08825,0.06824,0.1163,0.03755,0.03841,0.0303,0.03884,0.0496,0.201,0.2123,
2.182,0.2922,0.1204,0.08799,0.06841,0.1162,0.03688,0.03839,0.03028,0.03882,0.04957,0.2019,0.2112,
2.184,0.2858,0.1238,0.08737,0.0685,0.1155,0.0369,0.03842,0.03351,0.04132,0.04393,0.203,0.2077,
2.184,0.2948,0.122,0.08757,0.0686,0.117,0.03625,0.03876,0.0337,0.04079,0.04393,0.203,0.2084,
2.182,0.3001,0.1206,0.0876,0.06695,0.1182,0.03624,0.03909,0.03441,0.04026,0.04339,0.204,0.2092,
2.182,0.3024,0.1207,0.08747,0.06715,0.1178,0.03678,0.03891,0.03997,0.03491,0.04288,0.2041,0.2093,
2.182,0.3224,0.1206,0.08742,0.06725,0.1178,0.03678,0.03891,0.03997,0.03491,0.04288,0.2041,0.2093,
2.182,0.3174,0.1199,0.0876,0.06731,0.1191,0.0361,0.03889,0.03995,0.03664,0.04109,0.205,0.2084,
2.181,0.3273,0.1193,0.08753,0.06773,0.1179,0.03611,0.03891,0.03997,0.03724,0.04054,0.2062,0.2086,
2.181,0.3267,0.1192,0.08746,0.06782,0.117,0.03611,0.03891,0.03997,0.03723,0.04053,0.2072,0.2086,
2.172,0.3575,0.1193,0.08737,0.06656,0.1167,0.03611,0.05637,0.03736,0.02242,0.04055,0.2073,0.21,
2.172,0.3655,0.1189,0.08718,0.06681,0.1167,0.03613,0.05639,0.03737,0.02331,0.03968,0.2074,0.2101,
