entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.177,0.3343,0.1061,0.09078,0.06855,0.1245,0.05401,0.03928,0.03064,0.03409,0.03504,0.2068,0.2103,
2.176,0.3475,0.1061,0.09082,0.06858,0.1241,0.05351,0.03917,0.03049,0.0341,0.03505,0.2069,0.2111,
2.174,0.3432,0.1058,0.09079,0.06725,0.1242,0.05353,0.03918,0.0305,0.03412,0.03507,0.207,0.2126,
2.174,0.3443,0.1058,0.09079,0.06725,0.1242,0.05353,0.03918,0.0305,0.03412,0.03507,0.207,0.2126,
2.173,0.3484,0.1058,0.09039,0.06727,0.1242,0.0529,0.0392,0.03052,0.03413,0.03508,0.2071,0.2133,
2.172,0.3465,0.1039,0.09039,0.06727,0.1242,0.0529,0.0392,0.03052,0.03413,0.03508,0.2071,0.2153,
2.169,0.3479,0.1005,0.09035,0.06731,0.124,0.05294,0.03924,0.03054,0.03416,0.03511,0.2073,0.2186,
2.171,0.3483,0.1037,0.09021,0.06719,0.1233,0.05285,0.03917,0.03049,0.0341,0.03505,0.209,0.2148,
2.171,0.3474,0.1038,0.09024,0.06722,0.123,0.05287,0.03919,0.0305,0.03412,0.03506,0.2091,0.2149,
2.167,0.3432,0.1027,0.09032,0.06724,0.1223,0.05071,0.03922,0.03052,0.03414,0.03509,0.2093,0.2185,
