entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,xER,xPM,
2.27,0.3531,0.1089,0.06143,0.05195,0.09176,0.04327,0.0481,0.02211,0.06161,0.04902,0.04872,0.2,0.2132,
2.27,0.3553,0.1086,0.06163,0.052,0.09176,0.04327,0.04863,0.02159,0.06161,0.04902,0.04872,0.2,0.2132,
2.271,0.3605,0.1114,0.06164,0.05211,0.09133,0.04324,0.04859,0.02157,0.06157,0.04899,0.04869,0.2009,0.21,
2.27,0.365,0.1111,0.0617,0.05204,0.09037,0.04319,0.04853,0.02207,0.06097,0.04894,0.04865,0.2027,0.2098,
2.271,0.3661,0.1109,0.06157,0.05232,0.09037,0.04319,0.04853,0.02249,0.06055,0.04894,0.04865,0.2027,0.2098,
2.268,0.3739,0.1108,0.06155,0.05229,0.09028,0.04315,0.04849,0.02247,0.06616,0.04321,0.0486,0.2035,0.2096,
2.268,0.3775,0.1078,0.06144,0.05237,0.09292,0.0431,0.04844,0.02245,0.06609,0.04317,0.04855,0.2043,0.2094,
2.268,0.3778,0.1075,0.06141,0.05236,0.09296,0.04365,0.04793,0.02246,0.06612,0.04319,0.04858,0.2044,0.2094,
2.268,0.3789,0.1063,0.06178,0.05232,0.09295,0.04364,0.04792,0.02324,0.06533,0.04318,0.04858,0.2054,0.2094,
2.278,0.3989,0.1063,0.06156,0.05251,0.09295,0.04364,0.04792,0.05081,0.03828,0.04266,0.0486,0.2054,0.2094,
2.278,0.3986,0.1065,0.0616,0.0525,0.09285,0.0436,0.04787,0.05076,0.03824,0.04261,0.04856,0.2062,0.2087,
2.277,0.4037,0.1065,0.06159,0.05258,0.09251,0.04295,0.04789,0.05078,0.03825,0.04263,0.0486,0.2063,0.2094,
2.277,0.4004,0.1055,0.06146,0.05271,0.09352,0.04295,0.04789,0.0512,0.04099,0.03947,0.0486,0.2063,0.2094,
2.277,0.4018,0.1048,0.06185,0.05278,0.09342,0.04291,0.04857,0.05042,0.04094,0.03943,0.04856,0.2071,0.2092,
2.277,0.4051,0.1095,0.06213,0.05276,0.09301,0.04198,0.04822,0.05111,0.04024,0.03942,0.04853,0.2081,0.205,
2.277,0.3584,0.1094,0.06216,0.05279,0.09301,0.04198,0.04822,0.05111,0.04024,0.03942,0.04853,0.2081,0.205,
2.278,0.3607,0.1091,0.0624,0.05285,0.09301,0.04198,0.04936,0.04997,0.04024,0.03942,0.04854,0.2081,0.205,
2.274,0.385,0.1076,0.06234,0.05294,0.09418,0.0398,0.04938,0.04999,0.04025,0.03944,0.04858,0.2082,0.2073,
2.257,0.3638,0.1076,0.06229,0.05298,0.09418,0.07198,0.01721,0.04999,0.04113,0.03856,0.04859,0.2082,0.2073,
2.253,0.3592,0.1075,0.06208,0.0531,0.09374,0.07048,0.01666,0.04995,0.0411,0.03854,0.04856,0.2091,0.2092,
2.251,0.3778,0.1068,0.06265,0.05321,0.09374,0.06948,0.01614,0.04995,0.04162,0.03801,0.04857,0.2091,0.2107,
2.25,0.387,0.1052,0.06282,0.05344,0.09334,0.06951,0.01614,0.05039,0.04275,0.0365,0.0486,0.2092,0.2122,
2.259,0.3781,0.106,0.0632,0.05353,0.09284,0.06947,0.01613,0.05078,0.04231,0.04138,0.04858,0.2052,0.2106,
2.257,0.3715,0.1056,0.06336,0.05371,0.09259,0.0684,0.01614,0.05081,0.04233,0.0414,0.04859,0.2053,0.2118,
2.255,0.3621,0.105,0.06342,0.05365,0.09263,0.06767,0.01562,0.05083,0.04332,0.04046,0.04863,0.2055,0.2133,
2.254,0.3686,0.1051,0.06352,0.05384,0.09113,0.06745,0.01555,0.05151,0.04379,0.03929,0.04872,0.2058,0.2143,
2.253,0.3555,0.1051,0.06337,0.0541,0.09012,0.06753,0.01556,0.05157,0.04384,0.03934,0.04878,0.2061,0.2146,
2.254,0.3325,0.1071,0.06341,0.05413,0.08929,0.06689,0.01555,0.05158,0.04384,0.03935,0.04879,0.2072,0.2129,
2.251,0.336,0.1068,0.0634,0.05419,0.08921,0.06516,0.01556,0.0516,0.04483,0.0384,0.04883,0.2073,0.2148,
2.251,0.3337,0.1067,0.06326,0.05441,0.08921,0.06516,0.01556,0.0516,0.04483,0.0384,0.04885,0.2073,0.2148,
2.252,0.3332,0.1017,0.0633,0.05454,0.09393,0.06516,0.01556,0.0516,0.04637,0.03686,0.04888,0.2073,0.2148,
2.251,0.3362,0.101,0.06409,0.05454,0.09393,0.06477,0.01529,0.0516,0.04637,0.03686,0.04888,0.2073,0.2154,
2.248,0.3382,0.09219,0.064,0.05462,0.1007,0.0637,0.0153,0.05162,0.04888,0.03439,0.04891,0.2074,0.2183,
2.251,0.3284,0.09542,0.06379,0.05465,0.1009,0.06377,0.0153,0.05167,0.04893,0.03442,0.04896,0.2087,0.2136,
