entropyInd,
0.1643,
0.1668,
0.1604,
0.1652,
0.1632,
0.1633,
0.1645,
0.1632,
0.1636,
0.1648,
0.1737,
0.1705,
0.1633,
0.1637,
0.1645,
0.1732,
0.1649,
0.1694,
0.1712,
0.1799,
0.1695,
0.1717,
0.1679,
0.175,
0.1778,
0.1806,
0.1867,
0.189,
0.1871,
0.183,
0.1857,
0.1928,
0.2011,
0.2091,
0.2256,
0.2273,
0.2337,
0.2324,
0.2517,
0.2674,
0.2874,
0.2787,
0.292,
0.293,
0.2798,
0.2751,
0.2936,
0.2916,
0.2738,
0.2642,
0.2663,
0.2638,
0.2654,
0.2687,
0.2914,
0.2695,
0.274,
0.2689,
0.2818,
0.2741,
0.2826,
0.2834,
0.2874,
0.2837,
0.3061,
0.3058,
0.2995,
0.3047,
0.3116,
0.3056,
0.2954,
0.2797,
0.2797,
0.2802,
0.2596,
0.2554,
0.2523,
0.2741,
0.2631,
0.2592,
0.2705,
0.2654,
0.2609,
0.2602,
0.2636,
0.2509,
0.2497,
0.2516,
0.2513,
0.2366,
0.2363,
0.2359,
0.2495,
0.2507,
0.2448,
0.248,
0.2502,
0.2536,
0.2758,
0.2646,
0.2626,
0.2629,
0.2665,
0.272,
0.2993,
0.2763,
0.2789,
0.2746,
0.2679,
0.2755,
0.2672,
0.2695,
0.2694,
0.2747,
0.2692,
0.2767,
0.2786,
0.2569,
0.2558,
0.2654,
0.2631,
0.2562,
0.2592,
0.2602,
0.2649,
0.3071,
0.3169,
0.2454,
0.2377,
0.2538,
0.26,
0.2555,
0.2699,
0.2554,
0.2509,
0.2546,
0.2538,
0.2626,
0.2386,
0.2309,
0.2373,
0.2363,
0.2494,
0.2439,
0.249,
0.2596,
0.3091,
0.2926,
0.2837,
0.2752,
0.2889,
0.2758,
0.276,
0.3017,
0.2955,
0.3024,
0.3095,
0.3095,
0.2993,
0.2747,
0.2766,
0.2828,
0.2714,
0.2779,
0.2679,
0.2737,
0.3688,
0.3173,
0.3193,
0.2989,
0.2879,
0.3214,
0.313,
0.3221,
0.3311,
0.336,
0.3585,
0.3254,
0.3196,
0.284,
0.2794,
0.276,
0.2968,
0.3001,
0.2981,
0.3048,
0.3008,
0.3005,
0.2781,
0.2651,
0.2935,
0.273,
0.2498,
0.291,
0.2714,
0.2649,
0.2489,
0.2638,
0.2643,
0.2679,
0.2719,
0.2677,
0.2893,
0.2717,
0.2547,
0.2606,
0.2544,
0.242,
0.2394,
0.2703,
0.2164,
0.2183,
0.2864,
0.2952,
0.3015,
0.2733,
0.2341,
0.2509,
0.2583,
0.2656,
0.2619,
0.282,
0.2709,
0.252,
0.2371,
0.2673,
0.2408,
0.2392,
0.2393,
0.2649,
0.2,
0.2059,
0.2014,
0.1971,
0.3224,
0.1872,
0.1839,
0.1975,
0.2033,
0.2873,
0.2656,
0.265,
0.2622,
0.2575,
0.2243,
0.2339,
0.2234,
0.2158,
0.1826,
0.1835,
0.1857,
0.1865,
0.1871,
0.2014,
0.2131,
0.2165,
0.1971,
0.2088,
0.2011,
0.2026,
0.2046,
0.2077,
0.2218,
0.2131,
0.2138,
0.21,
0.2304,
0.2199,
0.2195,
0.2274,
0.2435,
0.2451,
0.2344,
0.2343,
0.2383,
0.2492,
0.2306,
0.2385,
0.2502,
0.2743,
0.2603,
0.2613,
0.2549,
0.2706,
0.263,
0.2712,
0.2516,
0.251,
0.2463,
0.2484,
0.2504,
0.254,
0.2386,
0.2498,
0.229,
0.2441,
0.2431,
0.2506,
0.2509,
0.2592,
0.2594,
0.257,
0.2625,
0.2618,
0.2627,
0.2649,
0.271,
0.2743,
0.2702,
0.2706,
0.2743,
0.2917,
0.2891,
0.288,
0.2872,
0.2797,
0.3029,
0.2715,
0.2764,
0.2735,
0.2677,
0.2655,
0.3156,
0.316,
0.2682,
0.263,
0.2652,
0.2823,
0.2695,
0.2626,
0.2521,
0.2532,
0.255,
0.2565,
0.2599,
0.2729,
0.2719,
0.273,
0.2727,
0.2783,
0.28,
0.2761,
0.2817,
0.2835,
0.2805,
0.2832,
0.2775,
0.2828,
0.2932,
0.2768,
0.2736,
0.2974,
0.2719,
0.285,
0.2825,
0.2745,
0.3101,
0.2799,
0.3531,
0.3093,
0.3052,
0.3066,
0.3376,
0.3007,
0.2814,
0.2834,
0.2687,
0.2653,
0.267,
0.2551,
0.2566,
0.2669,
0.261,
0.2735,
0.2821,
0.2785,
0.2816,
0.3177,
0.2992,
0.2985,
0.2977,
0.3208,
0.3128,
0.319,
0.3194,
0.3114,
0.3147,
0.3186,
0.3356,
0.338,
0.3416,
0.3417,
0.334,
0.3319,
0.3345,
0.3389,
0.3426,
0.3724,
0.3445,
0.3436,
