entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,xER,xPM,
2.222,0.4168,0.1245,0.0623,0.06067,0.09038,0.07802,0.01566,0.04112,0.0283,0.0447,0.03215,0.2109,0.2113,
2.222,0.4276,0.1244,0.06235,0.06072,0.09038,0.07802,0.01566,0.04112,0.0283,0.0447,0.03216,0.2109,0.2113,
2.221,0.4242,0.1242,0.06243,0.06082,0.08987,0.07742,0.01567,0.04186,0.02761,0.04473,0.03209,0.2111,0.2122,
2.221,0.4129,0.1242,0.0625,0.06083,0.08987,0.07742,0.0162,0.04133,0.02761,0.04473,0.03211,0.2111,0.2122,
2.222,0.4157,0.1197,0.06255,0.06088,0.09396,0.07788,0.01578,0.04135,0.02836,0.04402,0.03213,0.2112,0.2123,
2.222,0.4255,0.1188,0.06278,0.06086,0.09391,0.07783,0.01577,0.04132,0.02834,0.044,0.03211,0.2121,0.2121,
2.222,0.4116,0.1171,0.06263,0.06096,0.09391,0.07783,0.01577,0.04132,0.03329,0.03904,0.03213,0.2121,0.214,
2.218,0.4297,0.1171,0.06258,0.0598,0.09354,0.07519,0.01578,0.04134,0.0333,0.03906,0.03213,0.2122,0.218,
2.215,0.4311,0.1169,0.06271,0.05978,0.09354,0.07346,0.0155,0.04134,0.03544,0.03692,0.03215,0.2122,0.2201,
2.226,0.4273,0.1203,0.06253,0.06,0.09349,0.07141,0.01549,0.04131,0.03702,0.04152,0.03215,0.2069,0.2179,
2.223,0.4307,0.1189,0.06246,0.06015,0.09268,0.06969,0.01551,0.04135,0.03706,0.04155,0.03219,0.2071,0.2214,
2.219,0.4351,0.1182,0.06228,0.06033,0.09268,0.06724,0.01551,0.0422,0.0362,0.04155,0.0322,0.2071,0.2246,
2.22,0.4322,0.1228,0.06221,0.0606,0.09225,0.06609,0.0155,0.04218,0.03618,0.04153,0.03218,0.208,0.2205,
2.222,0.4103,0.1226,0.06232,0.06069,0.09225,0.06609,0.01648,0.0412,0.03671,0.04099,0.0322,0.208,0.2205,
2.222,0.4083,0.1224,0.06254,0.06078,0.09148,0.06614,0.01649,0.04123,0.03674,0.04103,0.03225,0.2082,0.2207,
2.219,0.4224,0.1225,0.0627,0.06087,0.09036,0.064,0.01651,0.04127,0.03948,0.03837,0.03229,0.2085,0.2232,
2.218,0.4146,0.1289,0.06249,0.05892,0.08977,0.06389,0.01649,0.0412,0.04196,0.03576,0.0322,0.2102,0.2182,
2.216,0.391,0.1293,0.0629,0.05851,0.08856,0.06393,0.0165,0.04175,0.04198,0.03525,0.03167,0.2114,0.2182,
2.216,0.3917,0.1289,0.06281,0.05863,0.0886,0.06396,0.0165,0.04177,0.0434,0.03387,0.03169,0.2115,0.2183,
2.216,0.4142,0.1323,0.06261,0.05863,0.08814,0.06392,0.04373,0.01504,0.04283,0.03385,0.03168,0.2124,0.2148,
2.217,0.4198,0.1347,0.06282,0.05863,0.0879,0.06504,0.04121,0.01503,0.04334,0.0349,0.03167,0.2118,0.213,
2.216,0.4206,0.1342,0.06273,0.05889,0.08673,0.06512,0.04127,0.01503,0.04339,0.03494,0.03172,0.212,0.2139,
2.214,0.4249,0.1341,0.06273,0.05897,0.08673,0.06356,0.04127,0.01503,0.04339,0.03494,0.03173,0.212,0.2155,
2.222,0.4177,0.137,0.06266,0.0591,0.08664,0.0635,0.04122,0.01502,0.04335,0.03879,0.03172,0.209,0.212,
2.221,0.416,0.1364,0.06273,0.05908,0.08646,0.06336,0.04114,0.01499,0.04326,0.03871,0.03166,0.2106,0.2116,
2.22,0.4218,0.1363,0.06282,0.05795,0.08646,0.06336,0.04114,0.01499,0.04326,0.03871,0.03165,0.2106,0.2127,
2.219,0.4234,0.1363,0.06281,0.05807,0.08561,0.06335,0.04113,0.01551,0.04271,0.03869,0.03165,0.2117,0.2125,
2.219,0.4287,0.1356,0.06352,0.05804,0.08561,0.06388,0.04113,0.01497,0.04271,0.03869,0.03167,0.2117,0.2125,
2.227,0.4073,0.1381,0.06329,0.05821,0.0864,0.06384,0.0411,0.01496,0.04268,0.04225,0.03167,0.209,0.2085,
2.227,0.3764,0.138,0.06338,0.05821,0.0864,0.06384,0.0411,0.01496,0.04373,0.0412,0.03167,0.209,0.2085,
2.224,0.3879,0.1372,0.06351,0.05855,0.08644,0.06294,0.04103,0.01443,0.04375,0.04122,0.03168,0.2091,0.2101,
