entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,xER,xPM,
2.242,0.3706,0.112,0.06203,0.05518,0.08574,0.07082,0.01212,0.03135,0.06283,0.03882,0.04944,0.2089,0.2108,
2.242,0.373,0.1117,0.06224,0.05527,0.08536,0.07086,0.01266,0.03082,0.06285,0.03883,0.04947,0.209,0.2109,
2.241,0.3638,0.1114,0.06212,0.05524,0.08461,0.07087,0.01266,0.03083,0.06286,0.03883,0.04948,0.2101,0.2109,
2.242,0.3494,0.1049,0.06209,0.05539,0.08972,0.07088,0.01329,0.0302,0.06288,0.03885,0.0495,0.2113,0.211,
2.242,0.3485,0.1048,0.06211,0.05552,0.08972,0.07088,0.01329,0.03119,0.06325,0.0375,0.04951,0.2113,0.211,
2.241,0.3487,0.1033,0.06245,0.05556,0.08936,0.07023,0.0133,0.03221,0.0628,0.03696,0.04953,0.2114,0.2129,
2.242,0.3515,0.1008,0.06247,0.0556,0.09179,0.07023,0.01384,0.03167,0.0628,0.03696,0.04954,0.2114,0.2129,
2.242,0.3576,0.1005,0.06277,0.05567,0.09179,0.07023,0.01384,0.0321,0.06237,0.03696,0.04956,0.2114,0.2129,
2.242,0.3594,0.1003,0.06262,0.05578,0.09132,0.07019,0.01382,0.03323,0.06118,0.03694,0.04954,0.2123,0.2128,
2.238,0.4015,0.1004,0.06273,0.0558,0.09021,0.07023,0.01383,0.0669,0.02764,0.03698,0.04961,0.2126,0.2131,
2.238,0.3895,0.0992,0.06302,0.05588,0.09079,0.07026,0.01383,0.06692,0.02765,0.037,0.04964,0.2127,0.2131,
2.233,0.4038,0.09464,0.06337,0.05601,0.09456,0.07336,0.01077,0.06695,0.02901,0.03566,0.04966,0.2128,0.2132,
2.232,0.402,0.09244,0.0633,0.056,0.09443,0.07338,0.01077,0.06698,0.02903,0.03568,0.0497,0.2129,0.2154,
2.231,0.394,0.09226,0.0635,0.05604,0.09407,0.07341,0.01078,0.06745,0.0286,0.03568,0.04974,0.2129,0.2155,
2.232,0.3435,0.09403,0.06353,0.0561,0.09402,0.07269,0.01077,0.06741,0.02858,0.03566,0.04971,0.2139,0.2136,
2.231,0.3384,0.09278,0.06323,0.05631,0.09402,0.07269,0.01077,0.06741,0.02858,0.03566,0.04974,0.2139,0.2149,
2.23,0.3403,0.0927,0.06317,0.05643,0.09402,0.07312,0.01034,0.06741,0.02858,0.03566,0.04975,0.2139,0.2149,
2.23,0.3459,0.09279,0.06311,0.05658,0.09323,0.07318,0.01088,0.06779,0.03043,0.03301,0.0498,0.2141,0.2151,
2.233,0.3533,0.09563,0.06298,0.05546,0.09267,0.07103,0.01086,0.06767,0.03037,0.03559,0.04971,0.2132,0.2148,
2.232,0.3609,0.09553,0.06267,0.05564,0.09257,0.07095,0.01085,0.0676,0.03087,0.03501,0.04966,0.214,0.2146,
2.236,0.3427,0.09458,0.06296,0.05554,0.09205,0.07086,0.01084,0.06752,0.03084,0.03799,0.04961,0.2129,0.2143,
2.236,0.3499,0.09343,0.06327,0.05575,0.09169,0.0709,0.01084,0.06755,0.03139,0.03747,0.04964,0.213,0.2151,
2.235,0.3425,0.09226,0.06327,0.05587,0.09241,0.07025,0.01084,0.06758,0.0314,0.03748,0.04968,0.2131,0.2159,
2.235,0.3357,0.0913,0.06322,0.05592,0.09337,0.07025,0.01084,0.06758,0.0314,0.03748,0.04968,0.2131,0.2159,
2.236,0.3481,0.09283,0.06302,0.05609,0.09327,0.07017,0.01083,0.06751,0.03236,0.03645,0.04964,0.2139,0.2139,
2.235,0.3282,0.09278,0.06303,0.05619,0.09291,0.06953,0.01083,0.06807,0.03263,0.03565,0.04968,0.214,0.2147,
2.236,0.327,0.09245,0.0629,0.05624,0.09269,0.06947,0.01136,0.06749,0.03261,0.03632,0.04966,0.2143,0.2145,
2.238,0.3299,0.08763,0.06305,0.05639,0.09586,0.06932,0.01134,0.06735,0.03254,0.03843,0.04957,0.2138,0.2148,
2.239,0.3432,0.0875,0.063,0.05656,0.09586,0.06932,0.01191,0.06678,0.03254,0.03843,0.04959,0.2138,0.2148,
2.239,0.326,0.08745,0.06289,0.05677,0.09546,0.06936,0.01192,0.06734,0.03202,0.03844,0.04964,0.2138,0.2149,
2.235,0.3191,0.08742,0.06261,0.05678,0.09512,0.07103,0.01031,0.0674,0.03259,0.03794,0.04972,0.214,0.215,
2.254,0.3245,0.09198,0.06229,0.057,0.09502,0.07096,0.0103,0.06733,0.03309,0.04684,0.04969,0.2054,0.2101,
2.253,0.3071,0.09003,0.06219,0.05721,0.09493,0.07088,0.01082,0.06672,0.03306,0.04679,0.04964,0.2062,0.2115,
2.251,0.3086,0.08795,0.06233,0.0573,0.09461,0.0687,0.01117,0.06644,0.03936,0.04054,0.04968,0.2064,0.2155,
2.254,0.3085,0.091,0.06193,0.05754,0.09535,0.06869,0.01117,0.06643,0.03936,0.04054,0.04969,0.2074,0.2109,
2.246,0.3254,0.09031,0.06179,0.05621,0.09496,0.06871,0.0135,0.07675,0.02673,0.04055,0.04968,0.2085,0.2123,
2.244,0.3235,0.09021,0.06172,0.05613,0.09486,0.06907,0.01306,0.07667,0.02671,0.04051,0.04965,0.2093,0.2121,
2.243,0.3315,0.08982,0.06164,0.05602,0.09416,0.06888,0.01356,0.07592,0.02664,0.0404,0.04953,0.2119,0.2115,
2.243,0.3205,0.08983,0.06165,0.05604,0.09254,0.06893,0.0141,0.07587,0.02711,0.03952,0.0496,0.2131,0.2117,
2.252,0.3232,0.08935,0.0619,0.0561,0.09206,0.06888,0.0141,0.07583,0.0271,0.04591,0.04959,0.2077,0.2115,
2.253,0.3202,0.08862,0.06202,0.05607,0.09266,0.06888,0.01463,0.07529,0.0271,0.04591,0.04962,0.2077,0.2115,
2.252,0.3225,0.08812,0.06237,0.05605,0.09219,0.06938,0.01408,0.07524,0.02797,0.04499,0.04962,0.2086,0.2114,
2.252,0.3367,0.0882,0.06233,0.0562,0.09138,0.06787,0.01409,0.07531,0.03315,0.03988,0.04966,0.2088,0.2132,
2.253,0.3393,0.08754,0.06247,0.05634,0.09116,0.06782,0.01519,0.07416,0.03313,0.03985,0.04963,0.2097,0.213,
