entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.174,0.3363,0.1059,0.09061,0.06843,0.125,0.05237,0.03921,0.03059,0.03403,0.03499,0.2075,0.2114,
2.175,0.3506,0.1074,0.09051,0.0684,0.1244,0.05236,0.0392,0.03057,0.03402,0.03497,0.2085,0.2096,
2.175,0.3396,0.1072,0.09044,0.06844,0.1242,0.05241,0.03923,0.03059,0.03404,0.03499,0.2087,0.2098,
2.175,0.3437,0.1081,0.09035,0.06844,0.1235,0.0524,0.03923,0.0306,0.03404,0.03499,0.2098,0.2087,
2.175,0.3522,0.1081,0.09039,0.06846,0.1231,0.05242,0.03925,0.03061,0.03405,0.035,0.2098,0.2088,
2.17,0.3569,0.1068,0.09043,0.06521,0.1227,0.05244,0.03926,0.03062,0.03407,0.03501,0.2099,0.2134,
2.175,0.3552,0.1119,0.09035,0.0652,0.1224,0.05242,0.03925,0.03061,0.03406,0.03591,0.21,0.2079,
2.172,0.3622,0.1119,0.09037,0.06523,0.1221,0.05121,0.03896,0.03062,0.03407,0.03592,0.2101,0.2095,
2.172,0.3616,0.112,0.09042,0.06528,0.1214,0.05126,0.039,0.03065,0.0341,0.03595,0.2103,0.2097,
2.17,0.3606,0.1117,0.0904,0.06522,0.1215,0.04952,0.03901,0.03066,0.03412,0.03597,0.2104,0.2115,
2.17,0.3606,0.1117,0.0904,0.06522,0.1215,0.04952,0.03901,0.03066,0.03412,0.03597,0.2104,0.2115,
2.17,0.3594,0.1117,0.0904,0.06522,0.1215,0.04952,0.03901,0.03066,0.03412,0.03597,0.2104,0.2115,
2.182,0.3554,0.1137,0.09019,0.06511,0.121,0.04942,0.03895,0.03061,0.03406,0.04313,0.2049,0.209,
2.181,0.3731,0.1137,0.09019,0.06511,0.121,0.04892,0.03882,0.03045,0.03406,0.04313,0.2049,0.2098,
2.18,0.369,0.1132,0.09014,0.06507,0.1209,0.04889,0.0388,0.03043,0.03404,0.0431,0.2058,0.2096,
2.178,0.3535,0.1128,0.09022,0.06511,0.1206,0.04783,0.03883,0.03045,0.03406,0.04314,0.206,0.2109,
2.178,0.3682,0.1136,0.09004,0.06509,0.1202,0.04716,0.03882,0.03044,0.03406,0.04313,0.207,0.2105,
2.178,0.3435,0.1136,0.09004,0.06509,0.1202,0.04716,0.03882,0.03044,0.03406,0.04313,0.207,0.2105,
2.177,0.3425,0.1135,0.09003,0.06514,0.1197,0.04719,0.03885,0.03046,0.03408,0.04315,0.2072,0.2107,
2.177,0.3362,0.1136,0.09007,0.06516,0.1193,0.04721,0.03887,0.03047,0.03409,0.04317,0.2073,0.2108,
