CCL2EnEr,CCL2EnPm,CCL2EnRabA,CCL2EnRabB,CCL2EnRabC,CCL2EnRabD,CCL2EnRabE,CCL2EnRabF,CCL2EnRabG,CCL2EnRabH,CCL2EnRabI,CCR2-LEnEr,CCR2-LEnPm,CCR2-LEnRabA,CCR2-LEnRabB,CCR2-LEnRabC,CCR2-LEnRabD,CCR2-LEnRabE,CCR2-LEnRabF,CCR2-LEnRabG,CCR2-LEnRabH,CCR2-LEnRabI,CCR2EnEr,CCR2EnPm,CCR2EnRabA,CCR2EnRabB,CCR2EnRabC,CCR2EnRabD,CCR2EnRabE,CCR2EnRabF,CCR2EnRabG,CCR2EnRabH,CCR2EnRabI,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,
0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,4800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002295,0.001941,0.02287,0.9237,0.001486,0.01171,0.01141,0.01115,0.01343,1.0E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.094,0.6976,0.07947,2.051,0.008944,0.0122,0.02202,0.01444,0.0207,1.0E-4,0.0,0.0,66.21,0.0,7.002,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.007,0.7843,0.07947,2.051,0.008944,0.0122,0.02202,0.01444,0.0207,1.0E-4,0.0,0.0,66.21,0.0,7.002,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,0.7876,0.08175,2.958,0.03646,0.01717,0.02823,0.02221,0.03852,1.0E-4,0.0,0.0,66.21,0.0,16.3,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.028,0.8073,0.08333,3.896,0.03605,0.03944,0.03322,0.02899,0.04683,1.0E-4,0.0,2.001,66.21,0.0,21.47,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.581,2.32,0.1116,4.665,0.04969,0.08347,0.06341,0.0485,0.07697,1.0E-4,0.0,2.001,66.21,0.0,28.07,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.592,2.342,0.1259,5.548,0.05659,0.1057,0.07868,0.05836,0.09221,1.0E-4,0.0,2.001,66.21,0.0,28.07,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.592,2.342,0.1259,5.548,0.05659,0.1057,0.07868,0.05836,0.09221,1.0E-4,0.0,4.001,66.21,3.913,26.16,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.592,2.342,0.1259,5.548,0.05659,0.1057,0.07868,0.05836,0.09221,1.0E-4,0.0,13.3,66.21,3.913,28.16,0.0,0.0,0.0,0.0,0.0,16.59,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.751,2.375,0.1551,7.284,0.05659,0.1133,0.08812,0.07016,0.107,1.0E-4,0.0,13.3,66.21,3.913,28.16,0.0,0.0,0.0,0.0,0.0,16.59,
0.0,4798000.0,1663.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23100.0,898.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231000.0,8985.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.774,2.378,0.1574,8.191,0.08411,0.1183,0.09433,0.07792,0.1248,1.0E-4,0.0,13.3,66.21,3.913,35.46,0.0,0.0,0.0,0.0,0.0,16.59,
