entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.177,0.3347,0.1061,0.09078,0.06855,0.1245,0.05403,0.03928,0.03048,0.03409,0.03504,0.2068,0.2104,
2.174,0.3444,0.1043,0.09058,0.06745,0.1245,0.05403,0.03928,0.03048,0.03409,0.03504,0.2068,0.2135,
2.174,0.3335,0.1083,0.09053,0.06741,0.1244,0.05276,0.03895,0.03046,0.03407,0.03502,0.2077,0.2104,
2.172,0.3481,0.1064,0.09061,0.06746,0.1237,0.05237,0.03888,0.03035,0.03409,0.03504,0.2079,0.2132,
2.172,0.3504,0.1061,0.09053,0.06748,0.1237,0.0524,0.0389,0.03036,0.03411,0.03506,0.208,0.2133,
2.171,0.3422,0.1062,0.0906,0.06687,0.123,0.05244,0.03892,0.03038,0.03413,0.03508,0.2082,0.2141,
2.171,0.3428,0.1087,0.0905,0.06683,0.1229,0.05131,0.0389,0.03036,0.03411,0.03506,0.2091,0.2122,
2.171,0.3488,0.1081,0.0905,0.06671,0.1229,0.05124,0.03895,0.0304,0.03415,0.0351,0.2094,0.2125,
2.169,0.3461,0.109,0.09041,0.06664,0.1228,0.05009,0.03891,0.03037,0.03412,0.03507,0.2102,0.2124,
2.169,0.3569,0.1091,0.09056,0.06674,0.1214,0.05016,0.03897,0.03041,0.03417,0.03511,0.2106,0.2128,
2.169,0.3469,0.1092,0.09071,0.06684,0.1202,0.05011,0.03903,0.03045,0.03422,0.03516,0.211,0.2131,
2.169,0.3489,0.1092,0.09071,0.06684,0.1202,0.05011,0.03903,0.03045,0.03422,0.03516,0.211,0.2131,
2.178,0.3469,0.1169,0.09052,0.0667,0.1199,0.05001,0.03895,0.03038,0.03415,0.03847,0.2092,0.2048,
