RabA,RabB,RabC,RabD,RabE,area,memERGIC,memGolgiMedial,memL,memLS,memS,memTGN,memTub,membraneMarker,proton,solL,solS,solubleMarker,volume,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
86109.11,3848.45,0.0,0.0,0.0,89957.56,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,2013082.22,
86109.11,3848.45,0.0,0.0,0.0,89957.56,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,2013082.22,
86109.11,3848.45,0.0,0.0,0.0,89957.56,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,2013082.22,
76487.98,3848.45,0.0,0.0,0.0,80336.43,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1945734.33,
76487.98,3848.45,0.0,0.0,0.0,80336.43,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1945734.33,
76487.98,3848.45,0.0,0.0,0.0,80336.43,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1945734.33,
82260.66,3848.45,0.0,0.0,0.0,86109.11,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1979408.28,
72639.53,3848.45,0.0,0.0,0.0,76487.98,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1912060.38,
72639.53,3848.45,0.0,0.0,0.0,76487.98,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1912060.38,
72639.53,3848.45,0.0,0.0,0.0,76487.98,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1912060.38,
72639.53,3848.45,0.0,0.0,0.0,76487.98,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1912060.38,
72639.53,3848.45,0.0,0.0,0.0,76487.98,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1912060.38,
72639.53,3848.45,0.0,0.0,0.0,76487.98,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1912060.38,
72639.53,3848.45,0.0,0.0,0.0,76487.98,7173.86,7173.86,8033.0,7173.86,7173.86,7173.86,7173.86,1.0,0.0,196257.0,189691.2,1.0,1912060.38,
