enzyme,enzymeG55,G55,Go3,Gpli,membraneMarker,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,memERGIC,memERGICRabA,memERGICRabB,memERGICRabC,memERGICRabD,memERGICRabE,memGolgiMedial,memGolgiMedialRabA,memGolgiMedialRabB,memGolgiMedialRabC,memGolgiMedialRabD,memGolgiMedialRabE,memL,memLRabA,memLRabB,memLRabC,memLRabD,memLRabE,memLS,memLSRabA,memLSRabB,memLSRabC,memLSRabD,memLSRabE,memS,memSRabA,memSRabB,memSRabC,memSRabD,memSRabE,memTGN,memTGNRabA,memTGNRabB,memTGNRabC,memTGNRabD,memTGNRabE,memTub,memTubRabA,memTubRabB,memTubRabC,memTubRabD,memTubRabE,proton,protonRabA,protonRabB,protonRabC,protonRabD,protonRabE,solL,solLRabA,solLRabB,solLRabC,solLRabD,solLRabE,solS,solSRabA,solSRabB,solSRabC,solSRabD,solSRabE,solubleMarker,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,Spli,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8688,0.11245,0.01874,0.0,0.0,5840.46473,368.18246,1768.68254,55.67027,0.0,0.0,796.21459,1259.46855,5143.07246,517.88863,316.35576,0.0,0.0,6979.10654,903.33725,150.55621,0.0,0.0,0.0,6979.10654,903.33725,150.55621,0.0,0.0,2117.25937,1883.91461,2927.47132,787.99894,316.35576,0.0,2117.25937,1883.91461,2927.47132,787.99894,316.35576,0.0,4340.82903,3199.8815,492.28946,0.0,0.0,0.0,17.96197,21.60838,49.24855,54.82058,17.99545,0.0,0.0,170508.96467,22069.74457,3678.29076,0.0,0.0,47168.55429,57318.12081,66091.90939,14492.61097,11185.80453,0.0,0.0,0.8688,0.11245,0.01874,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88317,0.09736,0.01947,0.0,0.0,6118.13899,129.66478,1729.52596,55.67027,0.0,0.0,771.03687,1252.27914,5177.72933,515.5989,316.35576,0.0,0.0,7094.48298,782.09752,156.4195,0.0,0.0,0.0,7094.48298,782.09752,156.4195,0.0,0.0,2123.20616,1877.00962,2928.42952,787.99894,316.35576,0.0,2123.20616,1877.00962,2928.42952,787.99894,316.35576,0.0,8033.0,0.0,0.0,0.0,0.0,0.0,18.07679,21.63901,49.074,54.8497,17.99545,0.0,0.0,173327.7662,19107.69484,3821.53897,0.0,0.0,47230.42977,57601.60366,65717.45794,14521.7041,11185.80453,0.0,0.0,0.88317,0.09736,0.01947,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9559,0.02205,0.02205,0.0,0.0,6167.93969,86.7433,1722.64674,55.67027,0.0,0.0,719.23615,1169.02351,4841.5998,986.78476,316.35576,0.0,0.0,7678.77606,177.11197,177.11197,0.0,0.0,0.0,7678.77606,177.11197,177.11197,0.0,0.0,2180.9154,1824.88756,2718.69692,992.14436,316.35576,0.0,2180.9154,1824.88756,2718.69692,992.14436,316.35576,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,19.02756,21.73539,31.3696,71.50695,17.99545,0.0,0.0,187602.83236,4327.08382,4327.08382,0.0,0.0,47916.86284,58811.69505,56989.7202,21352.91738,11185.80453,0.0,0.0,0.9559,0.02205,0.02205,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94786,0.02607,0.02607,0.0,0.0,5891.19518,274.11451,1867.69031,0.0,0.0,0.0,983.56056,1226.23558,4488.34043,1018.50766,316.35576,0.0,0.0,7614.12905,209.43548,209.43548,0.0,0.0,0.0,7614.12905,209.43548,209.43548,0.0,0.0,2246.10497,1780.79911,2697.59579,992.14436,316.35576,0.0,2246.10497,1780.79911,2697.59579,992.14436,316.35576,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,18.99289,22.00057,31.10535,71.54068,17.99545,0.0,0.0,186023.41892,5116.79054,5116.79054,0.0,0.0,48627.58008,58176.80345,56801.55184,21465.2601,11185.80453,0.0,0.0,0.94786,0.02607,0.02607,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94646,0.02677,0.02677,0.0,0.0,5536.9206,355.16947,2014.50406,126.40586,0.0,0.0,1293.39194,1210.91264,4084.8181,1127.52155,316.35576,0.0,0.0,7602.91594,215.04203,215.04203,0.0,0.0,0.0,7602.91594,215.04203,215.04203,0.0,0.0,2248.28084,1736.99407,2656.50703,1074.86229,316.35576,0.0,2248.28084,1736.99407,2656.50703,1074.86229,316.35576,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,19.82534,22.29685,31.01769,70.49962,17.99545,0.0,0.0,185749.46772,5253.76614,5253.76614,0.0,0.0,48477.90752,57535.65554,56151.71343,22905.91899,11185.80453,0.0,0.0,0.94646,0.02677,0.02677,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94343,0.02828,0.02828,0.0,0.0,5229.62882,687.18159,2031.98127,84.20832,0.0,0.0,1189.69393,1170.57372,4302.64741,1053.72918,316.35576,0.0,0.0,7578.58682,227.20659,227.20659,0.0,0.0,0.0,7578.58682,227.20659,227.20659,0.0,0.0,2136.5031,1838.52273,2666.75612,1074.86229,316.35576,0.0,2136.5031,1838.52273,2666.75612,1074.86229,316.35576,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,19.10939,23.44823,30.60475,70.47712,17.99545,0.0,0.0,185155.07444,5550.96278,5550.96278,0.0,0.0,43781.9761,61805.7931,56604.45723,22878.96903,11185.80453,0.0,0.0,0.94343,0.02828,0.02828,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,4800.6303,819.23132,1654.14043,758.99795,0.0,0.0,1346.29556,1095.32823,3849.72738,1425.29306,316.35576,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,2215.20392,1771.49764,2351.29702,1378.64565,316.35576,0.0,2215.20392,1771.49764,2351.29702,1378.64565,316.35576,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,22.48024,23.72372,30.56418,66.87136,17.99545,0.0,0.0,184125.70421,6065.6479,6065.6479,0.0,0.0,46462.2544,61535.06192,46999.0989,30074.78024,11185.80453,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,4918.65874,762.23726,1662.70919,689.39481,0.0,0.0,1312.96961,1018.52412,4100.3544,1284.7961,316.35576,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,2223.38012,1766.07755,2348.54092,1378.64565,316.35576,0.0,2223.38012,1766.07755,2348.54092,1378.64565,316.35576,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,22.89471,23.36642,30.70126,66.67711,17.99545,0.0,0.0,184125.70421,6065.6479,6065.6479,0.0,0.0,46851.54312,61145.33298,47277.26966,29797.04971,11185.80453,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,5844.26211,1794.06615,199.66427,195.00746,0.0,0.0,669.41938,854.91515,4636.91822,1555.39148,316.35576,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,2040.31786,1918.56015,2317.2535,1440.51273,316.35576,0.0,2040.31786,1918.56015,2317.2535,1440.51273,316.35576,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,20.2569,25.93635,31.588,65.85826,17.99545,0.0,0.0,184125.70421,6065.6479,6065.6479,0.0,0.0,41934.84608,64237.90336,47828.48339,31069.96264,11185.80453,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,5948.19713,1519.53254,299.6405,265.62983,0.0,0.0,740.38223,794.68121,4661.40204,1520.17876,316.35576,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,2036.52781,1917.59918,2294.48705,1468.0302,316.35576,0.0,2036.52781,1917.59918,2294.48705,1468.0302,316.35576,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,20.4451,25.75908,31.79999,65.63533,17.99545,0.0,0.0,184125.70421,6065.6479,6065.6479,0.0,0.0,41635.74471,63940.22863,47719.86164,31775.36049,11185.80453,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,6656.83116,1192.90186,149.26028,34.00669,0.0,0.0,587.29166,1012.12857,4714.36785,1402.85616,316.35576,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,0.0,7536.45364,248.27318,248.27318,0.0,0.0,2055.64701,1921.61201,2271.35502,1468.0302,316.35576,0.0,2055.64701,1921.61201,2271.35502,1468.0302,316.35576,0.0,2688.65708,1603.30288,3741.04005,0.0,0.0,0.0,20.52007,25.69875,32.19704,65.22363,17.99545,0.0,0.0,184125.70421,6065.6479,6065.6479,0.0,0.0,41845.65661,64008.01237,48030.79892,31186.72756,11185.80453,0.0,0.0,0.93819,0.03091,0.03091,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93622,0.03189,0.03189,0.0,0.0,6105.37914,866.60063,360.74318,700.27705,0.0,0.0,651.36523,1137.21316,4478.94621,1449.11964,316.35576,0.0,0.0,7520.61761,256.19119,256.19119,0.0,0.0,0.0,7520.61761,256.19119,256.19119,0.0,0.0,1991.34605,1796.78693,2175.72843,1752.78283,316.35576,0.0,1991.34605,1796.78693,2175.72843,1752.78283,316.35576,0.0,1.12978,0.7935,50.43593,7980.64079,0.0,0.0,24.74725,27.43364,34.30186,57.15674,17.99545,0.0,0.0,183738.80876,6259.09562,6259.09562,0.0,0.0,40662.6264,61389.83539,47118.74795,35899.98573,11185.80453,0.0,0.0,0.93622,0.03189,0.03189,0.0,0.0,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96236,0.01882,0.01882,0.0,0.0,6126.06457,920.55464,253.12412,733.25667,0.0,0.0,549.14778,881.06831,5348.06769,938.36045,316.35576,0.0,0.0,7730.63956,151.18022,151.18022,0.0,0.0,0.0,7730.63956,151.18022,151.18022,0.0,0.0,2005.84519,1777.81356,2187.22546,1745.76002,316.35576,0.0,2005.84519,1777.81356,2187.22546,1745.76002,316.35576,0.0,1.73607,1.73272,50.06839,7979.46283,0.0,0.0,25.20252,27.70305,34.76056,55.97336,17.99545,0.0,0.0,188869.92758,3693.53621,3693.53621,0.0,0.0,41020.71773,61881.4134,48312.22553,33856.8388,11185.80453,0.0,0.0,0.96236,0.01882,0.01882,0.0,0.0,
