entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3382,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.176,0.3366,0.1041,0.09074,0.06852,0.1248,0.05385,0.03939,0.03063,0.03408,0.03503,0.2067,0.2121,
2.175,0.338,0.1037,0.09081,0.06857,0.1245,0.05337,0.0393,0.03065,0.0341,0.03506,0.2069,0.213,
2.174,0.3458,0.103,0.09044,0.06865,0.1247,0.05344,0.03935,0.03069,0.03415,0.03511,0.2072,0.2133,
2.174,0.3571,0.1061,0.09028,0.0686,0.1246,0.05187,0.03932,0.03067,0.03413,0.03509,0.2081,0.2113,
2.174,0.3569,0.1061,0.09028,0.0686,0.1246,0.05187,0.03932,0.03067,0.03413,0.03509,0.2081,0.2113,
2.173,0.3543,0.1058,0.09022,0.06855,0.1241,0.05184,0.03929,0.03065,0.0341,0.03506,0.209,0.2114,
2.173,0.3607,0.1058,0.09022,0.06855,0.1241,0.05184,0.03929,0.03065,0.0341,0.03506,0.209,0.2114,
2.172,0.3582,0.1056,0.09019,0.06847,0.1241,0.0512,0.03931,0.03066,0.03412,0.03507,0.2091,0.2121,
2.172,0.3656,0.1055,0.09007,0.0685,0.1241,0.05118,0.03933,0.03068,0.03413,0.03509,0.2092,0.2122,
2.185,0.3632,0.1095,0.08983,0.06831,0.1234,0.05103,0.03922,0.03059,0.03404,0.04234,0.2044,0.2073,
2.185,0.3528,0.1092,0.08964,0.06825,0.1232,0.05109,0.03927,0.03063,0.03408,0.04239,0.2047,0.2076,
2.185,0.3517,0.1087,0.08951,0.0683,0.1233,0.05108,0.03931,0.03065,0.03411,0.04243,0.2049,0.2078,
2.183,0.3616,0.1075,0.08955,0.06832,0.1229,0.05059,0.03919,0.0305,0.03412,0.04244,0.205,0.2099,
2.18,0.3536,0.1072,0.08891,0.06805,0.1228,0.04943,0.03915,0.03047,0.03408,0.04239,0.2068,0.2108,
