RabA,RabB,RabC,RabD,RabE,area,memERGIC,memGolgiMedial,memL,memLS,memS,memTGN,memTub,membraneMarker,proton,solL,solS,solubleMarker,volume,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
74563.76,3848.45,0.0,0.0,0.0,78412.21,7482.17,7482.17,8033.0,7482.17,7482.17,7482.17,7482.17,1.0,0.0,196257.0,192918.25,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,7132.12,7132.12,8033.0,7132.12,7132.12,7132.12,7132.12,1.0,0.05,196257.0,191263.2,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,7132.12,7132.12,8033.0,7132.12,7132.12,7132.12,7132.12,1.0,0.05,196257.0,191263.2,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,7132.12,7132.12,8033.0,7132.12,7132.12,7132.12,7132.12,1.0,0.05,196257.0,191263.2,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,7132.12,7132.12,8033.0,7132.12,7132.12,7132.12,7132.12,1.0,0.05,196257.0,191263.2,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,7132.12,7132.12,8033.0,7132.12,7132.12,7132.12,7132.12,1.0,0.05,196257.0,191263.2,1.0,1945734.33,
