entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.177,0.3437,0.106,0.09069,0.06848,0.1243,0.05448,0.03937,0.0306,0.03405,0.03501,0.2077,0.2094,
2.175,0.345,0.1048,0.09053,0.06852,0.1244,0.05299,0.0394,0.03063,0.03408,0.03504,0.2078,0.2118,
2.175,0.3472,0.1048,0.09053,0.06852,0.1244,0.05299,0.0394,0.03063,0.03408,0.03504,0.2078,0.2118,
2.177,0.3476,0.1093,0.09043,0.0685,0.1244,0.05298,0.0394,0.03063,0.03408,0.03503,0.2088,0.2064,
2.175,0.3519,0.1093,0.09043,0.0685,0.1244,0.05175,0.03909,0.03063,0.03408,0.03503,0.2088,0.2079,
2.17,0.3529,0.1078,0.09043,0.0685,0.1244,0.04911,0.03909,0.03063,0.03408,0.03503,0.2088,0.212,
2.169,0.3535,0.1079,0.0905,0.06855,0.1237,0.04849,0.03912,0.03064,0.0341,0.03506,0.209,0.2129,
2.168,0.3487,0.1113,0.09029,0.06853,0.1228,0.04628,0.03911,0.03064,0.0341,0.03505,0.21,0.2119,
2.168,0.3487,0.1113,0.09029,0.06853,0.1228,0.04628,0.03911,0.03064,0.0341,0.03505,0.21,0.2119,
2.166,0.3494,0.1102,0.09033,0.06832,0.1218,0.04632,0.03916,0.03067,0.03413,0.03508,0.2103,0.2137,
2.166,0.3537,0.1095,0.09033,0.06832,0.1218,0.04632,0.03916,0.03067,0.03413,0.03508,0.2103,0.2144,
2.166,0.3603,0.1092,0.09026,0.06834,0.1216,0.04637,0.03919,0.03069,0.03416,0.0351,0.2105,0.2146,
2.187,0.3508,0.1131,0.09017,0.06827,0.1215,0.04632,0.03915,0.03066,0.03412,0.04652,0.1999,0.2103,
2.187,0.3345,0.1132,0.09021,0.06829,0.1212,0.04634,0.03916,0.03066,0.03413,0.04653,0.2,0.2104,
2.186,0.3293,0.1118,0.09029,0.06835,0.1204,0.04638,0.03919,0.03069,0.03416,0.04657,0.2001,0.2121,
2.186,0.3284,0.1109,0.09023,0.06847,0.1202,0.04646,0.03926,0.03075,0.03422,0.04665,0.2005,0.2124,
2.186,0.3218,0.1107,0.09016,0.06852,0.1199,0.0465,0.0393,0.03077,0.03425,0.04669,0.2007,0.2126,
2.182,0.3148,0.1096,0.0902,0.06854,0.1195,0.04487,0.03918,0.03078,0.03426,0.0467,0.2008,0.2156,
2.183,0.305,0.1148,0.0897,0.06831,0.1177,0.04479,0.03909,0.03071,0.03418,0.0466,0.2044,0.2097,
2.183,0.3014,0.1149,0.08977,0.06836,0.1169,0.04482,0.03912,0.03073,0.03421,0.04663,0.2046,0.2099,
2.183,0.3019,0.1146,0.0898,0.06831,0.117,0.04484,0.03914,0.03074,0.03422,0.04665,0.2047,0.21,
2.182,0.3031,0.1144,0.08964,0.0682,0.1164,0.04477,0.03908,0.03069,0.03416,0.04657,0.2064,0.2097,
2.182,0.3037,0.1144,0.08964,0.0682,0.1164,0.04477,0.03908,0.03069,0.03416,0.04657,0.2064,0.2097,
2.182,0.3031,0.1145,0.08968,0.06822,0.1161,0.04479,0.03909,0.0307,0.03417,0.04659,0.2065,0.2097,
2.181,0.3026,0.1131,0.08968,0.06787,0.1161,0.04479,0.03909,0.0307,0.03417,0.04659,0.2065,0.2114,
2.18,0.3009,0.1131,0.08947,0.06778,0.1161,0.04481,0.03911,0.03071,0.03419,0.04661,0.2066,0.2115,
2.181,0.3042,0.1155,0.08914,0.06764,0.1157,0.04479,0.0391,0.0307,0.03418,0.04659,0.2076,0.2091,
2.181,0.3079,0.1153,0.0892,0.06749,0.1154,0.04483,0.03913,0.03072,0.0342,0.04663,0.2078,0.2093,
2.181,0.3195,0.1153,0.0892,0.06749,0.1154,0.04483,0.03913,0.03072,0.0342,0.04663,0.2078,0.2093,
2.181,0.312,0.1152,0.0892,0.0676,0.1144,0.0449,0.03919,0.03077,0.03426,0.0467,0.2082,0.2097,
2.179,0.3155,0.1144,0.0894,0.06607,0.1143,0.04515,0.03889,0.03075,0.03477,0.04614,0.2091,0.2111,
2.178,0.3196,0.1123,0.08919,0.06601,0.1158,0.04506,0.03881,0.03069,0.03558,0.04516,0.2107,0.2107,
2.178,0.331,0.1113,0.08913,0.06622,0.1165,0.04507,0.03883,0.03123,0.03635,0.04386,0.2108,0.2107,
2.182,0.3209,0.115,0.0889,0.06641,0.1157,0.04329,0.03881,0.03121,0.03633,0.04725,0.2084,0.2087,
2.182,0.3245,0.1135,0.08922,0.06662,0.1167,0.04329,0.03915,0.03087,0.03687,0.04672,0.2084,0.2087,
2.181,0.3197,0.1133,0.08885,0.067,0.1151,0.04266,0.03919,0.0309,0.03783,0.04583,0.2097,0.2096,
2.161,0.3443,0.1129,0.08878,0.06723,0.1148,0.03973,0.05756,0.01258,0.03996,0.04377,0.2099,0.2127,
2.162,0.3461,0.1128,0.08875,0.06736,0.1148,0.04027,0.05703,0.01258,0.03996,0.04377,0.2099,0.2127,
2.163,0.3572,0.1108,0.08875,0.06762,0.1166,0.04027,0.05703,0.01365,0.03889,0.04377,0.2099,0.2127,
2.162,0.3479,0.1108,0.08879,0.06773,0.1159,0.04015,0.05655,0.01365,0.03892,0.0438,0.2101,0.2136,
2.162,0.3528,0.1084,0.08934,0.06784,0.1177,0.04015,0.05655,0.01365,0.03892,0.0438,0.2101,0.2136,
2.164,0.3467,0.1098,0.08904,0.06803,0.1186,0.04013,0.05651,0.01442,0.03865,0.04324,0.211,0.2106,
2.164,0.3465,0.1095,0.08833,0.06813,0.1187,0.04018,0.05659,0.01444,0.0387,0.0433,0.2113,0.2108,
2.164,0.3523,0.1086,0.08818,0.06855,0.1188,0.04049,0.05636,0.01445,0.04033,0.04174,0.2115,0.211,
2.168,0.3589,0.1084,0.08807,0.06866,0.1184,0.04046,0.05633,0.01444,0.05034,0.03526,0.2088,0.2109,
2.167,0.3624,0.1077,0.08836,0.0686,0.1178,0.04081,0.05581,0.01441,0.05026,0.03519,0.2106,0.2106,
2.167,0.3634,0.1076,0.08839,0.06871,0.1174,0.04083,0.05583,0.01441,0.05027,0.0352,0.2107,0.2106,
2.167,0.3261,0.1076,0.08843,0.06876,0.1174,0.04083,0.05583,0.01441,0.05027,0.0352,0.2107,0.2106,
2.179,0.3547,0.1074,0.08827,0.0688,0.1173,0.04078,0.05577,0.0144,0.05137,0.04196,0.2035,0.2104,
2.179,0.356,0.1074,0.0881,0.06898,0.1173,0.04078,0.05577,0.0144,0.05243,0.0409,0.2035,0.2104,
2.179,0.3904,0.1074,0.08799,0.06908,0.1173,0.04078,0.05577,0.0144,0.05503,0.0383,0.2035,0.2104,
2.178,0.3595,0.1055,0.0884,0.06925,0.1174,0.04082,0.05616,0.01407,0.05508,0.03834,0.2037,0.2113,
2.176,0.363,0.105,0.08858,0.06914,0.1168,0.04075,0.05607,0.01404,0.05499,0.03827,0.2054,0.2109,
2.176,0.3707,0.1049,0.08832,0.06945,0.1168,0.04128,0.05554,0.01404,0.05676,0.0365,0.2054,0.2109,
2.176,0.3675,0.1044,0.08861,0.06968,0.1168,0.04128,0.05554,0.01404,0.05676,0.0365,0.2054,0.2109,
2.176,0.3723,0.103,0.08881,0.0697,0.1175,0.04131,0.05558,0.01405,0.05681,0.03653,0.2056,0.2111,
2.174,0.3716,0.1015,0.08877,0.06977,0.1183,0.04128,0.05555,0.01404,0.05898,0.0343,0.2065,0.211,
2.174,0.3725,0.1012,0.08885,0.06996,0.1175,0.04134,0.05562,0.01406,0.05906,0.03434,0.2068,0.2113,
2.172,0.377,0.1,0.08908,0.07001,0.118,0.0413,0.05599,0.01362,0.0605,0.0328,0.2076,0.2111,
2.168,0.3818,0.09951,0.08885,0.07019,0.1177,0.04051,0.05446,0.01364,0.06058,0.03285,0.2079,0.2138,
2.169,0.3842,0.09943,0.08886,0.07026,0.1187,0.04048,0.05443,0.01406,0.06012,0.03283,0.2088,0.212,
2.17,0.3729,0.1011,0.08858,0.07032,0.1172,0.04045,0.05441,0.01458,0.05956,0.0328,0.2108,0.2102,
2.181,0.3712,0.1008,0.08847,0.07045,0.1171,0.03922,0.05355,0.01456,0.0595,0.04086,0.2036,0.2119,
2.178,0.3744,0.1006,0.08837,0.07076,0.1171,0.03792,0.05398,0.01414,0.06047,0.03989,0.2036,0.2132,
2.172,0.3869,0.09571,0.08827,0.07093,0.1217,0.03593,0.054,0.01414,0.06286,0.03753,0.2037,0.2153,
2.171,0.3771,0.09586,0.08835,0.07111,0.1202,0.03599,0.05462,0.01363,0.06297,0.03759,0.204,0.2157,
2.171,0.3826,0.0958,0.08823,0.07128,0.1202,0.03599,0.05462,0.01363,0.06297,0.03759,0.204,0.2157,
2.171,0.378,0.09821,0.08854,0.07042,0.1197,0.03526,0.05461,0.01362,0.06296,0.03758,0.205,0.2141,
2.17,0.3799,0.09384,0.08858,0.06952,0.1236,0.03528,0.05463,0.01406,0.06256,0.0376,0.2051,0.2153,
2.171,0.3804,0.09546,0.08863,0.06963,0.1228,0.03526,0.05463,0.01458,0.06202,0.03759,0.2061,0.2133,
2.171,0.3804,0.0982,0.0885,0.06956,0.1225,0.03409,0.05451,0.01455,0.06189,0.03751,0.2077,0.2109,
2.152,0.379,0.09813,0.0883,0.06969,0.1217,0.07259,0.01532,0.01508,0.06134,0.0375,0.2087,0.2116,
2.152,0.3767,0.09805,0.08841,0.06974,0.1214,0.07262,0.01533,0.01508,0.06137,0.03751,0.2088,0.2117,
2.153,0.3518,0.1016,0.08834,0.06979,0.1209,0.07125,0.01532,0.01507,0.06133,0.03749,0.2098,0.2092,
2.166,0.3701,0.1014,0.08825,0.07008,0.1209,0.07125,0.01532,0.04605,0.03035,0.03749,0.2098,0.2092,
2.175,0.3692,0.1009,0.08827,0.07003,0.12,0.0705,0.0153,0.046,0.03119,0.04332,0.2048,0.2096,
2.175,0.4482,0.1006,0.08844,0.07014,0.12,0.0705,0.0153,0.04677,0.03042,0.04332,0.2048,0.2096,
2.174,0.431,0.09998,0.0886,0.07015,0.1196,0.06982,0.0153,0.04677,0.03041,0.0433,0.2058,0.2102,
2.172,0.3884,0.09985,0.08847,0.07034,0.1188,0.06915,0.01529,0.04778,0.02936,0.04329,0.2068,0.2108,
2.171,0.3585,0.1011,0.08817,0.07032,0.1184,0.06827,0.01524,0.04806,0.02885,0.04316,0.2093,0.2091,
2.171,0.36,0.1002,0.08848,0.0704,0.1189,0.06827,0.01524,0.04806,0.02885,0.04316,0.2093,0.2091,
2.172,0.3655,0.09995,0.08871,0.07047,0.1186,0.0683,0.01525,0.0485,0.03542,0.0362,0.2094,0.2092,
2.172,0.3721,0.09991,0.08849,0.07088,0.1179,0.06836,0.01526,0.04932,0.03467,0.03623,0.2096,0.2094,
2.17,0.3712,0.09988,0.08853,0.07103,0.1173,0.06731,0.01527,0.04935,0.03469,0.03625,0.2098,0.2107,
2.17,0.3837,0.09944,0.08844,0.07123,0.1173,0.06734,0.01527,0.04937,0.03721,0.03376,0.2099,0.2108,
2.17,0.3867,0.09913,0.08833,0.07133,0.1174,0.06736,0.0157,0.04982,0.03726,0.03289,0.2099,0.2109,
2.17,0.358,0.09904,0.08834,0.07141,0.1174,0.06789,0.01517,0.04982,0.03726,0.03289,0.2099,0.2109,
2.169,0.3659,0.09725,0.08878,0.0716,0.1183,0.06726,0.01571,0.05118,0.0354,0.0329,0.21,0.2116,
2.204,0.3798,0.09861,0.08866,0.07158,0.1177,0.06748,0.04065,0.02679,0.03436,0.04954,0.195,0.2096,
2.204,0.3777,0.09818,0.08872,0.07171,0.1174,0.06754,0.04068,0.0268,0.03438,0.04958,0.1952,0.2098,
2.203,0.3853,0.09815,0.08877,0.07186,0.1167,0.06694,0.04071,0.02682,0.03441,0.04962,0.1954,0.2107,
