tick 420001.0
endosome0Y,initOrgProp,area,192269.4678414963,volume,7651333.14310894,xcoor,21.44637479309909,ycoor,3.09732362510349,
endosome0Y,initRabContent,RabI,4126.2190460961765,RabE,0.0,RabC,2696.611048061374,RabD,182880.63252318886,RabA,286.3357861198744,RabB,2279.66943802954
endosome0Y,initMembraneContent,REn,0.0,R-TfEn,0.0,exCxEn,0.0,oMHCIEn,0.0,REn,0.0,REn,0.0,membraneMarker,0.0,cMHCIEn,0.0,pepMHCIEn,0.0,imCxEn,0.0
endosome0Y,initSolubleContent,ovaEn,0.0,protonEn,2588.3060748479643,lyEnzEn,0.0,mvb,108.0,bMGEn,0.0,pepEn,0.0
endosome1q,initOrgProp,area,7539.822368615503,volume,50265.48245743669,xcoor,23.855669255068005,ycoor,3.770137605408423,
endosome1q,initRabContent,RabI,1507.9644737231004,RabG,965.0972631827844,RabH,1206.3715789784803,RabE,3088.311242184911,RabF,772.0778105462275
endosome1q,initMembraneContent,REn,0.0,R-TfEn,0.0,exCxEn,0.0,oMHCIEn,0.0,REn,0.0,REn,0.0,membraneMarker,0.0,cMHCIEn,0.0,pepMHCIEn,0.0,imCxEn,0.0
endosome1q,initSolubleContent,ovaEn,0.0,protonEn,3.9934856994262873,lyEnzEn,0.0,mvb,0.0,bMGEn,0.0,pepEn,0.0
endosome2q,initOrgProp,area,38852.01978133992,volume,647444.7063086074,xcoor,17.680792140079266,ycoor,2.9823605458911957,
endosome2q,initRabContent,RabC,19813.184305625127,RabD,0.0,RabA,6517.98097161715,RabB,12520.854504097584
endosome2q,initMembraneContent,REn,0.0,R-TfEn,0.0,exCxEn,0.0,oMHCIEn,0.0,REn,0.0,REn,0.0,membraneMarker,0.0,cMHCIEn,0.0,pepMHCIEn,0.0,imCxEn,0.0
endosome2q,initSolubleContent,ovaEn,0.0,protonEn,63.68477795106118,lyEnzEn,0.0,mvb,2.0,bMGEn,0.0,pepEn,0.0
endosome3x,initOrgProp,area,235559.22206384005,volume,1.0246139171949415E7,xcoor,22.9575597330903,ycoor,4.034584832298055,
endosome3x,initRabContent,RabI,259.2072981648089,RabG,5763.375363007346,RabH,3036.4141904785993,RabE,214373.22216721342,RabF,4157.615526270802,RabC,2198.862333757206,RabD,1484.0971803554276,RabA,82.39637809859414,RabB,4204.031626493361
endosome3x,initMembraneContent,REn,0.0,R-TfEn,0.0,exCxEn,0.0,oMHCIEn,0.0,REn,0.0,REn,0.0,membraneMarker,0.0,cMHCIEn,0.0,pepMHCIEn,0.0,imCxEn,0.0
endosome3x,initSolubleContent,ovaEn,0.0,protonEn,1311.6931716336196,lyEnzEn,0.0,mvb,87.09052384454469,bMGEn,0.0,pepEn,0.0
endosome4J,initOrgProp,area,132512.60199668826,volume,4474625.628787991,xcoor,28.324889749868305,ycoor,4.081538701635391,
endosome4J,initRabContent,RabI,1587.9400134088085,RabH,2047.0227876187826,RabE,821.1918377652953,RabF,727.0529767269127,RabC,15128.404055965393,RabD,36245.1323274769,RabA,2779.5786264921317,RabB,73176.27937123383
endosome4J,initMembraneContent,REn,0.0,R-TfEn,0.0,exCxEn,0.0,oMHCIEn,0.0,REn,0.0,REn,0.0,membraneMarker,0.0,cMHCIEn,0.0,pepMHCIEn,0.0,imCxEn,0.0
endosome4J,initSolubleContent,ovaEn,0.0,protonEn,488.7044002909463,lyEnzEn,0.0,mvb,32.02684817354573,bMGEn,0.0,pepEn,0.0
endosome5T,initOrgProp,area,7539.822368615503,volume,50265.48245743669,xcoor,27.817398595978,ycoor,3.242068143038861,
endosome5T,initRabContent,RabI,1507.9644737231004,RabG,965.0972631827844,RabH,1206.3715789784803,RabE,3088.311242184911,RabF,772.0778105462275
endosome5T,initMembraneContent,REn,0.0,R-TfEn,0.0,exCxEn,0.0,oMHCIEn,0.0,REn,0.0,REn,0.0,membraneMarker,0.0,cMHCIEn,0.0,pepMHCIEn,0.0,imCxEn,0.0
endosome5T,initSolubleContent,ovaEn,0.0,protonEn,2.064226578277168,lyEnzEn,0.0,mvb,0.0,bMGEn,0.0,pepEn,0.0
endosome6p,initOrgProp,area,116184.87714200062,volume,3465705.417393969,xcoor,30.21094740876659,ycoor,3.164203173594084,
