entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.174,0.3381,0.1061,0.09078,0.06855,0.1245,0.05146,0.03941,0.03064,0.03409,0.03504,0.2068,0.2127,
2.174,0.3382,0.1089,0.09069,0.06782,0.1243,0.0514,0.03937,0.0306,0.03405,0.03501,0.2077,0.2102,
2.174,0.3374,0.1099,0.09063,0.06777,0.1239,0.05136,0.03934,0.03058,0.03403,0.03498,0.2086,0.209,
2.172,0.3365,0.1095,0.09065,0.06779,0.1239,0.05015,0.03905,0.0306,0.03405,0.035,0.2087,0.2106,
2.171,0.3383,0.1121,0.09033,0.06773,0.1231,0.04906,0.03906,0.0306,0.03405,0.035,0.2098,0.2092,
2.179,0.3316,0.1119,0.09018,0.06762,0.1225,0.04898,0.03899,0.03055,0.03399,0.04026,0.2062,0.2089,
2.179,0.3383,0.1116,0.09019,0.06764,0.1224,0.04901,0.03901,0.03056,0.03401,0.04028,0.2063,0.209,
2.179,0.3427,0.1118,0.09002,0.06757,0.1223,0.04895,0.03897,0.03053,0.03397,0.04024,0.2071,0.2086,
2.177,0.3358,0.1116,0.08993,0.0675,0.1222,0.04825,0.03893,0.0305,0.03394,0.0402,0.2079,0.2091,
2.177,0.3367,0.1116,0.08993,0.0675,0.1222,0.04825,0.03893,0.0305,0.03394,0.0402,0.2079,0.2091,
2.177,0.3374,0.1117,0.08997,0.06752,0.1218,0.04826,0.03895,0.03051,0.03395,0.04021,0.208,0.2092,
2.177,0.3449,0.1117,0.08997,0.06752,0.1218,0.04826,0.03895,0.03051,0.03395,0.04021,0.208,0.2092,
2.177,0.3397,0.1118,0.08981,0.06744,0.1211,0.04832,0.039,0.03054,0.03399,0.04026,0.2083,0.2094,
