entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.178,0.3403,0.1061,0.09078,0.06855,0.1244,0.05454,0.03941,0.03064,0.03409,0.03505,0.2068,0.2096,
2.175,0.3373,0.1084,0.09059,0.06841,0.1242,0.05223,0.03933,0.03058,0.03402,0.03498,0.2085,0.2088,
2.174,0.3572,0.1078,0.09063,0.06778,0.1238,0.05225,0.03935,0.03059,0.03404,0.03499,0.2086,0.2102,
2.177,0.348,0.1138,0.0902,0.06775,0.1234,0.05224,0.03933,0.03058,0.03402,0.03498,0.2096,0.2042,
2.177,0.3505,0.1138,0.09024,0.06778,0.123,0.05225,0.03935,0.03059,0.03404,0.03499,0.2097,0.2042,
2.177,0.3549,0.1139,0.09028,0.0678,0.1227,0.05228,0.03936,0.0306,0.03405,0.035,0.2098,0.2043,
2.176,0.3522,0.1139,0.09031,0.06782,0.1223,0.0512,0.03936,0.0306,0.03405,0.035,0.2098,0.2055,
2.176,0.359,0.1139,0.09031,0.06782,0.1223,0.0512,0.03936,0.0306,0.03405,0.035,0.2098,0.2055,
2.171,0.3617,0.114,0.09034,0.06785,0.122,0.04801,0.03906,0.03061,0.03407,0.03501,0.2099,0.2091,
2.17,0.3581,0.1139,0.09021,0.06793,0.1214,0.04806,0.03909,0.03064,0.0341,0.03504,0.2102,0.2094,
2.17,0.3591,0.1137,0.09004,0.06795,0.1214,0.04808,0.03911,0.03066,0.03412,0.03506,0.2103,0.2095,
2.191,0.3456,0.1134,0.08979,0.06777,0.1207,0.04794,0.039,0.03057,0.03402,0.04901,0.1988,0.2089,
2.188,0.3612,0.1134,0.08982,0.06779,0.1199,0.04647,0.03894,0.03047,0.03405,0.04906,0.1991,0.211,
2.188,0.3445,0.1145,0.08973,0.06772,0.1198,0.04642,0.0389,0.03044,0.03402,0.04901,0.1999,0.2096,
2.186,0.3521,0.1145,0.08973,0.06772,0.1198,0.0451,0.0389,0.03044,0.03402,0.04901,0.1999,0.2109,
2.185,0.3548,0.1171,0.08968,0.0658,0.119,0.04509,0.03888,0.03043,0.03401,0.04899,0.2009,0.2101,
2.185,0.3511,0.1169,0.08953,0.06579,0.1191,0.04511,0.0389,0.03044,0.03402,0.04902,0.2009,0.2102,
2.187,0.3397,0.121,0.08947,0.06575,0.1186,0.04509,0.03888,0.03042,0.03401,0.04899,0.2018,0.2059,
2.186,0.3328,0.1192,0.08927,0.06569,0.1185,0.04511,0.03889,0.03043,0.03402,0.049,0.2019,0.208,
2.184,0.3375,0.1192,0.08931,0.06571,0.1181,0.04394,0.03877,0.03044,0.03403,0.04902,0.202,0.2094,
2.18,0.3424,0.117,0.08935,0.0638,0.1178,0.04398,0.0388,0.03047,0.03406,0.04906,0.2022,0.2135,
2.18,0.3352,0.118,0.0893,0.06376,0.1173,0.04395,0.03878,0.03045,0.03404,0.04904,0.2031,0.2124,
2.18,0.3356,0.118,0.0893,0.06376,0.1173,0.04395,0.03878,0.03045,0.03404,0.04904,0.2031,0.2124,
2.18,0.3394,0.1215,0.08897,0.0626,0.1161,0.04396,0.03879,0.03045,0.03404,0.04904,0.2042,0.2104,
2.174,0.336,0.1212,0.08895,0.06131,0.1157,0.04197,0.03876,0.03044,0.03403,0.04902,0.2052,0.2135,
2.174,0.3143,0.1212,0.08895,0.06131,0.1157,0.04197,0.03876,0.03044,0.03403,0.04902,0.2052,0.2135,
2.176,0.3039,0.1247,0.08886,0.06125,0.1156,0.04192,0.03872,0.03041,0.03399,0.04897,0.206,0.2096,
2.176,0.3094,0.1246,0.0889,0.0611,0.1153,0.04195,0.03876,0.03043,0.03402,0.04901,0.2061,0.2098,
2.175,0.3356,0.1224,0.0889,0.06114,0.115,0.04199,0.03879,0.03045,0.03404,0.04904,0.2063,0.212,
2.174,0.3156,0.1224,0.0889,0.06114,0.115,0.04133,0.03879,0.03045,0.03404,0.04904,0.2063,0.2126,
2.174,0.3111,0.1206,0.08869,0.06134,0.1167,0.04133,0.03879,0.03045,0.03457,0.04851,0.2063,0.2126,
2.175,0.2735,0.1232,0.08862,0.06152,0.1163,0.04182,0.03823,0.03043,0.03455,0.04848,0.2072,0.2096,
2.174,0.2788,0.1232,0.08861,0.06168,0.1159,0.04074,0.03877,0.02991,0.03637,0.04668,0.2073,0.2108,
2.174,0.2861,0.1231,0.08858,0.0619,0.1155,0.04075,0.03879,0.02993,0.03639,0.0467,0.2074,0.2109,
2.174,0.3019,0.1255,0.08883,0.06017,0.1155,0.04078,0.0388,0.02994,0.03799,0.04514,0.2086,0.2087,
2.173,0.2977,0.1247,0.08889,0.0601,0.1151,0.04079,0.03881,0.02995,0.038,0.04515,0.2097,0.2088,
2.173,0.2912,0.1242,0.08888,0.06026,0.1152,0.04081,0.03883,0.02996,0.03855,0.04464,0.2098,0.2089,
2.173,0.2946,0.1242,0.08902,0.06041,0.1141,0.04086,0.03887,0.03041,0.03817,0.04468,0.2101,0.2092,
2.196,0.2961,0.1231,0.08956,0.0605,0.1128,0.04084,0.03885,0.03039,0.03814,0.06216,0.1945,0.2091,
2.194,0.2976,0.1229,0.08942,0.05951,0.1124,0.04086,0.03887,0.03041,0.03816,0.06218,0.1946,0.2106,
2.194,0.3013,0.1211,0.089,0.05971,0.1136,0.04086,0.03939,0.02987,0.03869,0.06165,0.1956,0.2106,
2.194,0.2861,0.1209,0.08907,0.05997,0.1132,0.04087,0.03941,0.02989,0.0387,0.06168,0.1957,0.2107,
2.194,0.2886,0.1206,0.08911,0.06028,0.1128,0.04089,0.03942,0.0299,0.03872,0.0617,0.1958,0.2108,
2.192,0.2906,0.1198,0.08905,0.05887,0.1132,0.04087,0.03939,0.02987,0.03869,0.06165,0.1966,0.212,
2.195,0.2871,0.1259,0.08876,0.05902,0.1131,0.04128,0.0389,0.02984,0.03865,0.06159,0.1974,0.2056,
2.195,0.2907,0.1248,0.08852,0.05926,0.1131,0.04128,0.03924,0.0295,0.03918,0.06106,0.1974,0.2067,
2.195,0.2919,0.1243,0.08836,0.05956,0.1131,0.0413,0.03925,0.02952,0.0392,0.06109,0.1975,0.2068,
2.195,0.2978,0.1242,0.08849,0.05962,0.1131,0.0413,0.03925,0.02952,0.0392,0.06109,0.1975,0.2068,
2.196,0.3037,0.1239,0.08857,0.05974,0.1131,0.04063,0.03925,0.03034,0.04323,0.05623,0.1975,0.2074,
2.178,0.3133,0.1221,0.08846,0.0599,0.1137,0.04065,0.05877,0.01084,0.04324,0.05624,0.1986,0.2075,
2.174,0.3306,0.122,0.08847,0.06001,0.1137,0.06592,0.0335,0.01084,0.04324,0.05624,0.1986,0.2075,
2.174,0.3374,0.1218,0.08845,0.06002,0.1132,0.06589,0.03348,0.01083,0.04322,0.05621,0.1994,0.2074,
2.173,0.3709,0.1212,0.08807,0.06014,0.1132,0.06588,0.03347,0.01083,0.04321,0.0562,0.2004,0.2074,
2.172,0.3619,0.1212,0.088,0.06027,0.1129,0.06436,0.03348,0.01083,0.04894,0.05051,0.2005,0.209,
2.172,0.3792,0.1212,0.08799,0.06038,0.1125,0.06439,0.03348,0.01083,0.05178,0.04769,0.2006,0.2091,
2.172,0.3784,0.1209,0.08815,0.06055,0.1125,0.06439,0.03348,0.01083,0.05266,0.04681,0.2006,0.2091,
2.172,0.3573,0.1205,0.08829,0.06049,0.1124,0.06432,0.03345,0.01082,0.05393,0.04544,0.2014,0.2089,
2.171,0.3696,0.1176,0.08798,0.06085,0.1149,0.06426,0.03342,0.01081,0.05511,0.04416,0.2022,0.2087,
2.171,0.3614,0.1176,0.08804,0.06085,0.1149,0.06479,0.03289,0.01081,0.05511,0.04416,0.2022,0.2087,
2.168,0.3391,0.1173,0.08843,0.06009,0.1129,0.06375,0.03292,0.01081,0.05517,0.0442,0.2035,0.2109,
2.165,0.3407,0.1156,0.08846,0.05842,0.1141,0.06378,0.03293,0.01082,0.05617,0.04325,0.2035,0.2128,
2.164,0.335,0.111,0.08856,0.0585,0.1181,0.06272,0.03295,0.01082,0.05621,0.04327,0.2037,0.2141,
2.163,0.3326,0.1126,0.0884,0.05856,0.1176,0.06158,0.03292,0.01081,0.05617,0.04324,0.2046,0.2135,
2.163,0.3341,0.1131,0.08844,0.05844,0.1208,0.05991,0.03285,0.01078,0.05606,0.04315,0.2063,0.2102,
2.162,0.3365,0.1129,0.08829,0.05853,0.1206,0.05985,0.03282,0.01077,0.056,0.04311,0.2071,0.21,
2.16,0.3351,0.1125,0.0884,0.05864,0.1203,0.05989,0.03285,0.01078,0.06077,0.03842,0.2073,0.2102,
2.16,0.3373,0.1124,0.08855,0.05869,0.12,0.05992,0.03286,0.01078,0.06237,0.03684,0.2073,0.2103,
2.16,0.3336,0.1109,0.08881,0.05884,0.1203,0.06,0.0329,0.01079,0.06246,0.03689,0.2076,0.2105,
2.158,0.3242,0.1099,0.0888,0.05894,0.1209,0.0587,0.03291,0.01079,0.06248,0.0369,0.2077,0.212,
2.154,0.3183,0.1098,0.0888,0.05906,0.1209,0.05671,0.03325,0.01046,0.06478,0.0346,0.2077,0.214,
2.156,0.3135,0.1137,0.08872,0.05916,0.1212,0.05723,0.0327,0.01045,0.06476,0.03459,0.2087,0.2088,
2.156,0.3166,0.1129,0.08947,0.05916,0.1212,0.05723,0.0327,0.01045,0.06476,0.03459,0.2087,0.2088,
2.131,0.3456,0.113,0.08964,0.05929,0.1201,0.07906,0.01097,0.01045,0.06484,0.03462,0.209,0.2091,
2.129,0.3193,0.1124,0.08969,0.05956,0.1198,0.07898,0.01045,0.01088,0.06615,0.03296,0.2092,0.21,
2.128,0.3216,0.1122,0.08941,0.05959,0.1192,0.07884,0.01043,0.01129,0.06615,0.03237,0.2109,0.2096,
2.138,0.3136,0.112,0.08892,0.05963,0.1191,0.07813,0.01043,0.01128,0.06716,0.0381,0.205,0.2101,
2.136,0.3202,0.1105,0.08861,0.05958,0.1197,0.07738,0.01041,0.01127,0.06762,0.03753,0.2069,0.2106,
2.135,0.3206,0.11,0.08871,0.05993,0.1187,0.07752,0.01211,0.009614,0.06871,0.03662,0.2072,0.2109,
2.135,0.3759,0.11,0.08865,0.06028,0.1175,0.07762,0.01212,0.009627,0.06968,0.03578,0.2075,0.2112,
2.137,0.3832,0.1039,0.08834,0.06059,0.1236,0.07762,0.01212,0.0114,0.06791,0.03578,0.2075,0.2112,
2.13,0.3988,0.1025,0.08857,0.06091,0.124,0.07767,0.01211,0.0114,0.0765,0.02727,0.2077,0.2114,
2.127,0.3835,0.1021,0.08889,0.06094,0.124,0.07457,0.01211,0.01182,0.07671,0.02663,0.2077,0.2145,
2.123,0.3836,0.1042,0.0889,0.06096,0.1236,0.07149,0.01212,0.01182,0.07868,0.02469,0.2088,0.2148,
