RabA,RabB,RabC,RabD,RabE,
118716.0234,74739.74274,4416476.81876,1281829.5216,1.614872686228E7,
118716.0234,74739.74274,4416476.81876,1281829.5216,1.614872686228E7,
118716.0234,74739.74274,4416476.81876,1281829.5216,1.614872686228E7,
118716.0234,74739.74274,4376855.42089,1321450.91948,1.614872686228E7,
118716.0234,74739.74274,4376855.42089,1321450.91948,1.614872686228E7,
118716.0234,74739.74274,4376855.42089,1321450.91948,1.614872686228E7,
118716.0234,74739.74274,170577.017,5458104.56128,1.621835162437E7,
118716.0234,74739.74274,170577.017,5458104.56128,1.621835162437E7,
118716.0234,74739.74274,170577.017,5458104.56128,1.621835162437E7,
118716.0234,74739.74274,155183.21299,5381135.54126,1.631071444839E7,
118716.0234,74739.74274,155183.21299,5381135.54126,1.631071444839E7,
118716.0234,74739.74274,155183.21299,5381135.54126,1.631071444839E7,
118716.0234,74739.74274,109001.80099,5396529.34527,1.634150205639E7,
118716.0234,74739.74274,109001.80099,5396529.34527,1.634150205639E7,
118716.0234,74739.74274,109001.80099,5396529.34527,1.634150205639E7,
118716.0234,15393.804,168347.73973,5264545.12338,1.647348627829E7,
118716.0234,15393.804,168347.73973,5264545.12338,1.647348627829E7,
118716.0234,15393.804,168347.73973,5264545.12338,1.647348627829E7,
118716.0234,15393.804,168347.73973,5172182.29936,1.65658491023E7,
118716.0234,15393.804,168347.73973,5172182.29936,1.65658491023E7,
118716.0234,15393.804,168347.73973,5172182.29936,1.65658491023E7,
118716.0234,15393.804,168347.73973,5110607.08335,1.662742431831E7,
118716.0234,15393.804,168347.73973,5110607.08335,1.662742431831E7,
118716.0234,15393.804,168347.73973,5110607.08335,1.662742431831E7,
1752344.20327,15393.804,168347.73973,5049031.86734,1.668899953432E7,
1752344.20327,15393.804,168347.73973,5049031.86734,1.668899953432E7,
1752344.20327,15393.804,168347.73973,5049031.86734,1.668899953432E7,
118716.0234,1649021.98387,137560.13172,4956669.04332,1.681214996634E7,
118716.0234,1649021.98387,137560.13172,4956669.04332,1.681214996634E7,
118716.0234,1649021.98387,137560.13172,4956669.04332,1.681214996634E7,
118716.0234,1649021.98387,137560.13172,4838030.44815,1.693078856152E7,
118716.0234,1649021.98387,137560.13172,4838030.44815,1.693078856152E7,
118716.0234,1649021.98387,137560.13172,4838030.44815,1.693078856152E7,
118716.0234,1633628.17987,152953.93572,4776455.23214,1.699236377753E7,
118716.0234,1633628.17987,152953.93572,4776455.23214,1.699236377753E7,
118716.0234,1633628.17987,152953.93572,4776455.23214,1.699236377753E7,
118716.0234,123150.43202,2002095.37163,4314641.11206,1.711551420955E7,
118716.0234,123150.43202,2002095.37163,4314641.11206,1.711551420955E7,
118716.0234,123150.43202,2002095.37163,4314641.11206,1.711551420955E7,
118716.0234,107756.62802,2017489.17563,4299247.30806,1.713090801355E7,
118716.0234,107756.62802,2017489.17563,4299247.30806,1.713090801355E7,
118716.0234,107756.62802,2017489.17563,4299247.30806,1.713090801355E7,
118716.0234,92362.82402,2017489.17563,4314641.11206,1.713090801355E7,
118716.0234,92362.82402,2017489.17563,4314641.11206,1.713090801355E7,
118716.0234,92362.82402,2017489.17563,4314641.11206,1.713090801355E7,
118716.0234,76969.02001,2017489.17563,4314641.11206,1.714630181755E7,
118716.0234,76969.02001,2017489.17563,4314641.11206,1.714630181755E7,
118716.0234,76969.02001,2017489.17563,4314641.11206,1.714630181755E7,
118716.0234,76969.02001,276104.36775,6040632.11594,1.716169562156E7,
118716.0234,76969.02001,276104.36775,6040632.11594,1.716169562156E7,
118716.0234,76969.02001,276104.36775,6040632.11594,1.716169562156E7,
118716.0234,76969.02001,229922.95574,6009844.50794,1.723866464157E7,
118716.0234,76969.02001,229922.95574,6009844.50794,1.723866464157E7,
118716.0234,76969.02001,229922.95574,6009844.50794,1.723866464157E7,
1633628.17987,195685.04342,199135.34773,5979056.89993,1.730023985758E7,
1633628.17987,195685.04342,199135.34773,5979056.89993,1.730023985758E7,
1633628.17987,195685.04342,199135.34773,5979056.89993,1.730023985758E7,
0.0,1741384.80788,60591.11171,5161300.3322,1.834446907673E7,
0.0,1741384.80788,60591.11171,5161300.3322,1.834446907673E7,
0.0,1741384.80788,60591.11171,5161300.3322,1.834446907673E7,
0.0,123150.43202,1678825.48757,5161300.3322,1.834446907673E7,
0.0,123150.43202,1678825.48757,5161300.3322,1.834446907673E7,
0.0,123150.43202,1678825.48757,5161300.3322,1.834446907673E7,
0.0,123150.43202,1604085.74483,5220646.27094,1.835986288073E7,
0.0,123150.43202,1604085.74483,5220646.27094,1.835986288073E7,
0.0,123150.43202,1604085.74483,5220646.27094,1.835986288073E7,
0.0,92362.82402,1634873.35284,5220646.27094,1.835986288073E7,
0.0,92362.82402,1634873.35284,5220646.27094,1.835986288073E7,
0.0,92362.82402,1634873.35284,5220646.27094,1.835986288073E7,
0.0,76969.02001,1650267.15684,5220646.27094,1.835986288073E7,
0.0,76969.02001,1650267.15684,5220646.27094,1.835986288073E7,
0.0,76969.02001,1650267.15684,5220646.27094,1.835986288073E7,
0.0,76969.02001,1650267.15684,5220646.27094,1.835986288073E7,
0.0,76969.02001,1650267.15684,5220646.27094,1.835986288073E7,
0.0,76969.02001,1650267.15684,5220646.27094,1.835986288073E7,
0.0,61575.21601,1634873.35284,5251433.87895,1.835986288073E7,
0.0,61575.21601,1634873.35284,5251433.87895,1.835986288073E7,
0.0,61575.21601,1634873.35284,5251433.87895,1.835986288073E7,
0.0,61575.21601,1619479.54883,5192087.94021,1.843460262348E7,
0.0,61575.21601,1619479.54883,5192087.94021,1.843460262348E7,
0.0,61575.21601,1619479.54883,5192087.94021,1.843460262348E7,
0.0,46181.41201,1634873.35284,5192087.94021,1.843460262348E7,
0.0,46181.41201,1634873.35284,5192087.94021,1.843460262348E7,
0.0,46181.41201,1634873.35284,5192087.94021,1.843460262348E7,
1633628.17987,30787.60801,370696.46903,3221681.02788,2.168458022361E7,
1633628.17987,30787.60801,370696.46903,3221681.02788,2.168458022361E7,
1633628.17987,30787.60801,370696.46903,3221681.02788,2.168458022361E7,
0.0,1741384.80788,278333.64502,3237074.83188,2.168458022361E7,
0.0,1741384.80788,278333.64502,3237074.83188,2.168458022361E7,
0.0,1741384.80788,278333.64502,3237074.83188,2.168458022361E7,
0.0,1741384.80788,278333.64502,3206287.22387,2.171536783162E7,
0.0,1741384.80788,278333.64502,3206287.22387,2.171536783162E7,
0.0,1741384.80788,278333.64502,3206287.22387,2.171536783162E7,
0.0,1725991.00388,277088.47205,2650225.32419,2.228806870828E7,
0.0,1725991.00388,277088.47205,2650225.32419,2.228806870828E7,
0.0,1725991.00388,277088.47205,2650225.32419,2.228806870828E7,
0.0,1710597.19988,292482.27605,2650225.32419,2.228806870828E7,
0.0,1710597.19988,292482.27605,2650225.32419,2.228806870828E7,
0.0,1710597.19988,292482.27605,2650225.32419,2.228806870828E7,
0.0,1695203.39588,307876.08005,2650225.32419,2.228806870828E7,
0.0,1695203.39588,307876.08005,2650225.32419,2.228806870828E7,
0.0,1695203.39588,307876.08005,2650225.32419,2.228806870828E7,
0.0,1695203.39588,307876.08005,2634831.52019,2.230346251228E7,
0.0,1695203.39588,307876.08005,2634831.52019,2.230346251228E7,
0.0,1695203.39588,307876.08005,2634831.52019,2.230346251228E7,
0.0,1679809.59187,323269.88405,991505.08994,2.394678894253E7,
0.0,1679809.59187,323269.88405,991505.08994,2.394678894253E7,
0.0,1679809.59187,323269.88405,991505.08994,2.394678894253E7,
0.0,230907.06004,2665013.04804,98664.45779,2.394678894253E7,
0.0,230907.06004,2665013.04804,98664.45779,2.394678894253E7,
0.0,230907.06004,2665013.04804,98664.45779,2.394678894253E7,
0.0,200119.45203,2665013.04804,129452.06579,2.394678894253E7,
0.0,200119.45203,2665013.04804,129452.06579,2.394678894253E7,
0.0,200119.45203,2665013.04804,129452.06579,2.394678894253E7,
1633628.17987,169331.84403,2695800.65605,129452.06579,2.394678894253E7,
1633628.17987,169331.84403,2695800.65605,129452.06579,2.394678894253E7,
1633628.17987,169331.84403,2695800.65605,129452.06579,2.394678894253E7,
0.0,1864535.23991,2618831.63603,144845.8698,2.394678894253E7,
0.0,1864535.23991,2618831.63603,144845.8698,2.394678894253E7,
0.0,1864535.23991,2618831.63603,144845.8698,2.394678894253E7,
0.0,1864535.23991,2618831.63603,144845.8698,2.394678894253E7,
0.0,1864535.23991,2618831.63603,144845.8698,2.394678894253E7,
0.0,1864535.23991,2618831.63603,144845.8698,2.394678894253E7,
0.0,1849141.4359,2634225.44004,144845.8698,2.394678894253E7,
0.0,1849141.4359,2634225.44004,144845.8698,2.394678894253E7,
0.0,1849141.4359,2634225.44004,144845.8698,2.394678894253E7,
0.0,123150.43202,4375610.24792,129452.06579,2.394678894253E7,
0.0,123150.43202,4375610.24792,129452.06579,2.394678894253E7,
0.0,123150.43202,4375610.24792,129452.06579,2.394678894253E7,
0.0,107756.62802,4375610.24792,144845.8698,2.394678894253E7,
0.0,107756.62802,4375610.24792,144845.8698,2.394678894253E7,
0.0,107756.62802,4375610.24792,144845.8698,2.394678894253E7,
0.0,92362.82402,4360216.44392,175633.4778,2.394678894253E7,
0.0,92362.82402,4360216.44392,175633.4778,2.394678894253E7,
0.0,92362.82402,4360216.44392,175633.4778,2.394678894253E7,
0.0,76969.02001,4375610.24792,175633.4778,2.394678894253E7,
0.0,76969.02001,4375610.24792,175633.4778,2.394678894253E7,
0.0,76969.02001,4375610.24792,175633.4778,2.394678894253E7,
0.0,76969.02001,4344822.63991,206421.08581,2.394678894253E7,
0.0,76969.02001,4344822.63991,206421.08581,2.394678894253E7,
0.0,76969.02001,4344822.63991,206421.08581,2.394678894253E7,
0.0,76969.02001,4329428.83591,221814.88981,2.394678894253E7,
0.0,76969.02001,4329428.83591,221814.88981,2.394678894253E7,
0.0,76969.02001,4329428.83591,221814.88981,2.394678894253E7,
1633628.17987,76969.02001,2449499.792,2101743.93372,2.394678894253E7,
1633628.17987,76969.02001,2449499.792,2101743.93372,2.394678894253E7,
1633628.17987,76969.02001,2449499.792,2101743.93372,2.394678894253E7,
0.0,1756778.61189,2341743.16399,2163319.14973,2.394678894253E7,
0.0,1756778.61189,2341743.16399,2163319.14973,2.394678894253E7,
0.0,1756778.61189,2341743.16399,2163319.14973,2.394678894253E7,
0.0,15393.804,2280167.94798,3966279.17362,2.394678894253E7,
0.0,15393.804,2280167.94798,3966279.17362,2.394678894253E7,
0.0,15393.804,2280167.94798,3966279.17362,2.394678894253E7,
0.0,15393.804,2264774.14397,3981672.97762,2.394678894253E7,
0.0,15393.804,2264774.14397,3981672.97762,2.394678894253E7,
0.0,15393.804,2264774.14397,3981672.97762,2.394678894253E7,
0.0,15393.804,2264774.14397,3981672.97762,2.394678894253E7,
0.0,15393.804,2264774.14397,3981672.97762,2.394678894253E7,
0.0,15393.804,2264774.14397,3981672.97762,2.394678894253E7,
0.0,15393.804,138544.23602,6107902.88557,2.394678894253E7,
0.0,15393.804,138544.23602,6107902.88557,2.394678894253E7,
0.0,15393.804,138544.23602,6107902.88557,2.394678894253E7,
0.0,15393.804,123150.43202,3117734.99789,2.695235063422E7,
0.0,15393.804,123150.43202,3117734.99789,2.695235063422E7,
0.0,15393.804,123150.43202,3117734.99789,2.695235063422E7,
0.0,0.0,138544.23602,3102341.19388,2.696774443822E7,
0.0,0.0,138544.23602,3102341.19388,2.696774443822E7,
0.0,0.0,138544.23602,3102341.19388,2.696774443822E7,
0.0,0.0,123150.43202,3086947.38988,2.699853204622E7,
0.0,0.0,123150.43202,3086947.38988,2.699853204622E7,
0.0,0.0,123150.43202,3086947.38988,2.699853204622E7,
0.0,0.0,107756.62802,3056159.78188,2.704471345823E7,
0.0,0.0,107756.62802,3056159.78188,2.704471345823E7,
0.0,0.0,107756.62802,3056159.78188,2.704471345823E7,
1633628.17987,0.0,76969.02001,3025372.17387,2.710628867424E7,
1633628.17987,0.0,76969.02001,3025372.17387,2.710628867424E7,
1633628.17987,0.0,76969.02001,3025372.17387,2.710628867424E7,
0.0,1633628.17987,76969.02001,2963796.95786,2.716786389025E7,
0.0,1633628.17987,76969.02001,2963796.95786,2.716786389025E7,
0.0,1633628.17987,76969.02001,2963796.95786,2.716786389025E7,
0.0,1633628.17987,76969.02001,2886827.93785,2.724483291026E7,
0.0,1633628.17987,76969.02001,2886827.93785,2.724483291026E7,
0.0,1633628.17987,76969.02001,2886827.93785,2.724483291026E7,
0.0,1633628.17987,76969.02001,2856040.32984,2.727562051827E7,
0.0,1633628.17987,76969.02001,2856040.32984,2.727562051827E7,
0.0,1633628.17987,76969.02001,2856040.32984,2.727562051827E7,
0.0,1633628.17987,76969.02001,2794465.11383,2.733719573428E7,
0.0,1633628.17987,76969.02001,2794465.11383,2.733719573428E7,
0.0,1633628.17987,76969.02001,2794465.11383,2.733719573428E7,
0.0,1618234.37586,92362.82402,2732889.89782,2.739877095029E7,
0.0,1618234.37586,92362.82402,2732889.89782,2.739877095029E7,
0.0,1618234.37586,92362.82402,2732889.89782,2.739877095029E7,
0.0,1602840.57186,107756.62802,2625133.2698,2.750652757831E7,
0.0,1602840.57186,107756.62802,2625133.2698,2.750652757831E7,
0.0,1602840.57186,107756.62802,2625133.2698,2.750652757831E7,
0.0,1602840.57186,107756.62802,2609739.4658,2.752192138231E7,
0.0,1602840.57186,107756.62802,2609739.4658,2.752192138231E7,
0.0,1602840.57186,107756.62802,2609739.4658,2.752192138231E7,
0.0,1602840.57186,107756.62802,2578951.8578,2.755270899032E7,
0.0,1602840.57186,107756.62802,2578951.8578,2.755270899032E7,
0.0,1602840.57186,107756.62802,2578951.8578,2.755270899032E7,
0.0,107756.62802,2377966.93714,1763080.24566,2.759345423718E7,
0.0,107756.62802,2377966.93714,1763080.24566,2.759345423718E7,
0.0,107756.62802,2377966.93714,1763080.24566,2.759345423718E7,
1633628.17987,92362.82402,2393360.74114,1732292.63765,2.762424184518E7,
1633628.17987,92362.82402,2393360.74114,1732292.63765,2.762424184518E7,
1633628.17987,92362.82402,2393360.74114,1732292.63765,2.762424184518E7,
0.0,1772172.41589,2362573.13313,1701505.02965,2.763963564919E7,
0.0,1772172.41589,2362573.13313,1701505.02965,2.763963564919E7,
0.0,1772172.41589,2362573.13313,1701505.02965,2.763963564919E7,
0.0,1772172.41589,2362573.13313,1670717.42164,2.767042325719E7,
0.0,1772172.41589,2362573.13313,1670717.42164,2.767042325719E7,
0.0,1772172.41589,2362573.13313,1670717.42164,2.767042325719E7,
0.0,1741384.80788,2393360.74114,1639929.81364,2.77012108652E7,
0.0,1741384.80788,2393360.74114,1639929.81364,2.77012108652E7,
0.0,1741384.80788,2393360.74114,1639929.81364,2.77012108652E7,
0.0,1741384.80788,2393360.74114,1624536.00964,2.77166046692E7,
0.0,1741384.80788,2393360.74114,1624536.00964,2.77166046692E7,
0.0,1741384.80788,2393360.74114,1624536.00964,2.77166046692E7,
0.0,1695203.39588,2424148.34914,1639929.81364,2.77166046692E7,
0.0,1695203.39588,2424148.34914,1639929.81364,2.77166046692E7,
0.0,1695203.39588,2424148.34914,1639929.81364,2.77166046692E7,
0.0,1695203.39588,2408754.54514,1609142.20563,2.776278608121E7,
0.0,1695203.39588,2408754.54514,1609142.20563,2.776278608121E7,
0.0,1695203.39588,2408754.54514,1609142.20563,2.776278608121E7,
0.0,1679809.59187,2424148.34914,1578354.59763,2.779357368921E7,
0.0,1679809.59187,2424148.34914,1578354.59763,2.779357368921E7,
0.0,1679809.59187,2424148.34914,1578354.59763,2.779357368921E7,
0.0,1679809.59187,2424148.34914,1562960.79363,2.780896749322E7,
0.0,1679809.59187,2424148.34914,1562960.79363,2.780896749322E7,
0.0,1679809.59187,2424148.34914,1562960.79363,2.780896749322E7,
0.0,261694.66804,3980807.509,1409022.7536,2.782436129722E7,
