membraneMarker,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,memCis,memCisRabA,memCisRabB,memCisRabC,memCisRabD,memCisRabE,memL,memLRabA,memLRabB,memLRabC,memLRabD,memLRabE,memLS,memLSRabA,memLSRabB,memLSRabC,memLSRabD,memLSRabE,memMedial,memMedialRabA,memMedialRabB,memMedialRabC,memMedialRabD,memMedialRabE,memS,memSRabA,memSRabB,memSRabC,memSRabD,memSRabE,memTrans,memTransRabA,memTransRabB,memTransRabC,memTransRabD,memTransRabE,memTub,memTubRabA,memTubRabB,memTubRabC,memTubRabD,memTubRabE,proton,protonRabA,protonRabB,protonRabC,protonRabD,protonRabE,solL,solLRabA,solLRabB,solLRabC,solLRabD,solLRabE,solS,solSRabA,solSRabB,solSRabC,solSRabD,solSRabE,solubleMarker,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,
0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,
0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,
0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,
0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,0.0,0.99219,0.00781,0.0,0.0,0.0,
0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,0.0,0.99212,0.00788,0.0,0.0,0.0,
0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,0.0,0.99206,0.00794,0.0,0.0,0.0,
0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,0.0,0.95383,0.03847,0.00769,0.0,0.0,
0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,
0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,0.0,0.95347,0.03877,0.00775,0.0,0.0,
0.0,0.96062,0.03151,0.00788,0.0,0.0,0.0,0.95311,0.03907,0.00781,0.0,0.0,0.0,0.96062,0.03151,0.00788,0.0,0.0,0.0,0.96062,0.03151,0.00788,0.0,0.0,0.0,0.95311,0.03907,0.00781,0.0,0.0,0.0,0.95311,0.03907,0.00781,0.0,0.0,0.0,0.95311,0.03907,0.00781,0.0,0.0,0.0,0.58526,0.40994,0.0048,0.0,0.0,0.0,0.95381,0.03837,0.00782,0.0,0.0,0.0,0.96062,0.03151,0.00788,0.0,0.0,0.0,0.95381,0.03837,0.00782,0.0,0.0,0.0,0.96062,0.03151,0.00788,0.0,0.0,
0.0,0.96824,0.02382,0.00794,0.0,0.0,0.0,0.96837,0.02382,0.00781,0.0,0.0,0.0,0.96824,0.02382,0.00794,0.0,0.0,0.0,0.96824,0.02382,0.00794,0.0,0.0,0.0,0.96837,0.02382,0.00781,0.0,0.0,0.0,0.96837,0.02382,0.00781,0.0,0.0,0.0,0.96837,0.02382,0.00781,0.0,0.0,0.0,0.97325,0.02382,0.00293,0.0,0.0,0.0,0.96836,0.02382,0.00783,0.0,0.0,0.0,0.96824,0.02382,0.00794,0.0,0.0,0.0,0.96836,0.02382,0.00783,0.0,0.0,0.0,0.96824,0.02382,0.00794,0.0,0.0,
0.0,0.97599,0.01601,0.008,0.0,0.0,0.0,0.96837,0.02382,0.00781,0.0,0.0,0.0,0.97599,0.01601,0.008,0.0,0.0,0.0,0.97599,0.01601,0.008,0.0,0.0,0.0,0.96837,0.02382,0.00781,0.0,0.0,0.0,0.96837,0.02382,0.00781,0.0,0.0,0.0,0.96837,0.02382,0.00781,0.0,0.0,0.0,0.83303,0.16519,0.00178,0.0,0.0,0.0,0.96908,0.02309,0.00783,0.0,0.0,0.0,0.97599,0.01601,0.008,0.0,0.0,0.0,0.96908,0.02309,0.00783,0.0,0.0,0.0,0.97599,0.01601,0.008,0.0,0.0,
