RabA,RabB,RabC,RabD,RabE,area,memC1,memC2,memC3,memS,memS1,memS2,memS3,membraneMarker,proton,solL,solS,solubleMarker,volume,
15393.8,15393.8,46181.41,1800446.75,153938.04,2031353.81,159.0,302.66,322.12,0.82,8.14,51.63,656.14,0.0,152.28,0.0,0.0,1.0,1.954541869E7,
1677296.32,15393.8,30787.61,15393.8,15393.8,1754265.34,7362.31,0.16,76.05,0.0,730.71,780.28,1524.32,1.0,68.72,0.0,0.0,0.0,1.687477859E7,
15393.8,15393.8,46181.41,1800446.75,153938.04,2031353.81,159.0,302.65,221.02,0.79,7.53,57.97,662.76,0.0,150.99,0.0,0.0,1.0,1.954541869E7,
1643210.04,15393.8,15393.8,15393.8,15393.8,1704785.25,7210.43,0.17,76.58,0.0,716.3,744.35,1514.98,1.0,67.07,0.0,0.0,0.0,1.647098511E7,
15393.8,15393.8,15393.8,1769659.14,138544.24,1954384.79,159.0,302.65,73.67,0.73,6.8,54.71,644.61,0.0,146.81,0.0,0.0,1.0,1.887193976E7,
1658603.84,138544.24,15393.8,30787.61,30787.61,1874117.1,7280.41,0.15,75.88,0.0,716.84,725.14,1536.06,1.0,67.66,0.0,0.0,0.0,1.795263874E7,
15393.8,15393.8,30787.61,1831234.36,138544.24,2031353.81,159.0,302.65,189.73,0.71,6.37,52.31,654.51,0.0,146.87,0.0,0.0,1.0,1.954541869E7,
1652006.5,138544.24,15393.8,15393.8,15393.8,1836732.15,7307.7,0.15,76.87,0.0,714.26,707.88,1545.33,1.0,66.66,0.0,0.0,0.0,1.774958428E7,
15393.8,15393.8,15393.8,1785052.95,92362.82,1923597.18,159.0,302.65,94.87,0.69,6.05,51.13,645.06,0.0,144.81,0.0,0.0,1.0,1.860254819E7,
1660802.96,200119.45,15393.8,15393.8,15393.8,1907103.82,7350.54,0.14,76.62,0.0,712.11,691.51,1555.03,1.0,66.68,0.0,0.0,0.0,1.834187582E7,
15393.8,15393.8,30787.61,1831234.36,153938.04,2046747.61,159.01,302.65,96.42,0.69,6.04,60.12,677.65,0.0,147.41,0.0,0.0,1.0,1.968011448E7,
1650906.94,246300.86,15393.8,15393.8,15393.8,1943389.22,7290.47,0.14,75.99,0.0,706.26,672.28,1555.9,1.0,66.68,0.0,0.0,0.0,1.868166005E7,
15393.8,15393.8,46181.41,1908203.38,200119.45,2185291.85,159.01,302.65,225.74,0.7,5.98,60.2,719.18,0.0,150.82,0.0,0.0,1.0,2.089237654E7,
1671798.53,246300.86,15393.8,15393.8,15393.8,1964280.81,7381.66,0.13,76.94,0.0,709.43,658.96,1579.33,1.0,66.2,0.0,0.0,0.0,1.893615601E7,
15393.8,15393.8,30787.61,1846628.16,184725.65,2092929.03,159.01,302.65,225.74,0.67,5.61,57.32,711.19,0.0,148.85,0.0,0.0,1.0,2.008420183E7,
1649807.38,138544.24,15393.8,15393.8,15393.8,1834533.03,7246.56,0.1,76.93,0.0,681.37,623.62,1526.23,1.0,63.83,0.0,0.0,0.0,1.77773332E7,
15393.8,15393.8,46181.41,1892809.57,261694.67,2231473.26,159.01,302.65,292.64,0.68,5.54,56.2,757.8,0.0,153.22,0.0,0.0,1.0,2.12964639E7,
1615721.1,123150.43,15393.8,15393.8,15393.8,1785052.95,7159.21,0.1,77.44,0.0,674.31,601.15,1526.51,1.0,62.85,0.0,0.0,0.0,1.725869403E7,
15393.8,15393.8,46181.41,1862021.97,277088.47,2216079.46,159.01,302.65,300.2,0.65,10.32,56.97,765.26,0.0,150.96,0.0,0.0,1.0,2.116176811E7,
1621218.89,169331.84,15393.8,15393.8,15393.8,1836732.15,7153.28,0.08,37.98,0.0,656.84,576.92,1495.7,1.0,62.46,0.0,0.0,0.0,1.768395497E7,
15393.8,15393.8,30787.61,1846628.16,246300.86,2154504.24,159.01,302.65,300.2,0.61,9.45,52.75,753.03,0.0,148.08,0.0,0.0,1.0,2.062298497E7,
1635513.14,107756.63,15393.8,15393.8,15393.8,1789451.18,7185.08,0.05,38.16,0.0,622.22,551.22,1428.58,1.0,60.04,0.0,0.0,0.0,1.730186566E7,
15393.8,15393.8,15393.8,1754265.34,200119.45,2000566.2,159.01,302.66,150.1,0.58,8.73,49.87,721.52,0.0,142.25,0.0,0.0,1.0,1.927602712E7,
1586033.05,61575.22,15393.8,15393.8,15393.8,1693789.68,6925.25,0.03,37.49,0.0,584.96,512.64,1348.63,1.0,57.69,0.0,0.0,0.0,1.639579208E7,
15393.8,15393.8,123150.43,1892809.57,153938.04,2200685.65,159.01,302.66,526.27,0.61,9.82,63.22,822.08,0.0,147.84,0.0,0.0,1.0,2.102707233E7,
1615721.1,15393.8,15393.8,15393.8,15393.8,1677296.32,6940.58,0.03,38.29,0.0,586.75,511.36,1355.62,1.0,56.75,0.0,0.0,0.0,1.620129966E7,
15393.8,15393.8,107756.63,1877415.77,123150.43,2139110.44,159.01,302.66,460.48,0.58,9.11,57.04,822.73,0.0,146.9,0.0,0.0,1.0,2.048828919E7,
1615721.1,200119.45,15393.8,15393.8,15393.8,1862021.97,7212.63,0.03,37.23,0.0,592.15,517.0,1382.41,1.0,59.43,0.0,0.0,0.0,1.781764908E7,
15393.8,15393.8,138544.24,1908203.38,92362.82,2169898.05,159.01,302.66,636.18,0.57,8.72,60.71,869.54,0.0,149.03,0.0,0.0,1.0,2.075768076E7,
1626716.68,184725.65,15393.8,15393.8,15393.8,1857623.74,7204.15,0.02,37.89,0.0,588.04,508.25,1377.99,1.0,58.13,0.0,0.0,0.0,1.798760974E7,
15393.8,30787.61,107756.63,1892809.57,123150.43,2169898.05,159.01,302.67,556.66,0.54,12.6,56.97,876.51,0.0,147.55,0.0,0.0,1.0,2.075768076E7,
1632214.46,153938.04,15393.8,15393.8,15393.8,1832333.92,7278.05,0.02,38.63,0.0,584.91,499.05,1377.14,1.0,56.84,0.0,0.0,0.0,1.770640576E7,
15393.8,30787.61,153938.04,1908203.38,123150.43,2231473.26,159.01,353.52,693.44,0.54,12.31,65.15,922.12,0.0,150.9,0.0,0.0,1.0,2.12964639E7,
1656404.73,153938.04,15393.8,15393.8,15393.8,1856524.18,7278.4,0.02,38.63,0.0,584.93,493.91,1382.36,1.0,56.84,0.0,0.0,0.0,1.791103131E7,
15393.8,15393.8,123150.43,1862021.97,92362.82,2108322.83,159.02,176.76,624.1,0.52,11.62,56.75,903.55,0.0,147.07,0.0,0.0,1.0,2.021889762E7,
1634413.58,92362.82,15393.8,15393.8,15393.8,1772957.81,7185.0,0.02,38.49,0.0,573.06,480.12,1358.1,1.0,55.98,0.0,0.0,0.0,1.717278849E7,
15393.8,15393.8,76969.02,1846628.16,61575.22,2015960.01,159.02,176.76,455.07,0.48,10.79,47.7,892.1,0.0,144.13,0.0,0.0,1.0,1.941072291E7,
1566241.02,15393.8,15393.8,15393.8,15393.8,1627816.23,6918.34,0.01,38.14,0.0,542.96,451.05,1290.61,1.0,53.75,0.0,0.0,0.0,1.581385192E7,
30787.61,30787.61,92362.82,1877415.77,107756.63,2139110.44,355.0,227.61,445.97,0.45,10.83,61.37,949.97,0.0,147.11,0.0,0.0,1.0,2.048828919E7,
1573937.92,15393.8,15393.8,15393.8,15393.8,1635513.14,6883.53,0.01,38.31,0.0,540.41,441.15,1292.36,1.0,53.31,0.0,0.0,0.0,1.5742676E7,
30787.61,15393.8,153938.04,1877415.77,138544.24,2216079.46,354.99,113.8,597.92,0.43,10.81,60.42,988.6,0.0,147.34,0.0,0.0,1.0,2.116176811E7,
1526656.95,15393.8,15393.8,15393.8,15393.8,1588232.17,6655.11,0.01,38.53,0.0,523.26,422.1,1256.38,1.0,51.51,0.0,0.0,0.0,1.534405324E7,
15393.8,15393.8,184725.65,1892809.57,138544.24,2246867.07,354.99,113.8,726.25,0.42,10.89,58.2,1009.3,0.0,148.48,0.0,0.0,1.0,2.143115968E7,
1482674.65,15393.8,15393.8,15393.8,15393.8,1544249.87,6315.26,0.01,38.08,0.0,497.33,396.35,1198.95,1.0,49.71,0.0,0.0,0.0,1.488043363E7,
15393.8,15393.8,153938.04,1831234.36,107756.63,2123716.63,354.99,113.8,665.73,0.37,10.21,47.73,975.85,0.0,142.85,0.0,0.0,1.0,2.03535934E7,
1426597.22,15393.8,15393.8,15393.8,15393.8,1488172.44,6078.03,0.01,37.83,0.0,479.27,376.08,1161.29,1.0,48.35,0.0,0.0,0.0,1.434703869E7,
15393.8,15393.8,107756.63,1738871.53,46181.41,1923597.18,354.99,113.8,466.01,0.34,9.61,43.64,926.21,0.0,136.01,0.0,0.0,1.0,1.860254819E7,
1400207.85,15393.8,15393.8,15393.8,15393.8,1461783.06,5957.35,0.01,39.1,0.0,470.77,364.67,1145.45,1.0,46.16,0.0,0.0,0.0,1.413689992E7,
15393.8,15393.8,123150.43,1769659.14,15393.8,1938990.99,354.99,113.8,599.16,0.32,9.58,41.11,940.44,0.0,137.4,0.0,0.0,1.0,1.873724398E7,
1387013.16,15393.8,15393.8,15393.8,15393.8,1448588.37,5803.87,0.01,38.92,0.0,459.04,349.69,1122.82,1.0,45.31,0.0,0.0,0.0,1.395921832E7,
15393.8,15393.8,61575.22,1738871.53,15393.8,1846628.16,354.99,113.8,374.47,0.29,9.16,36.72,921.41,0.0,134.41,0.0,0.0,1.0,1.792906927E7,
1365022.01,15393.8,15393.8,15393.8,15393.8,1426597.22,5770.64,0.01,39.57,0.0,456.85,340.96,1124.52,1.0,44.43,0.0,0.0,0.0,1.372773637E7,
15393.8,15393.8,230907.06,1908203.38,76969.02,2246867.07,355.0,113.8,1139.38,0.31,15.01,40.72,1088.8,0.0,147.93,0.0,0.0,1.0,2.143115968E7,
1389212.27,46181.41,15393.8,15393.8,15393.8,1481575.1,5960.72,0.01,20.12,0.0,456.19,342.67,1136.82,1.0,44.47,0.0,0.0,0.0,1.418586214E7,
15393.8,15393.8,215513.26,1862021.97,92362.82,2200685.65,355.0,122.88,1054.67,0.28,14.24,32.69,1077.07,0.0,144.49,0.0,0.0,1.0,2.102707233E7,
1363922.45,15393.8,15393.8,15393.8,15393.8,1425497.67,5853.53,0.0,19.98,0.0,443.57,330.35,1108.19,1.0,43.62,0.0,0.0,0.0,1.374912517E7,
15393.8,15393.8,138544.24,1815840.55,30787.61,2015960.01,354.99,122.88,897.73,0.26,13.64,28.33,1049.89,0.0,140.72,0.0,0.0,1.0,1.941072291E7,
1396909.17,15393.8,15393.8,15393.8,15393.8,1458484.39,5990.04,0.0,20.12,0.0,446.57,335.07,1128.74,1.0,44.38,0.0,0.0,0.0,1.400789649E7,
15393.8,15393.8,292482.28,1877415.77,76969.02,2277654.67,355.0,122.88,1508.63,0.26,14.02,30.02,1152.57,0.0,148.55,0.0,0.0,1.0,2.170055125E7,
1349628.2,15393.8,15393.8,15393.8,15393.8,1411203.42,5769.0,0.0,20.02,0.0,430.69,320.93,1090.82,1.0,43.13,0.0,0.0,0.0,1.364130428E7,
15393.8,15393.8,230907.06,1831234.36,76969.02,2169898.05,355.0,122.88,1349.82,0.24,13.38,21.75,1137.08,0.0,145.77,0.0,0.0,1.0,2.075768076E7,
1384814.04,15393.8,15393.8,15393.8,15393.8,1446389.26,5853.03,0.0,21.22,0.0,437.77,323.88,1111.08,1.0,41.51,0.0,0.0,0.0,1.39215832E7,
15393.8,15393.8,230907.06,1800446.75,46181.41,2108322.83,355.0,122.88,1349.82,0.22,12.92,17.2,1125.23,0.0,143.85,0.0,0.0,1.0,2.021889762E7,
1350727.76,15393.8,15393.8,15393.8,15393.8,1412302.98,5712.35,0.0,20.95,0.0,427.45,312.76,1088.38,1.0,41.11,0.0,0.0,0.0,1.358775291E7,
15393.8,15393.8,200119.45,1754265.34,15393.8,2000566.2,354.99,122.88,1169.85,0.21,12.27,13.34,1095.44,0.0,139.96,0.0,0.0,1.0,1.927602712E7,
1387013.16,46181.41,15393.8,15393.8,15393.8,1479375.98,5946.27,0.0,21.49,0.0,425.36,319.24,1105.07,1.0,41.42,0.0,0.0,0.0,1.414830032E7,
15393.8,15393.8,415632.71,1754265.34,15393.8,2216079.46,355.0,122.88,2045.75,0.22,12.98,12.0,1249.61,0.0,151.52,0.0,0.0,1.0,2.116176811E7,
1450787.49,30787.61,15393.8,15393.8,15393.8,1527756.51,6186.28,0.0,21.66,0.0,424.79,321.97,1116.22,1.0,41.83,0.0,0.0,0.0,1.473496081E7,
15393.8,15393.8,307876.08,1631114.91,15393.8,1985172.4,354.99,122.88,1791.95,0.21,12.33,11.41,1187.45,0.0,144.62,0.0,0.0,1.0,1.914133134E7,
1413402.54,15393.8,15393.8,15393.8,15393.8,1474977.75,6041.36,0.0,21.6,0.0,411.08,309.32,1082.45,1.0,40.69,0.0,0.0,0.0,1.42338915E7,
15393.8,15393.8,261694.67,1600327.3,15393.8,1908203.38,355.0,122.88,1697.63,0.19,11.79,6.83,1183.13,0.0,143.6,0.0,0.0,1.0,1.846785241E7,
1498068.46,46181.41,46181.41,30787.61,15393.8,1636612.69,6388.14,0.0,202.68,0.0,434.96,324.84,1174.16,1.0,43.69,0.0,0.0,0.0,1.56562719E7,
15393.8,15393.8,215513.26,1538752.08,15393.8,1800446.75,355.0,122.88,1398.05,0.17,11.05,5.05,1136.87,0.0,138.33,0.0,0.0,1.0,1.752498191E7,
1494769.78,15393.8,15393.8,15393.8,15393.8,1556345.0,6435.35,0.0,136.12,0.0,429.87,309.56,1171.91,1.0,42.94,0.0,0.0,0.0,1.5047635E7,
15393.8,15393.8,246300.86,1661902.51,30787.61,1969778.59,355.0,122.88,1387.63,0.16,15.26,16.3,1224.86,0.0,143.82,0.0,0.0,1.0,1.900663555E7,
1476077.31,61575.22,15393.8,15393.8,15393.8,1583833.94,6303.86,0.0,136.12,0.0,413.94,291.87,1134.67,1.0,41.48,0.0,0.0,0.0,1.520369062E7,
15393.8,15393.8,215513.26,1600327.3,15393.8,1862021.97,355.0,122.88,1214.17,0.15,14.56,12.62,1199.47,0.0,140.74,0.0,0.0,1.0,1.806376505E7,
1411203.42,15393.8,15393.8,15393.8,15393.8,1472778.64,5985.76,0.0,131.98,0.0,389.74,263.0,1080.15,1.0,40.39,0.0,0.0,0.0,1.426084098E7,
15393.8,15393.8,169331.84,1507964.47,15393.8,1723477.73,354.99,122.88,1112.99,0.14,13.84,9.91,1171.51,0.0,137.5,0.0,0.0,1.0,1.685150299E7,
1594829.51,153938.04,15393.8,15393.8,30787.61,1810342.77,7226.39,0.0,137.46,0.0,418.15,293.09,1219.91,1.0,44.9,0.0,0.0,0.0,1.713262274E7,
15393.8,15393.8,169331.84,1446389.26,15393.8,1661902.51,354.99,122.88,1112.99,0.13,13.25,7.5,1163.67,0.0,136.38,0.0,0.0,1.0,1.631271985E7,
1615721.1,169331.84,15393.8,15393.8,46181.41,1862021.97,7409.42,0.0,138.12,0.0,416.72,286.17,1240.09,1.0,45.42,0.0,0.0,0.0,1.791577569E7,
15393.8,92362.82,1769659.14,292482.28,15393.8,2185291.85,158.85,340.97,6819.65,0.13,25.33,11.44,1506.02,0.0,126.46,0.0,0.0,1.0,2.089237654E7,
1648707.82,169331.84,15393.8,15393.8,15393.8,1864221.08,7531.62,0.0,141.71,0.0,417.22,275.91,1252.15,1.0,44.43,0.0,0.0,0.0,1.801947117E7,
15393.8,30787.61,1646508.71,277088.47,15393.8,1985172.4,158.85,272.77,6576.46,0.12,23.61,5.39,1457.51,0.0,122.25,0.0,0.0,1.0,1.914133134E7,
1617920.22,169331.84,15393.8,15393.8,15393.8,1833433.47,7531.62,0.0,141.72,0.0,410.3,263.71,1239.01,1.0,43.76,0.0,0.0,0.0,1.77500796E7,
15393.8,30787.61,1661902.51,261694.67,15393.8,1985172.4,158.85,272.77,6580.51,0.11,22.34,5.39,1470.41,0.0,122.69,0.0,0.0,1.0,1.914133134E7,
1635513.14,107756.63,15393.8,15393.8,15393.8,1789451.18,7547.13,0.0,143.34,0.0,408.05,252.23,1242.26,1.0,43.09,0.0,0.0,0.0,1.730186566E7,
15393.8,107756.63,1754265.34,307876.08,15393.8,2200685.65,158.85,464.0,6830.3,0.11,28.16,27.7,1587.37,0.0,129.36,0.0,0.0,1.0,2.102707233E7,
1632214.46,61575.22,15393.8,15393.8,15393.8,1739971.09,7476.62,0.0,143.34,0.0,401.01,235.61,1233.12,1.0,42.42,0.0,0.0,0.0,1.681624119E7,
15393.8,107756.63,1769659.14,292482.28,15393.8,2200685.65,158.85,464.0,6890.24,0.1,26.9,13.76,1614.07,0.0,130.19,0.0,0.0,1.0,2.102707233E7,
1586033.05,30787.61,15393.8,15393.8,15393.8,1663002.07,7265.08,0.0,143.34,0.0,390.21,224.52,1204.64,1.0,41.39,0.0,0.0,0.0,1.614276226E7,
15393.8,138544.24,1815840.55,369451.3,46181.41,2385411.3,114.68,503.74,6898.77,0.1,32.08,25.24,1694.23,0.0,133.42,0.0,0.0,1.0,2.264342175E7,
1490371.56,15393.8,15393.8,15393.8,15393.8,1551946.77,6854.26,0.0,137.95,0.0,365.04,198.86,1138.11,1.0,40.34,0.0,0.0,0.0,1.503700698E7,
15393.8,138544.24,1877415.77,431026.51,46181.41,2508561.73,114.68,548.84,7584.65,0.1,28.66,14.04,1791.89,0.0,139.22,0.0,0.0,1.0,2.372098803E7,
1544249.87,15393.8,15393.8,15393.8,15393.8,1605825.09,7092.22,0.0,142.74,0.0,377.71,192.49,1190.89,1.0,40.34,0.0,0.0,0.0,1.54678319E7,
15393.8,107756.63,1846628.16,415632.71,30787.61,2416198.91,114.68,480.23,7522.46,0.09,25.89,5.71,1768.79,0.0,136.82,0.0,0.0,1.0,2.291281332E7,
1472778.64,15393.8,15393.8,15393.8,15393.8,1534353.85,6866.93,0.0,142.42,0.0,366.14,180.37,1160.61,1.0,39.29,0.0,0.0,0.0,1.481581988E7,
15393.8,92362.82,1800446.75,354057.49,15393.8,2277654.67,114.67,480.23,7522.46,0.09,24.15,3.42,1737.8,0.0,134.37,0.0,0.0,1.0,2.170055125E7,
1461783.06,15393.8,15393.8,15393.8,15393.8,1523358.28,6753.3,0.0,145.98,0.0,360.67,169.73,1151.24,1.0,37.9,0.0,0.0,0.0,1.470803871E7,
15393.8,46181.41,1785052.95,338663.69,15393.8,2200685.65,114.67,300.15,7473.76,0.08,22.27,2.1,1681.31,0.0,130.52,0.0,0.0,1.0,2.102707233E7,
1491471.11,15393.8,15393.8,15393.8,15393.8,1553046.33,6882.12,0.0,150.3,0.0,367.7,161.0,1185.72,1.0,37.56,0.0,0.0,0.0,1.493429905E7,
15393.8,15393.8,1738871.53,338663.69,15393.8,2123716.63,114.67,200.1,7473.76,0.08,21.24,1.03,1671.41,0.0,129.68,0.0,0.0,1.0,2.03535934E7,
1450787.49,15393.8,15393.8,15393.8,15393.8,1512362.7,6696.17,0.0,149.35,0.0,358.07,147.55,1163.89,1.0,36.88,0.0,0.0,0.0,1.460026503E7,
15393.8,15393.8,1692690.12,261694.67,15393.8,2000566.2,114.67,200.1,7473.76,0.07,19.93,0.62,1648.3,0.0,127.95,0.0,0.0,1.0,1.927602712E7,
1465081.73,15393.8,15393.8,15393.8,15393.8,1526656.95,6650.23,0.0,149.89,0.0,355.76,137.87,1165.12,1.0,36.54,0.0,0.0,0.0,1.469185172E7,
15393.8,15393.8,1615721.1,230907.06,15393.8,1892809.57,114.67,200.1,7267.95,0.07,18.59,0.53,1597.85,0.0,124.34,0.0,0.0,1.0,1.833315662E7,
1443090.59,15393.8,15393.8,15393.8,15393.8,1504665.8,6546.12,0.0,152.26,0.0,350.64,127.69,1156.54,1.0,35.55,0.0,0.0,0.0,1.449250874E7,
15393.8,15393.8,1661902.51,200119.45,15393.8,1908203.38,114.67,200.1,7166.57,0.06,17.48,0.52,1546.29,0.0,120.95,0.0,0.0,1.0,1.846785241E7,
1520059.61,30787.61,15393.8,15393.8,15393.8,1597028.63,7296.08,0.0,150.79,0.0,354.61,135.04,1219.99,1.0,38.97,0.0,0.0,0.0,1.530068345E7,
15393.8,15393.8,1615721.1,200119.45,15393.8,1862021.97,114.67,200.1,7032.56,0.06,16.1,0.47,1522.28,0.0,119.18,0.0,0.0,1.0,1.806376505E7,
1436493.24,15393.8,15393.8,15393.8,15393.8,1498068.46,6996.92,0.0,150.79,0.0,337.41,125.35,1163.95,1.0,37.25,0.0,0.0,0.0,1.450874191E7,
15393.8,15393.8,1708083.93,246300.86,15393.8,2000566.2,114.67,100.05,7109.3,0.06,18.8,3.07,1543.72,0.0,119.95,0.0,0.0,1.0,1.927602712E7,
1582734.38,46181.41,15393.8,15393.8,15393.8,1675097.2,7848.7,0.0,159.32,0.0,366.94,132.13,1285.32,1.0,39.04,0.0,0.0,0.0,1.601725807E7,
15393.8,15393.8,1661902.51,153938.04,15393.8,1862021.97,114.67,100.05,7044.65,0.06,18.21,2.97,1495.35,0.0,116.54,0.0,0.0,1.0,1.806376505E7,
1600327.3,46181.41,15393.8,15393.8,15393.8,1692690.12,7926.9,0.0,162.47,0.0,370.8,125.76,1306.58,1.0,38.71,0.0,0.0,0.0,1.630338838E7,
15393.8,15393.8,1646508.71,92362.82,15393.8,1785052.95,114.67,100.05,7044.64,0.05,17.28,0.63,1460.59,0.0,113.91,0.0,0.0,1.0,1.739028613E7,
1581634.82,30787.61,15393.8,15393.8,15393.8,1658603.84,7850.49,0.0,162.47,0.0,367.39,117.27,1301.9,1.0,38.39,0.0,0.0,0.0,1.598536213E7,
15393.8,15393.8,1569539.69,107756.63,15393.8,1723477.73,114.68,100.05,6783.58,0.05,16.24,0.32,1408.79,0.0,110.49,0.0,0.0,1.0,1.685150299E7,
1605825.09,61575.22,15393.8,15393.8,15393.8,1713581.71,8197.79,31.82,163.66,0.0,358.94,119.67,1304.42,1.0,38.9,0.0,0.0,0.0,1.645944515E7,
15393.8,15393.8,1569539.69,61575.22,15393.8,1677296.32,114.68,100.05,6653.53,0.05,15.54,1.57,1385.33,0.0,108.57,0.0,0.0,1.0,1.644741563E7,
1611322.87,15393.8,15393.8,15393.8,15393.8,1672898.09,8120.21,31.82,163.66,0.0,352.35,116.24,1298.2,1.0,38.58,0.0,0.0,0.0,1.61581538E7,
15393.8,15393.8,1538752.08,15393.8,15393.8,1600327.3,114.68,100.05,6653.53,0.05,14.82,0.33,1374.3,0.0,107.68,0.0,0.0,1.0,1.577393671E7,
1496968.9,15393.8,15393.8,15393.8,15393.8,1558544.12,7548.34,31.38,161.36,0.0,325.05,106.08,1214.87,1.0,36.65,0.0,0.0,0.0,1.508544373E7,
15393.8,15393.8,1477176.87,15393.8,15393.8,1538752.08,114.68,100.05,6453.84,0.04,14.06,0.24,1335.06,0.0,104.92,0.0,0.0,1.0,1.523515357E7,
1569539.69,15393.8,15393.8,15393.8,15393.8,1631114.91,7693.61,31.33,161.13,0.0,327.95,105.97,1242.43,1.0,37.3,0.0,0.0,0.0,1.566710914E7,
15393.8,61575.22,1646508.71,46181.41,15393.8,1785052.95,114.68,283.86,6751.56,0.04,13.93,11.51,1434.14,0.0,111.46,0.0,0.0,1.0,1.739028613E7,
1642110.48,15393.8,15393.8,15393.8,15393.8,1703685.7,8468.26,31.05,159.7,0.0,323.98,107.69,1246.39,1.0,38.04,0.0,0.0,0.0,1.639494581E7,
15393.8,61575.22,1661902.51,46181.41,15393.8,1800446.75,114.68,283.86,6880.31,0.04,13.27,3.32,1463.39,0.0,113.42,0.0,0.0,1.0,1.752498191E7,
1666300.74,30787.61,15393.8,15393.8,15393.8,1743269.76,8554.05,12.32,158.35,0.0,315.91,104.0,1230.43,1.0,37.76,0.0,0.0,0.0,1.676691591E7,
15393.8,76969.02,1723477.73,92362.82,15393.8,1923597.18,114.68,302.34,7018.65,0.04,19.62,2.43,1540.36,0.0,116.9,0.0,0.0,1.0,1.860254819E7,
1644309.6,15393.8,15393.8,15393.8,15393.8,1705884.81,8513.97,6.25,160.56,0.0,311.05,97.66,1220.67,1.0,36.85,0.0,0.0,0.0,1.646543937E7,
15393.8,46181.41,1708083.93,92362.82,15393.8,1877415.77,114.68,241.87,6955.96,0.04,17.82,0.81,1518.67,0.0,115.2,0.0,0.0,1.0,1.819846084E7,
1548648.1,15393.8,15393.8,15393.8,15393.8,1610223.31,8030.7,6.01,154.42,0.0,292.93,87.54,1157.54,1.0,36.23,0.0,0.0,0.0,1.559227893E7,
15393.8,15393.8,1615721.1,15393.8,15393.8,1677296.32,114.68,120.93,6764.99,0.03,16.78,0.59,1441.91,0.0,109.94,0.0,0.0,1.0,1.644741563E7,
1583833.94,15393.8,15393.8,15393.8,15393.8,1645409.15,8136.63,6.32,162.54,0.0,296.79,86.04,1177.65,1.0,35.05,0.0,0.0,0.0,1.588851633E7,
15393.8,61575.22,1877415.77,61575.22,15393.8,2031353.81,114.68,306.72,7334.31,0.03,16.29,7.74,1602.85,0.0,119.55,0.0,0.0,1.0,1.954541869E7,
1650906.94,30787.61,15393.8,15393.8,15393.8,1727875.96,9135.18,4.31,166.12,0.0,308.65,90.1,1239.96,1.0,36.34,0.0,0.0,0.0,1.658335782E7,
15393.8,30787.61,1846628.16,92362.82,15393.8,2000566.2,114.68,268.81,7420.79,0.03,17.71,6.74,1621.18,0.0,119.78,0.0,0.0,1.0,1.927602712E7,
1582734.38,15393.8,15393.8,15393.8,15393.8,1644309.6,8761.34,4.25,163.91,0.0,295.77,80.94,1196.57,1.0,35.45,0.0,0.0,0.0,1.592665623E7,
15393.8,46181.41,1908203.38,153938.04,15393.8,2139110.44,114.68,329.31,7420.79,0.03,19.1,6.15,1647.97,0.0,120.95,0.0,0.0,1.0,2.048828919E7,
1677296.32,215513.26,15393.8,15393.8,15393.8,1938990.99,9019.27,225.64,163.91,0.0,294.54,92.9,1249.08,1.0,38.09,0.0,0.0,0.0,1.842596706E7,
15393.8,15393.8,1908203.38,107756.63,15393.8,2062141.42,114.68,189.77,7420.79,0.03,17.83,4.37,1606.86,0.0,117.74,0.0,0.0,1.0,1.981481026E7,
1584933.49,184725.65,15393.8,15393.8,15393.8,1815840.55,8554.05,204.51,159.99,0.0,259.27,101.54,1184.65,1.0,36.95,0.0,0.0,0.0,1.734840078E7,
15393.8,123150.43,1908203.38,169331.84,15393.8,2231473.26,114.68,604.66,7420.79,0.03,17.93,21.15,1654.96,0.0,120.21,0.0,0.0,1.0,2.12964639E7,
1540951.2,76969.02,15393.8,15393.8,15393.8,1664101.63,8228.41,175.29,159.99,0.0,240.91,102.02,1135.7,1.0,35.51,0.0,0.0,0.0,1.618631447E7,
15393.8,107756.63,1862021.97,123150.43,15393.8,2123716.63,114.68,604.66,7300.57,0.03,15.61,6.8,1612.87,0.0,116.39,0.0,0.0,1.0,2.03535934E7,
1657504.28,277088.47,15393.8,15393.8,15393.8,1980774.17,8936.77,133.76,161.07,0.0,248.13,111.92,1207.16,1.0,37.23,0.0,0.0,0.0,1.880319009E7,
0.0,0.0,15393.8,0.0,0.0,15393.8,0.0,0.0,61.37,0.0,0.11,0.02,12.09,0.0,0.79,0.0,0.0,1.0,134695.79,
1663002.07,323269.88,15393.8,15393.8,15393.8,2032453.37,8935.06,151.51,164.02,0.0,238.89,116.73,1206.96,1.0,36.54,0.0,0.0,0.0,1.960574806E7,
15393.8,215513.26,1908203.38,200119.45,15393.8,2354623.69,114.68,930.99,7420.8,0.02,15.52,15.28,1728.48,0.0,120.99,0.0,0.0,1.0,2.237403018E7,
1616820.66,292482.28,15393.8,15393.8,15393.8,1955484.35,8798.12,142.09,161.51,0.0,223.0,118.5,1185.3,1.0,36.28,0.0,0.0,0.0,1.893226913E7,
15393.8,169331.84,1862021.97,169331.84,15393.8,2231473.26,114.68,930.98,7360.45,0.02,13.82,7.7,1714.22,0.0,119.51,0.0,0.0,1.0,2.12964639E7,
