RabA,RabB,RabC,RabD,RabE,area,memC1,memC2,memC3,memS,memS1,memS2,memS3,membraneMarker,proton,solL,solS,solubleMarker,volume,
1572838.36,292482.28,15393.8,15393.8,15393.8,1911502.05,8423.83,142.72,162.23,0.0,205.54,118.03,1150.51,1.0,35.0,0.0,0.0,0.0,1.848376005E7,
15393.8,200119.45,1862021.97,138544.24,15393.8,2231473.26,114.68,1022.49,7239.74,0.02,12.01,7.94,1713.13,0.0,118.78,0.0,0.0,1.0,2.12964639E7,
1535453.41,184725.65,15393.8,15393.8,15393.8,1766360.47,8282.94,125.56,164.28,0.0,195.93,115.78,1119.69,1.0,33.7,0.0,0.0,0.0,1.719023251E7,
15393.8,246300.86,1815840.55,123150.43,15393.8,2216079.46,114.68,1045.47,7119.53,0.02,14.37,7.69,1688.53,0.0,116.34,0.0,0.0,1.0,2.116176811E7,
1513462.26,107756.63,15393.8,15393.8,15393.8,1667400.3,8173.39,103.43,165.4,0.0,187.14,113.06,1090.45,1.0,32.63,0.0,0.0,0.0,1.616955854E7,
15393.8,261694.67,1892809.57,138544.24,15393.8,2323836.09,277.37,1077.1,7214.92,0.02,17.26,11.58,1738.5,0.0,119.5,0.0,0.0,1.0,2.210463861E7,
1472778.64,61575.22,15393.8,15393.8,15393.8,1580535.26,8123.49,71.96,167.83,0.0,179.18,109.89,1069.37,1.0,31.53,0.0,0.0,0.0,1.528483337E7,
15393.8,153938.04,1862021.97,107756.63,15393.8,2154504.24,277.37,921.52,7156.24,0.02,15.95,8.49,1706.98,0.0,117.27,0.0,0.0,1.0,2.062298497E7,
1603625.97,107756.63,15393.8,15393.8,15393.8,1757564.01,8704.15,55.97,167.83,0.0,176.38,114.8,1098.51,1.0,33.63,0.0,0.0,0.0,1.679322955E7,
15393.8,15393.8,46181.41,1815840.55,30787.61,1923597.18,219.26,122.87,620.36,0.01,8.1,8.29,1436.78,0.0,129.71,0.0,0.0,1.0,1.860254819E7,
1643210.04,169331.84,30787.61,15393.8,15393.8,1874117.1,9186.92,141.25,168.65,0.0,173.85,125.56,1143.37,1.0,36.1,0.0,0.0,0.0,1.795263874E7,
15393.8,15393.8,15393.8,1800446.75,15393.8,1862021.97,219.26,122.87,413.58,0.01,7.65,7.21,1403.23,0.0,126.88,0.0,0.0,1.0,1.806376505E7,
1599227.74,123150.43,15393.8,15393.8,15393.8,1768559.58,8924.71,127.09,166.92,0.0,162.01,121.56,1109.52,1.0,35.3,0.0,0.0,0.0,1.714603371E7,
15393.8,15393.8,15393.8,1692690.12,15393.8,1754265.34,219.26,122.87,413.58,0.01,7.28,6.71,1357.02,0.0,123.08,0.0,0.0,1.0,1.712089456E7,
1644309.6,123150.43,15393.8,15393.8,15393.8,1813641.44,9152.2,130.33,171.17,0.0,157.42,124.55,1146.63,1.0,35.3,0.0,0.0,0.0,1.749010458E7,
15393.8,15393.8,46181.41,1692690.12,15393.8,1785052.95,219.26,122.88,472.97,0.01,7.11,9.4,1357.36,0.0,122.6,0.0,0.0,1.0,1.739028613E7,
1634413.58,76969.02,15393.8,15393.8,15393.8,1757564.01,8974.1,110.57,169.42,0.0,147.92,120.67,1121.26,1.0,34.76,0.0,0.0,0.0,1.702168109E7,
15393.8,15393.8,30787.61,1646508.71,15393.8,1723477.73,219.25,122.88,315.31,0.01,6.57,8.3,1311.61,0.0,118.8,0.0,0.0,1.0,1.685150299E7,
1581634.82,15393.8,15393.8,15393.8,15393.8,1643210.04,8641.64,58.43,167.87,0.0,138.29,111.86,1066.32,1.0,33.37,0.0,0.0,0.0,1.591586887E7,
15393.8,15393.8,92362.82,1877415.77,30787.61,2031353.81,219.25,122.88,595.3,0.01,6.88,10.99,1429.09,0.0,127.11,0.0,0.0,1.0,1.954541869E7,
1571738.8,15393.8,15393.8,15393.8,15393.8,1633314.02,8580.35,59.72,171.57,0.0,135.0,107.98,1065.56,1.0,32.53,0.0,0.0,0.0,1.57536171E7,
15393.8,15393.8,30787.61,1800446.75,15393.8,1877415.77,219.26,122.87,238.12,0.01,6.46,9.36,1385.36,0.0,123.46,0.0,0.0,1.0,1.819846084E7,
1599227.74,76969.02,15393.8,15393.8,15393.8,1722378.17,8867.06,49.26,169.83,0.0,132.85,107.74,1080.86,1.0,33.44,0.0,0.0,0.0,1.649694607E7,
15393.8,15393.8,15393.8,1831234.36,30787.61,1908203.38,219.26,122.87,238.12,0.01,6.08,8.52,1335.36,0.0,119.35,0.0,0.0,1.0,1.846785241E7,
1647608.27,46181.41,15393.8,15393.8,15393.8,1739971.09,8867.06,49.26,144.45,0.0,130.36,101.82,1088.3,1.0,34.03,0.0,0.0,0.0,1.678353011E7,
15393.8,15393.8,15393.8,1846628.16,15393.8,1908203.38,219.26,122.87,376.22,0.01,7.03,8.86,1348.53,0.0,119.6,0.0,0.0,1.0,1.846785241E7,
1551946.77,15393.8,15393.8,15393.8,15393.8,1613521.99,8510.69,49.62,145.49,0.0,124.41,96.7,1048.58,1.0,32.63,0.0,0.0,0.0,1.559205838E7,
15393.8,15393.8,15393.8,1754265.34,15393.8,1815840.55,219.26,122.87,376.22,0.01,6.63,8.01,1316.21,0.0,116.95,0.0,0.0,1.0,1.76596777E7,
1507964.47,15393.8,15393.8,15393.8,15393.8,1569539.69,8140.9,49.88,146.26,0.0,117.39,90.34,1009.1,1.0,31.24,0.0,0.0,0.0,1.516076901E7,
15393.8,15393.8,15393.8,1692690.12,15393.8,1754265.34,219.26,122.88,376.22,0.01,6.19,7.1,1283.43,0.0,114.25,0.0,0.0,1.0,1.712089456E7,
1467280.85,15393.8,15393.8,15393.8,15393.8,1528856.07,8019.19,50.17,147.09,0.0,113.43,86.2,999.99,1.0,30.68,0.0,0.0,0.0,1.472956212E7,
15393.8,15393.8,76969.02,1908203.38,46181.41,2062141.42,219.26,122.88,498.55,0.01,6.36,12.17,1383.15,0.0,120.65,0.0,0.0,1.0,1.981481026E7,
1503566.24,46181.41,15393.8,15393.8,15393.8,1595929.07,8214.23,37.76,147.62,0.0,113.2,85.22,1017.66,1.0,30.96,0.0,0.0,0.0,1.528990919E7,
15393.8,15393.8,46181.41,1877415.77,15393.8,1969778.59,219.26,122.88,373.91,0.01,6.03,10.85,1352.85,0.0,118.15,0.0,0.0,1.0,1.900663555E7,
1509064.03,46181.41,15393.8,15393.8,15393.8,1601426.86,8319.62,60.41,149.55,0.0,109.15,86.28,1025.34,1.0,31.25,0.0,0.0,0.0,1.542471179E7,
15393.8,15393.8,46181.41,1846628.16,15393.8,1938990.99,219.26,122.88,373.91,0.01,5.8,9.96,1343.27,0.0,117.31,0.0,0.0,1.0,1.873724398E7,
1471679.08,15393.8,15393.8,15393.8,15393.8,1533254.29,8153.7,29.91,148.08,0.0,104.48,80.41,1000.58,1.0,30.7,0.0,0.0,0.0,1.478884672E7,
15393.8,15393.8,15393.8,1723477.73,15393.8,1785052.95,219.26,122.88,124.63,0.01,5.38,9.08,1278.4,0.0,112.15,0.0,0.0,1.0,1.739028613E7,
1482674.65,15393.8,15393.8,15393.8,15393.8,1544249.87,8124.01,30.41,150.59,0.0,102.67,76.03,1003.4,1.0,30.16,0.0,0.0,0.0,1.488043363E7,
0.0,0.0,0.0,15393.8,0.0,15393.8,0.0,0.0,0.0,0.0,0.05,0.08,11.22,0.0,0.88,0.0,0.0,1.0,134695.79,
1429895.9,15393.8,15393.8,15393.8,15393.8,1491471.11,7912.22,30.9,152.98,0.0,98.9,70.89,983.45,1.0,29.07,0.0,0.0,0.0,1.43793617E7,
15393.8,15393.8,15393.8,169331.84,1799347.19,2014860.45,1122.76,188.21,268.92,0.0,2.96,6.77,1164.8,0.0,75.41,0.0,0.0,1.0,1.935049487E7,
1389212.27,15393.8,15393.8,15393.8,15393.8,1450787.49,7689.53,30.68,151.91,0.0,94.95,65.84,961.0,1.0,28.53,0.0,0.0,0.0,1.399687433E7,
15393.8,15393.8,15393.8,30787.61,1753165.78,1830134.8,1122.76,188.21,268.92,0.0,2.74,6.27,1118.77,0.0,72.68,0.0,0.0,1.0,1.773414545E7,
1456285.27,15393.8,15393.8,15393.8,15393.8,1517860.49,8413.08,30.81,152.57,0.0,95.52,73.29,1013.78,1.0,30.82,0.0,0.0,0.0,1.452514261E7,
15393.8,15393.8,15393.8,15393.8,1703685.7,1765260.91,1130.18,189.46,270.7,0.0,2.53,5.79,1088.89,0.0,70.47,0.0,0.0,1.0,1.708082759E7,
1544249.87,92362.82,15393.8,15393.8,15393.8,1682794.11,9168.42,31.73,157.11,0.0,96.94,79.85,1065.94,1.0,32.17,0.0,0.0,0.0,1.606035926E7,
15393.8,15393.8,15393.8,61575.22,1752066.22,1859822.85,1161.29,194.67,278.16,0.0,3.33,6.35,1137.67,0.0,71.58,0.0,0.0,1.0,1.786143696E7,
1537652.52,30787.61,15393.8,15393.8,15393.8,1614621.54,9529.96,27.78,155.39,0.0,92.98,83.25,1053.66,1.0,32.95,0.0,0.0,0.0,1.563542079E7,
30787.61,15393.8,15393.8,61575.22,1754265.34,1877415.77,1338.27,195.94,279.96,0.0,3.19,8.3,1138.87,0.0,71.41,0.0,0.0,1.0,1.813257467E7,
1554145.89,15393.8,15393.8,15393.8,15393.8,1615721.1,9238.83,27.72,155.07,0.0,89.47,77.8,1026.33,1.0,32.13,0.0,0.0,0.0,1.558109904E7,
15393.8,15393.8,15393.8,15393.8,1771858.26,1833433.47,1361.68,199.36,284.86,0.0,3.0,7.8,1131.22,0.0,69.84,0.0,0.0,1.0,1.77500796E7,
1571738.8,15393.8,15393.8,15393.8,15393.8,1633314.02,9041.48,27.66,154.74,0.0,86.71,72.73,1009.52,1.0,31.59,0.0,0.0,0.0,1.572111393E7,
15393.8,15393.8,15393.8,107756.63,1706984.37,1860922.41,1361.67,199.36,284.86,0.0,2.96,7.78,1155.29,0.0,72.37,0.0,0.0,1.0,1.79213802E7,
1666300.74,46181.41,30787.61,15393.8,15393.8,1774057.37,9496.24,70.49,143.91,0.0,86.19,78.78,1051.8,1.0,33.91,0.0,0.0,0.0,1.697118472E7,
15393.8,15393.8,15393.8,46181.41,1779555.16,1871917.98,1405.92,205.84,294.12,0.0,2.82,7.41,1164.93,0.0,70.8,0.0,0.0,1.0,1.811150811E7,
1589331.72,15393.8,15393.8,15393.8,15393.8,1650906.94,9145.21,34.92,71.3,0.0,80.77,73.87,997.66,1.0,32.54,0.0,0.0,0.0,1.589361844E7,
15393.8,15393.8,15393.8,30787.61,1748767.55,1825736.57,1405.93,205.84,294.12,0.0,2.64,6.89,1165.64,0.0,70.8,0.0,0.0,1.0,1.770742075E7,
1572838.36,15393.8,15393.8,15393.8,15393.8,1634413.58,9042.73,34.6,70.64,0.0,77.46,72.88,971.04,1.0,32.22,0.0,0.0,0.0,1.574814059E7,
15393.8,15393.8,15393.8,107756.63,1779555.16,1933493.2,1405.93,205.84,294.12,0.0,2.65,6.81,1210.84,0.0,73.93,0.0,0.0,1.0,1.865029125E7,
1648707.82,15393.8,15393.8,15393.8,15393.8,1710283.04,9631.21,35.12,71.69,0.0,79.06,76.51,1014.85,1.0,33.27,0.0,0.0,0.0,1.642709602E7,
15393.8,15393.8,15393.8,138544.24,1742170.21,1926895.85,1405.93,205.84,294.12,0.0,2.54,6.46,1206.92,0.0,73.97,0.0,0.0,1.0,1.856905053E7,
1635513.14,15393.8,15393.8,15393.8,15393.8,1697088.35,9412.95,8.82,72.03,0.0,75.11,72.03,968.39,1.0,31.71,0.0,0.0,0.0,1.642816051E7,
15393.8,15393.8,15393.8,123150.43,1744369.32,1913701.17,1432.45,209.73,299.67,0.0,2.48,6.27,1224.95,0.0,73.85,0.0,0.0,1.0,1.85053574E7,
1601426.86,15393.8,15393.8,15393.8,15393.8,1663002.07,9214.32,8.88,72.55,0.0,73.46,69.59,950.07,1.0,30.94,0.0,0.0,0.0,1.604478157E7,
15393.8,15393.8,15393.8,92362.82,1737771.98,1876316.21,1450.55,212.38,303.46,0.0,2.37,5.99,1221.09,0.0,72.79,0.0,0.0,1.0,1.815469812E7,
1555245.44,30787.61,15393.8,15393.8,15393.8,1632214.46,9214.32,8.88,72.55,0.0,73.26,68.29,951.57,1.0,30.94,0.0,0.0,0.0,1.577539E7,
15393.8,15393.8,15393.8,123150.43,1780654.72,1949986.56,1460.06,213.77,305.45,0.0,2.34,5.84,1275.74,0.0,75.68,0.0,0.0,1.0,1.871358275E7,
1588232.17,15393.8,15393.8,15393.8,15393.8,1649807.38,9308.58,9.06,74.0,0.0,73.79,67.37,963.54,1.0,30.68,0.0,0.0,0.0,1.589909585E7,
15393.8,15393.8,15393.8,261694.67,1789451.18,2097327.26,1460.05,213.77,305.44,0.0,2.55,6.01,1361.94,0.0,81.79,0.0,0.0,1.0,2.011090812E7,
1605825.09,30787.61,15393.8,15393.8,15393.8,1682794.11,9506.24,6.17,75.6,0.0,71.89,68.01,961.84,1.0,30.45,0.0,0.0,0.0,1.628790144E7,
15393.8,15393.8,15393.8,215513.26,1758663.57,2020358.24,1460.05,213.77,305.44,0.0,2.42,5.69,1341.97,0.0,80.68,0.0,0.0,1.0,1.94374292E7,
1575037.48,15393.8,15393.8,15393.8,15393.8,1636612.69,9323.98,3.09,75.6,0.0,69.83,64.36,937.31,1.0,29.7,0.0,0.0,0.0,1.588381408E7,
15393.8,15393.8,15393.8,138544.24,1770758.7,1955484.35,1468.8,215.06,307.27,0.0,2.24,5.26,1309.51,0.0,78.46,0.0,0.0,1.0,1.894880005E7,
1633314.02,92362.82,15393.8,15393.8,15393.8,1771858.26,9755.74,2.66,76.17,0.0,72.36,65.49,973.24,1.0,30.48,0.0,0.0,0.0,1.691714535E7,
15393.8,15393.8,15393.8,61575.22,1724577.29,1832333.92,1468.8,215.06,307.28,0.0,2.08,4.88,1267.58,0.0,76.18,0.0,0.0,1.0,1.787123377E7,
1660802.96,138544.24,15393.8,15393.8,15393.8,1845528.6,10186.65,1.32,75.34,0.0,70.92,64.87,965.47,1.0,30.77,0.0,0.0,0.0,1.772117129E7,
15393.8,15393.8,15393.8,30787.61,1717979.94,1794948.96,1488.19,217.9,311.33,0.0,1.96,4.62,1273.98,0.0,75.6,0.0,0.0,1.0,1.735583154E7,
1635513.14,92362.82,15393.8,15393.8,15393.8,1774057.37,9815.75,1.15,75.34,0.0,67.97,61.23,926.45,1.0,29.62,0.0,0.0,0.0,1.718358232E7,
15393.8,15393.8,30787.61,277088.47,1754265.34,2092929.03,1518.27,222.3,317.63,0.0,2.29,5.15,1457.01,0.0,85.15,0.0,0.0,1.0,1.993621246E7,
1666300.74,138544.24,15393.8,15393.8,15393.8,1851026.39,10010.84,0.68,74.73,0.0,67.45,59.89,920.37,1.0,29.63,0.0,0.0,0.0,1.785706125E7,
15393.8,15393.8,15393.8,230907.06,1775156.93,2052245.4,1544.66,226.17,161.57,0.0,2.13,4.89,1450.1,0.0,83.46,0.0,0.0,1.0,1.988300451E7,
1628915.79,76969.02,15393.8,15393.8,15393.8,1752066.22,9878.33,0.45,74.41,0.0,64.94,56.21,887.82,1.0,28.75,0.0,0.0,0.0,1.698412443E7,
15393.8,15393.8,30787.61,230907.06,1694889.24,1987371.51,1553.9,275.1,221.41,0.0,2.08,6.58,1439.46,0.0,82.98,0.0,0.0,1.0,1.922899392E7,
1600327.3,61575.22,15393.8,15393.8,15393.8,1708083.93,9542.17,0.36,74.62,0.0,62.33,52.54,853.66,1.0,27.63,0.0,0.0,0.0,1.653605939E7,
15393.8,15393.8,30787.61,184725.65,1788351.62,2034652.48,1629.56,288.5,232.19,0.0,2.07,6.72,1509.83,0.0,82.98,0.0,0.0,1.0,1.971011435E7,
1643210.04,153938.04,15393.8,15393.8,15393.8,1843329.49,9939.18,0.21,73.87,0.0,61.34,52.5,851.85,1.0,28.02,0.0,0.0,0.0,1.760171155E7,
15393.8,15393.8,15393.8,230907.06,1742170.21,2019258.68,1629.56,288.5,116.09,0.0,2.13,6.58,1524.9,0.0,84.87,0.0,0.0,1.0,1.957541857E7,
1633314.02,169331.84,15393.8,15393.8,15393.8,1848827.28,9858.82,0.21,73.27,0.0,60.84,51.32,845.71,1.0,28.03,0.0,0.0,0.0,1.785189608E7,
15393.8,15393.8,15393.8,292482.28,1759763.13,2098426.81,1648.85,291.91,117.47,0.0,2.18,6.86,1578.09,0.0,87.02,0.0,0.0,1.0,2.023736988E7,
1604725.53,153938.04,15393.8,15393.8,15393.8,1804844.98,9537.47,0.19,73.62,0.0,58.62,48.23,816.08,1.0,26.98,0.0,0.0,0.0,1.743656144E7,
15393.8,15393.8,15393.8,261694.67,1741070.65,2048946.73,1658.35,293.6,118.15,0.0,2.02,6.75,1564.23,0.0,85.87,0.0,0.0,1.0,1.985058664E7,
1570639.25,123150.43,15393.8,15393.8,15393.8,1739971.09,9426.25,0.19,73.48,0.0,57.99,46.73,808.37,1.0,26.77,0.0,0.0,0.0,1.683261522E7,
15393.8,15393.8,15393.8,230907.06,1722378.17,1999466.64,1668.14,295.33,118.84,0.0,1.87,6.69,1561.64,0.0,85.27,0.0,0.0,1.0,1.936437253E7,
1533254.29,92362.82,15393.8,15393.8,15393.8,1671798.53,9159.66,0.19,72.82,0.0,56.45,44.54,787.85,1.0,26.33,0.0,0.0,0.0,1.61800172E7,
15393.8,15393.8,15393.8,200119.45,1734473.3,1980774.17,1678.31,297.13,119.57,0.0,1.83,6.61,1559.09,0.0,84.76,0.0,0.0,1.0,1.913113684E7,
1550847.21,61575.22,15393.8,15393.8,15393.8,1658603.84,9241.27,0.19,74.92,0.0,57.03,44.02,796.98,1.0,25.9,0.0,0.0,0.0,1.601793708E7,
15393.8,15393.8,15393.8,200119.45,1739971.09,1986271.96,1709.05,302.57,121.76,0.0,1.71,6.61,1575.64,0.0,84.17,0.0,0.0,1.0,1.92016607E7,
1498068.46,46181.41,15393.8,15393.8,15393.8,1590431.28,9012.45,0.14,75.32,0.0,55.2,41.4,772.56,1.0,25.03,0.0,0.0,0.0,1.538187887E7,
15393.8,15393.8,15393.8,184725.65,1705884.81,1936791.87,1719.46,304.41,122.5,0.0,1.62,6.46,1559.92,0.0,83.19,0.0,0.0,1.0,1.874865064E7,
1476077.31,30787.61,15393.8,15393.8,15393.8,1553046.33,8887.84,0.09,74.28,0.0,53.9,39.25,755.58,1.0,24.8,0.0,0.0,0.0,1.498285146E7,
15393.8,15393.8,15393.8,123150.43,1759763.13,1929094.97,1774.21,314.11,126.4,0.0,1.51,6.43,1571.78,0.0,81.41,0.0,0.0,1.0,1.864005319E7,
1521159.16,30787.61,15393.8,15393.8,15393.8,1598128.18,9145.83,0.1,76.44,0.0,55.46,38.97,778.93,1.0,24.8,0.0,0.0,0.0,1.53599623E7,
15393.8,15393.8,15393.8,184725.65,1753165.78,1984072.84,1796.46,159.02,127.99,0.0,1.52,6.41,1601.9,0.0,82.68,0.0,0.0,1.0,1.911404494E7,
1495869.34,30787.61,15393.8,15393.8,15393.8,1572838.36,8987.91,0.1,77.43,0.0,54.58,36.98,767.98,1.0,24.16,0.0,0.0,0.0,1.517688013E7,
15393.8,15393.8,15393.8,230907.06,1765260.91,2042349.38,1796.46,159.02,127.99,0.0,1.55,6.33,1638.78,0.0,84.88,0.0,0.0,1.0,1.966991998E7,
1534353.85,15393.8,15393.8,15393.8,15393.8,1595929.07,9206.02,0.11,79.3,0.0,55.9,36.73,787.77,1.0,24.16,0.0,0.0,0.0,1.538703787E7,
15393.8,15393.8,15393.8,184725.65,1758663.57,1989570.63,1817.9,160.92,129.51,0.0,1.47,6.12,1621.14,0.0,83.15,0.0,0.0,1.0,1.926714203E7,
1564041.9,46181.41,15393.8,15393.8,15393.8,1656404.73,9378.95,0.11,80.79,0.0,56.95,36.51,803.47,1.0,24.16,0.0,0.0,0.0,1.59312782E7,
15393.8,15393.8,15393.8,261694.67,1786152.5,2094028.58,1828.95,161.9,130.3,0.0,1.57,7.42,1701.07,0.0,87.19,0.0,0.0,1.0,2.012801064E7,
1612422.43,92362.82,30787.61,15393.8,15393.8,1766360.47,9852.53,63.46,82.42,0.0,56.71,37.85,834.34,1.0,25.1,0.0,0.0,0.0,1.694451343E7,
15393.8,15393.8,15393.8,184725.65,1736672.42,1967579.48,1839.51,162.83,131.05,0.0,1.52,7.2,1659.61,0.0,84.83,0.0,0.0,1.0,1.913388458E7,
1575037.48,61575.22,15393.8,15393.8,15393.8,1682794.11,9720.16,52.68,82.1,0.0,54.5,37.16,817.24,1.0,24.7,0.0,0.0,0.0,1.630425433E7,
15393.8,15393.8,15393.8,184725.65,1772957.81,2003864.87,1873.44,165.83,133.47,0.0,1.5,7.2,1690.4,0.0,84.83,0.0,0.0,1.0,1.934143762E7,
1595929.07,61575.22,15393.8,15393.8,15393.8,1703685.7,9840.83,53.33,83.12,0.0,53.9,37.53,828.76,1.0,24.7,0.0,0.0,0.0,1.6411239E7,
15393.8,15393.8,15393.8,123150.43,1631114.91,1800446.75,1873.44,165.83,133.47,0.0,1.43,6.86,1610.76,0.0,81.21,0.0,0.0,1.0,1.755798995E7,
1582734.38,15393.8,15393.8,15393.8,15393.8,1644309.6,9751.35,26.93,83.95,0.0,52.13,36.8,815.35,1.0,24.09,0.0,0.0,0.0,1.592665623E7,
15393.8,15393.8,15393.8,61575.22,1626716.68,1734473.3,1948.96,172.52,138.85,0.0,1.42,6.84,1618.9,0.0,78.72,0.0,0.0,1.0,1.684425921E7,
1569539.69,15393.8,15393.8,15393.8,15393.8,1631114.91,10061.79,27.48,85.63,0.0,51.3,36.9,818.04,1.0,23.93,0.0,0.0,0.0,1.573205136E7,
15393.8,15393.8,15393.8,15393.8,1628915.79,1690491.01,2003.32,177.33,142.72,0.0,1.38,6.75,1634.89,0.0,77.46,0.0,0.0,1.0,1.636342422E7,
1553046.33,30787.61,15393.8,15393.8,15393.8,1630015.35,10261.41,26.94,84.2,0.0,50.39,37.84,827.24,1.0,25.01,0.0,0.0,0.0,1.57212686E7,
15393.8,15393.8,30787.61,61575.22,1702586.14,1825736.57,2003.32,177.33,142.73,0.0,1.34,6.67,1663.84,0.0,78.71,0.0,0.0,1.0,1.746172767E7,
1636612.69,15393.8,15393.8,15393.8,15393.8,1698187.91,10626.55,14.34,89.65,0.0,51.57,38.34,850.84,1.0,24.22,0.0,0.0,0.0,1.642259722E7,
15393.8,15393.8,15393.8,15393.8,1713581.71,1775156.93,2016.59,178.5,143.67,0.0,1.3,6.5,1632.91,0.0,76.92,0.0,0.0,1.0,1.721080114E7,
1540951.2,15393.8,15393.8,15393.8,15393.8,1602526.41,9939.43,14.07,87.97,0.0,48.06,34.99,798.44,1.0,23.22,0.0,0.0,0.0,1.551678325E7,
15393.8,15393.8,15393.8,15393.8,1614621.54,1676196.76,2044.31,180.96,145.65,0.0,1.21,6.16,1583.68,0.0,73.89,0.0,0.0,1.0,1.623951766E7,
1543150.31,15393.8,15393.8,15393.8,15393.8,1604725.53,9945.6,14.36,89.78,0.0,47.91,34.29,800.49,1.0,22.83,0.0,0.0,0.0,1.545705176E7,
15393.8,15393.8,15393.8,15393.8,1641010.92,1702586.14,2058.68,182.23,146.67,0.0,1.11,5.8,1567.02,0.0,72.7,0.0,0.0,1.0,1.641675907E7,
1536552.97,15393.8,15393.8,15393.8,15393.8,1598128.18,9904.71,14.3,89.42,0.0,47.39,33.06,798.61,1.0,22.83,0.0,0.0,0.0,1.537616015E7,
15393.8,15393.8,30787.61,15393.8,1708083.93,1785052.95,2102.55,186.11,149.79,0.0,1.06,5.69,1600.73,0.0,72.7,0.0,0.0,1.0,1.714417016E7,
1511263.15,15393.8,15393.8,15393.8,15393.8,1572838.36,9834.83,14.49,90.58,0.0,46.83,31.98,794.73,1.0,22.43,0.0,0.0,0.0,1.516066268E7,
15393.8,15393.8,15393.8,15393.8,1673997.65,1735572.86,2116.68,187.36,100.53,0.0,0.98,5.39,1543.07,0.0,69.9,0.0,0.0,1.0,1.678945117E7,
1427696.78,15393.8,15393.8,15393.8,15393.8,1489272.0,9324.57,14.02,87.66,0.0,44.18,29.51,755.2,1.0,22.03,0.0,0.0,0.0,1.439013215E7,
15393.8,15393.8,15393.8,15393.8,1697088.35,1758663.57,2146.71,190.02,101.96,0.0,0.98,5.33,1535.2,0.0,68.95,0.0,0.0,1.0,1.695059165E7,
1490371.56,15393.8,15393.8,15393.8,15393.8,1551946.77,9700.56,7.16,89.49,0.0,44.23,29.95,766.06,1.0,22.08,0.0,0.0,0.0,1.498828512E7,
15393.8,15393.8,15393.8,15393.8,1619019.77,1680594.99,2206.4,195.31,104.8,0.0,0.94,5.28,1550.41,0.0,67.85,0.0,0.0,1.0,1.628267518E7,
1535453.41,15393.8,15393.8,15393.8,15393.8,1597028.63,10145.67,7.29,91.2,0.0,44.96,30.44,790.09,1.0,22.51,0.0,0.0,0.0,1.533300265E7,
15393.8,15393.8,15393.8,15393.8,1597028.63,1658603.84,2222.31,196.72,105.55,0.0,0.89,5.14,1532.86,0.0,66.71,0.0,0.0,1.0,1.598536213E7,
1537652.52,15393.8,15393.8,15393.8,15393.8,1599227.74,10155.84,7.37,92.2,0.0,44.87,29.35,792.46,1.0,22.32,0.0,0.0,0.0,1.540315217E7,
15393.8,15393.8,15393.8,15393.8,1633314.02,1694889.24,2255.02,199.61,107.11,0.0,0.88,5.08,1537.74,0.0,66.29,0.0,0.0,1.0,1.627614174E7,
1647608.27,15393.8,15393.8,15393.8,15393.8,1709183.48,11811.95,2.48,92.84,0.0,44.79,33.03,832.86,1.0,24.28,0.0,0.0,0.0,1.648147786E7,
15393.8,15393.8,30787.61,15393.8,1626716.68,1703685.7,2255.02,199.61,107.11,0.0,0.84,4.88,1507.4,0.0,65.36,0.0,0.0,1.0,1.637866596E7,
1649807.38,61575.22,15393.8,15393.8,15393.8,1757564.01,11664.6,2.44,91.68,0.0,44.2,31.8,823.32,1.0,24.28,0.0,0.0,0.0,1.692346447E7,
15393.8,15393.8,15393.8,107756.63,1726776.4,1880714.44,2303.05,203.86,54.69,0.0,0.89,4.95,1571.68,0.0,67.71,0.0,0.0,1.0,1.803372039E7,
1682794.11,76969.02,15393.8,15393.8,15393.8,1805944.54,11881.62,1.56,93.39,0.0,43.86,30.79,818.28,1.0,23.72,0.0,0.0,0.0,1.739818589E7,
15393.8,15393.8,15393.8,107756.63,1744369.32,1898307.36,2332.78,206.49,55.4,0.0,0.9,5.02,1603.39,0.0,68.44,0.0,0.0,1.0,1.830480383E7,
1694889.24,107756.63,15393.8,15393.8,15393.8,1848827.28,11961.88,0.73,94.02,0.0,42.68,29.23,797.3,1.0,23.01,0.0,0.0,0.0,1.776990198E7,
15393.8,15393.8,15393.8,61575.22,1648707.82,1756464.45,2347.64,207.81,55.75,0.0,0.82,4.79,1534.21,0.0,65.39,0.0,0.0,1.0,1.707660067E7,
1679495.43,123150.43,15393.8,15393.8,15393.8,1848827.28,11961.88,0.52,94.02,0.0,41.97,28.21,784.57,1.0,22.66,0.0,0.0,0.0,1.776990198E7,
15393.8,15393.8,15393.8,15393.8,1663002.07,1724577.29,2347.64,207.81,55.75,0.0,0.77,4.61,1481.86,0.0,63.36,0.0,0.0,1.0,1.66815454E7,
1645409.15,61575.22,15393.8,15393.8,15393.8,1753165.78,11624.43,0.37,93.07,0.0,40.14,26.64,750.92,1.0,21.97,0.0,0.0,0.0,1.697850971E7,
15393.8,15393.8,15393.8,15393.8,1584933.49,1646508.71,2364.24,209.28,56.15,0.0,0.73,4.53,1465.87,0.0,62.33,0.0,0.0,1.0,1.5915598E7,
1611322.87,15393.8,15393.8,15393.8,15393.8,1672898.09,11390.58,0.09,92.07,0.0,38.3,24.58,717.38,1.0,21.26,0.0,0.0,0.0,1.617447316E7,
