time, RabAc, RabAm, RabBc, RabBm, RabDc, RabDm, RabCc, RabCm, No Name, No Name, No Name, No Name
334, 3434, 0, 33382.6, 1329.35, 29539, 0, 33909.2, 539.799, 1884.96, 956, 0, 14.8466
335, 3434, 0, 33384, 1327.99, 29539, 0, 33907.9, 541.132, 1884.96, 956, 0, 14.8827
336, 3434, 0, 33385.4, 1326.62, 29539, 0, 33906.5, 542.464, 1884.96, 956, 0, 14.9188
337, 3434, 0, 33386.7, 1325.25, 29539, 0, 33905.2, 543.794, 1884.96, 956, 0, 14.9549
338, 3434, 0, 33388.1, 1323.89, 29539, 0, 33903.9, 545.123, 1884.96, 956, 0, 14.9909
339, 3434, 0, 33389.5, 1322.52, 29539, 0, 33902.5, 546.45, 1884.96, 956, 0, 15.0268
340, 3434, 0, 33390.8, 1321.16, 29539, 0, 33901.2, 547.777, 1884.96, 956, 0, 15.0626
341, 3434, 0, 33392.2, 1319.8, 29539, 0, 33899.9, 549.101, 1884.96, 956, 0, 15.0984
342, 3434, 0, 33393.6, 1318.44, 29539, 0, 33898.6, 550.425, 1884.96, 956, 0, 15.1342
343, 3434, 0, 33394.9, 1317.08, 29539, 0, 33897.3, 551.746, 1884.96, 956, 0, 15.1698
344, 3434, 0, 33396.3, 1315.73, 29539, 0, 33895.9, 553.067, 1884.96, 956, 0, 15.2054
345, 3434, 0, 33397.6, 1314.37, 29539, 0, 33894.6, 554.386, 1884.96, 956, 0, 15.2409
346, 3434, 0, 33399, 1313.02, 29539, 0, 33893.3, 555.703, 1884.96, 956, 0, 15.2764
347, 3434, 0, 33400.3, 1311.67, 29539, 0, 33892, 557.019, 1884.96, 956, 0, 15.3118
348, 3434, 0, 33401.7, 1310.32, 29539, 0, 33890.7, 558.334, 1884.96, 956, 0, 15.3471
349, 3434, 0, 33403, 1308.97, 29539, 0, 33889.4, 559.647, 1884.96, 956, 0, 15.3824
350, 3434, 0, 33404.4, 1307.62, 29539, 0, 33888, 560.959, 1884.96, 956, 0, 15.4176
351, 3434, 0, 33405.7, 1306.28, 29539, 0, 33886.7, 562.27, 1884.96, 956, 0, 15.4527
352, 3434, 0, 33407.1, 1304.93, 29539, 0, 33885.4, 563.579, 1884.96, 956, 0, 15.4878
353, 3434, 0, 33408.4, 1303.59, 29539, 0, 33884.1, 564.887, 1884.96, 956, 0, 15.5228
354, 3434, 0, 33409.8, 1302.25, 29539, 0, 33882.8, 566.193, 1884.96, 956, 0, 15.5577
355, 3434, 0, 33411.1, 1300.91, 29539, 0, 33881.5, 567.498, 1884.96, 956, 0, 15.5926
356, 3434, 0, 33412.4, 1299.57, 29539, 0, 33880.2, 568.801, 1884.96, 956, 0, 15.6274
357, 3434, 0, 33413.8, 1298.23, 29539, 0, 33878.9, 570.103, 1884.96, 956, 0, 15.6621
358, 3434, 0, 33415.1, 1296.9, 29539, 0, 33877.6, 571.404, 1884.96, 956, 0, 15.6968
359, 3434, 0, 33416.4, 1295.57, 29539, 0, 33876.3, 572.703, 1884.96, 956, 0, 15.7314
360, 3434, 0, 33417.8, 1294.23, 29539, 0, 33875, 574.001, 1884.96, 956, 0, 15.7659
361, 3434, 0, 33419.1, 1292.9, 29539, 0, 33873.7, 575.298, 1884.96, 956, 0, 15.8004
362, 3434, 0, 33420.4, 1291.57, 29539, 0, 33872.4, 576.593, 1884.96, 956, 0, 15.8348
363, 3434, 0, 33421.8, 1290.24, 29539, 0, 33871.1, 577.887, 1884.96, 956, 0, 15.8692
364, 3434, 0, 33423.1, 1288.92, 29539, 0, 33869.8, 579.179, 1884.96, 956, 0, 15.9034
365, 3434, 0, 33424.4, 1287.59, 29539, 0, 33868.5, 580.47, 1884.96, 956, 0, 15.9376
366, 3434, 0, 33425.7, 1286.27, 29539, 0, 33867.2, 581.76, 1884.96, 956, 0, 15.9718
367, 3434, 0, 33427.1, 1284.95, 29539, 0, 33866, 583.048, 1884.96, 956, 0, 16.0059
368, 3434, 0, 33428.4, 1283.63, 29539, 0, 33864.7, 584.335, 1884.96, 956, 0, 16.0399
369, 3434, 0, 33429.7, 1282.31, 29539, 0, 33863.4, 585.62, 1884.96, 956, 0, 16.0738
370, 3434, 0, 33431, 1280.99, 29539, 0, 33862.1, 586.904, 1884.96, 956, 0, 16.1077
371, 3434, 0, 33432.3, 1279.67, 29539, 0, 33860.8, 588.187, 1884.96, 956, 0, 16.1415
372, 3434, 0, 33433.6, 1278.36, 29539, 0, 33859.5, 589.468, 1884.96, 956, 0, 16.1753
373, 3434, 0, 33435, 1277.04, 29539, 0, 33858.3, 590.748, 1884.96, 956, 0, 16.209
374, 3434, 0, 33436.3, 1275.73, 29539, 0, 33857, 592.027, 1884.96, 956, 0, 16.2426
375, 3434, 0, 33437.6, 1274.42, 29539, 0, 33855.7, 593.304, 1884.96, 956, 0, 16.2761
376, 3434, 0, 33438.9, 1273.11, 29539, 0, 33854.4, 594.58, 1884.96, 956, 0, 16.3096
377, 3434, 0, 33440.2, 1271.8, 29539, 0, 33853.1, 595.855, 1884.96, 956, 0, 16.343
378, 3434, 0, 33441.5, 1270.5, 29539, 0, 33851.9, 597.128, 1884.96, 956, 0, 16.3764
379, 3434, 0, 33442.8, 1269.19, 29539, 0, 33850.6, 598.4, 1884.96, 956, 0, 16.4097
380, 3434, 0, 33444.1, 1267.89, 29539, 0, 33849.3, 599.67, 1884.96, 956, 0, 16.4429
381, 3434, 0, 33445.4, 1266.58, 29539, 0, 33848.1, 600.939, 1884.96, 956, 0, 16.4761
382, 3434, 0, 33446.7, 1265.28, 29539, 0, 33846.8, 602.207, 1884.96, 956, 0, 16.5092
383, 3434, 0, 33448, 1263.98, 29539, 0, 33845.5, 603.473, 1884.96, 956, 0, 16.5422
384, 3434, 0, 33449.3, 1262.69, 29539, 0, 33844.3, 604.738, 1884.96, 956, 0, 16.5752
385, 3434, 0, 33450.6, 1261.39, 29539, 0, 33843, 606.002, 1884.96, 956, 0, 16.608
386, 3434, 0, 33451.9, 1260.09, 29539, 0, 33841.7, 607.265, 1884.96, 956, 0, 16.6409
387, 3434, 0, 33453.2, 1258.8, 29539, 0, 33840.5, 608.526, 1884.96, 956, 0, 16.6736
388, 3434, 0, 33454.5, 1257.51, 29539, 0, 33839.2, 609.785, 1884.96, 956, 0, 16.7063
389, 3434, 0, 33455.8, 1256.22, 29539, 0, 33838, 611.044, 1884.96, 956, 0, 16.739
390, 3434, 0, 33457.1, 1254.93, 29539, 0, 33836.7, 612.301, 1884.96, 956, 0, 16.7715
391, 3434, 0, 33458.4, 1253.64, 29539, 0, 33835.4, 613.556, 1884.96, 956, 0, 16.804
392, 3434, 0, 33459.6, 1252.35, 29539, 0, 33834.2, 614.811, 1884.96, 956, 0, 16.8365
393, 3434, 0, 33460.9, 1251.07, 29539, 0, 33832.9, 616.064, 1884.96, 956, 0, 16.8688
394, 3434, 0, 33462.2, 1249.78, 29539, 0, 33831.7, 617.315, 1884.96, 956, 0, 16.9011
395, 3434, 0, 33463.5, 1248.5, 29539, 0, 33830.4, 618.566, 1884.96, 956, 0, 16.9334
396, 3434, 0, 33464.8, 1247.22, 29539, 0, 33829.2, 619.815, 1884.96, 956, 0, 16.9655
397, 3434, 0, 33466.1, 1245.94, 29539, 0, 33827.9, 621.062, 1884.96, 956, 0, 16.9976
398, 3434, 0, 33467.3, 1244.66, 29539, 0, 33826.7, 622.309, 1884.96, 956, 0, 17.0297
399, 3434, 0, 33468.6, 1243.38, 29539, 0, 33825.4, 623.554, 1884.96, 956, 0, 17.0616
400, 3434, 0, 33469.9, 1242.11, 29539, 0, 33824.2, 624.797, 1884.96, 956, 0, 17.0935
