membraneMarker,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,memCis,memCisRabA,memCisRabB,memCisRabC,memCisRabD,memCisRabE,memL,memLRabA,memLRabB,memLRabC,memLRabD,memLRabE,memLS,memLSRabA,memLSRabB,memLSRabC,memLSRabD,memLSRabE,memMedial,memMedialRabA,memMedialRabB,memMedialRabC,memMedialRabD,memMedialRabE,memS,memSRabA,memSRabB,memSRabC,memSRabD,memSRabE,memTrans,memTransRabA,memTransRabB,memTransRabC,memTransRabD,memTransRabE,memTub,memTubRabA,memTubRabB,memTubRabC,memTubRabD,memTubRabE,proton,protonRabA,protonRabB,protonRabC,protonRabD,protonRabE,solL,solLRabA,solLRabB,solLRabC,solLRabD,solLRabE,solS,solSRabA,solSRabB,solSRabC,solSRabD,solSRabE,solubleMarker,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,
0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,
0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,
0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,0.0,0.97656,0.02344,0.0,0.0,0.0,
0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,
0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,
0.0,0.99193,0.00807,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.99193,0.00807,0.0,0.0,0.0,0.0,0.99193,0.00807,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.97618,0.02382,0.0,0.0,0.0,0.0,0.35883,0.64117,0.0,0.0,0.0,0.0,0.97767,0.02233,0.0,0.0,0.0,0.0,0.99193,0.00807,0.0,0.0,0.0,0.0,0.97767,0.02233,0.0,0.0,0.0,0.0,0.99193,0.00807,0.0,0.0,0.0,
0.0,0.99173,0.00827,0.0,0.0,0.0,0.0,0.97599,0.02401,0.0,0.0,0.0,0.0,0.99173,0.00827,0.0,0.0,0.0,0.0,0.99173,0.00827,0.0,0.0,0.0,0.0,0.97599,0.02401,0.0,0.0,0.0,0.0,0.97599,0.02401,0.0,0.0,0.0,0.0,0.97599,0.02401,0.0,0.0,0.0,0.0,0.35876,0.64124,0.0,0.0,0.0,0.0,0.97747,0.02253,0.0,0.0,0.0,0.0,0.99173,0.00827,0.0,0.0,0.0,0.0,0.97747,0.02253,0.0,0.0,0.0,0.0,0.99173,0.00827,0.0,0.0,0.0,
