#cisterns#,#vesicles#,entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,
9.0,32.0,1.41065,0.54025,0.22964,0.30253,0.04556,0.34136,0.0809,
9.0,15.0,1.45439,0.57732,0.20523,0.29651,0.04296,0.32184,0.13346,
9.0,12.0,1.5757,0.5233,0.20718,0.28408,0.16606,0.21384,0.12883,
10.0,12.0,1.58851,0.39513,0.19648,0.22413,0.12555,0.22323,0.23061,
10.0,14.0,1.59609,0.34327,0.1843,0.21742,0.14702,0.24153,0.20972,
10.0,14.0,1.59257,0.41233,0.14905,0.22027,0.17674,0.25666,0.19729,
8.0,8.0,1.59682,0.59318,0.17948,0.16383,0.2564,0.2126,0.18768,
8.0,25.0,1.5952,0.5446,0.17214,0.15942,0.25722,0.21098,0.20024,
8.0,33.0,1.58469,0.53022,0.13961,0.19974,0.26768,0.22513,0.16783,
8.0,20.0,1.58812,0.71894,0.20792,0.18028,0.27281,0.19352,0.14547,
8.0,3.0,1.59361,0.74804,0.17908,0.21088,0.23625,0.23091,0.14288,
7.0,13.0,1.33292,0.6677,0.30037,0.139,0.21431,0.34632,0.0,
7.0,8.0,1.31993,0.65962,0.31616,0.1318,0.19881,0.35323,0.0,
6.0,16.0,1.31329,0.60916,0.28282,0.13083,0.20102,0.38532,0.0,
7.0,32.0,1.59834,0.40753,0.25454,0.1729,0.1746,0.21062,0.18734,
7.0,12.0,1.59155,0.44677,0.20692,0.13288,0.23322,0.19542,0.23154,
7.0,21.0,1.58087,0.38681,0.11778,0.25965,0.21351,0.20069,0.20836,
7.0,10.0,1.5784,0.49843,0.11368,0.23712,0.24249,0.1862,0.2205,
7.0,12.0,1.50006,0.50006,0.04748,0.29263,0.24942,0.19387,0.2166,
8.0,13.0,1.56206,0.46018,0.23779,0.09141,0.25365,0.21108,0.20608,
7.0,13.0,1.55196,0.42347,0.26342,0.08984,0.22733,0.16924,0.25017,
8.0,4.0,1.55346,0.52416,0.18748,0.16304,0.29776,0.10642,0.2453,
9.0,3.0,1.57084,0.46919,0.19204,0.18306,0.12941,0.30399,0.1915,
9.0,21.0,1.5663,0.43463,0.1937,0.17646,0.12028,0.30319,0.20637,
10.0,10.0,1.48802,0.59397,0.18781,0.19998,0.04844,0.33072,0.23304,
9.0,11.0,1.48487,0.63789,0.1645,0.21329,0.0589,0.36014,0.20317,
9.0,9.0,1.53722,0.65809,0.15284,0.21147,0.10405,0.33516,0.19647,
8.0,9.0,1.53473,0.67091,0.16006,0.22972,0.09968,0.33198,0.17856,
9.0,6.0,1.54004,0.64921,0.15809,0.28666,0.08655,0.25377,0.21492,
9.0,17.0,1.53783,0.59635,0.16006,0.29086,0.08614,0.25893,0.204,
9.0,12.0,1.59561,0.56445,0.22696,0.15299,0.18051,0.24641,0.19313,
9.0,12.0,1.59551,0.55751,0.21377,0.15337,0.17418,0.24926,0.20942,
8.0,5.0,1.55009,0.61807,0.30271,0.14662,0.10846,0.23899,0.20321,
9.0,15.0,1.55798,0.57455,0.29494,0.14208,0.11813,0.23201,0.21284,
9.0,17.0,1.55939,0.51625,0.2875,0.12865,0.12841,0.23579,0.21965,
10.0,9.0,1.52393,0.55515,0.32379,0.09926,0.26808,0.14648,0.16238,
9.0,12.0,1.48035,0.73025,0.16102,0.09344,0.1477,0.19126,0.40658,
7.0,15.0,1.50809,0.67743,0.1843,0.09065,0.24547,0.13134,0.34824,
7.0,7.0,1.57581,0.63124,0.22184,0.16608,0.12032,0.22932,0.26244,
7.0,8.0,1.52376,0.61787,0.2159,0.15963,0.15645,0.35877,0.10925,
8.0,16.0,1.53812,0.60635,0.22225,0.17052,0.13436,0.13029,0.34258,
7.0,13.0,1.51603,0.72789,0.16267,0.25116,0.12078,0.11688,0.34851,
8.0,33.0,1.48408,0.60053,0.30934,0.10706,0.11916,0.12674,0.3377,
9.0,17.0,1.58657,0.59043,0.21755,0.17053,0.18569,0.15074,0.27548,
10.0,7.0,1.56198,0.51327,0.2792,0.11922,0.22961,0.14028,0.23169,
9.0,7.0,1.5177,0.6643,0.11084,0.17102,0.35858,0.13185,0.22771,
9.0,4.0,1.56718,0.57904,0.144,0.20023,0.30233,0.13886,0.21457,
8.0,13.0,1.52882,0.51809,0.35305,0.11714,0.19072,0.13344,0.20565,
8.0,35.0,1.58895,0.47943,0.24637,0.24476,0.17291,0.14377,0.19218,
8.0,12.0,1.56413,0.46388,0.12096,0.24646,0.2744,0.1426,0.21556,
9.0,9.0,1.57647,0.48738,0.16704,0.16612,0.30284,0.16028,0.20371,
9.0,5.0,1.53857,0.48247,0.25075,0.07297,0.20381,0.27136,0.20111,
11.0,2.0,1.53005,0.55309,0.26503,0.07321,0.18892,0.28498,0.18786,
8.0,18.0,1.58877,0.63612,0.27912,0.1884,0.19803,0.17825,0.1562,
8.0,19.0,1.58138,0.57334,0.2768,0.14418,0.23231,0.16911,0.17759,
8.0,16.0,1.56887,0.59801,0.27842,0.10778,0.21128,0.21558,0.18695,
9.0,37.0,1.58804,0.48112,0.27075,0.16052,0.17938,0.22504,0.16432,
8.0,32.0,1.53335,0.54174,0.26911,0.15523,0.29464,0.19373,0.08728,
7.0,7.0,1.52396,0.63324,0.19394,0.21196,0.35262,0.10923,0.13224,
9.0,13.0,1.56863,0.59282,0.17509,0.17931,0.32045,0.16309,0.16206,
8.0,31.0,1.53705,0.54269,0.26397,0.09809,0.30714,0.16077,0.17003,
8.0,20.0,1.58581,0.52317,0.156,0.24961,0.24225,0.14482,0.20731,
7.0,12.0,1.55051,0.54025,0.1453,0.16024,0.34139,0.15586,0.19722,
7.0,10.0,1.55767,0.57975,0.17764,0.12899,0.32405,0.20621,0.1631,
9.0,33.0,1.60325,0.37042,0.19824,0.20263,0.23564,0.19806,0.16542,
9.0,9.0,1.60299,0.49092,0.16518,0.22694,0.20071,0.18624,0.22093,
8.0,11.0,1.59465,0.58251,0.1924,0.22482,0.13889,0.2314,0.2125,
7.0,29.0,1.59289,0.42021,0.2236,0.2423,0.13798,0.20492,0.19119,
8.0,8.0,1.56901,0.5099,0.19456,0.24268,0.12292,0.28062,0.15921,
10.0,8.0,1.56365,0.44639,0.14891,0.27042,0.123,0.26678,0.19089,
10.0,5.0,1.59016,0.52886,0.16038,0.24785,0.15624,0.24358,0.19194,
9.0,8.0,1.56721,0.66257,0.14738,0.26214,0.15147,0.28118,0.15783,
9.0,17.0,1.50108,0.59281,0.23425,0.24516,0.0579,0.30795,0.15473,
9.0,18.0,1.55452,0.56668,0.14014,0.2383,0.14963,0.31702,0.1549,
9.0,6.0,1.54909,0.65797,0.14266,0.27576,0.14347,0.29625,0.14186,
9.0,2.0,1.45265,0.64651,0.15584,0.3807,0.06323,0.26762,0.13261,
8.0,9.0,1.52324,0.64636,0.15414,0.10928,0.30944,0.29177,0.13536,
9.0,30.0,1.52152,0.52495,0.16836,0.12012,0.28667,0.3128,0.11205,
8.0,9.0,1.44047,0.70077,0.15049,0.25523,0.08595,0.40835,0.09996,
9.0,17.0,1.44908,0.64702,0.14355,0.26612,0.09506,0.39723,0.09804,
8.0,20.0,1.5166,0.70643,0.11604,0.31094,0.09164,0.22362,0.25776,
9.0,21.0,1.51267,0.67412,0.1156,0.32711,0.0926,0.21795,0.24674,
10.0,10.0,1.57993,0.56439,0.20396,0.23527,0.11119,0.22929,0.22028,
9.0,14.0,1.60363,0.69222,0.20282,0.16451,0.23054,0.20797,0.19415,
9.0,9.0,1.56207,0.73293,0.1907,0.22246,0.28182,0.09946,0.20554,
10.0,7.0,1.56184,0.72585,0.19018,0.22318,0.09689,0.27537,0.21437,
11.0,24.0,1.4989,0.65482,0.15972,0.27443,0.05143,0.26221,0.25221,
9.0,12.0,1.51182,0.84531,0.32541,0.19822,0.16652,0.06883,0.24101,
9.0,31.0,1.51199,0.81545,0.30788,0.25057,0.15849,0.06562,0.21743,
8.0,7.0,1.40512,0.88705,0.44832,0.08695,0.1004,0.12516,0.23917,
9.0,25.0,1.58121,0.75882,0.18164,0.21876,0.21626,0.1225,0.26084,
9.0,16.0,1.58341,0.81083,0.16482,0.24393,0.21343,0.13232,0.2455,
9.0,19.0,1.35083,0.78001,0.366,0.20613,0.19119,0.0,0.23667,
8.0,23.0,1.36236,0.72055,0.32609,0.23516,0.17495,0.0,0.26379,
7.0,9.0,1.52803,0.89051,0.36334,0.12934,0.19148,0.13332,0.18251,
7.0,10.0,1.54075,0.89109,0.35626,0.14233,0.17755,0.14942,0.17444,
8.0,12.0,1.54685,0.81181,0.34948,0.14494,0.18183,0.16355,0.16019,
7.0,7.0,1.50269,0.84457,0.34316,0.1328,0.09237,0.2712,0.16047,
7.0,16.0,1.47771,0.79708,0.3337,0.12828,0.09717,0.31846,0.12239,
8.0,17.0,1.56263,0.71174,0.1437,0.24081,0.29973,0.17977,0.13598,
8.0,23.0,1.52923,0.70713,0.15444,0.21747,0.34927,0.17234,0.10648,
8.0,11.0,1.54712,0.81903,0.17893,0.17418,0.31996,0.22271,0.10422,
8.0,17.0,1.47305,0.69938,0.08403,0.23138,0.36529,0.22491,0.09439,
10.0,22.0,1.48325,0.61473,0.09658,0.20545,0.39607,0.17921,0.12268,
10.0,5.0,1.57621,0.67667,0.13579,0.17272,0.29321,0.1872,0.21107,
7.0,11.0,1.58433,0.66778,0.23694,0.17448,0.13425,0.2589,0.19543,
8.0,33.0,1.59795,0.62255,0.23028,0.16572,0.17144,0.24074,0.19181,
8.0,20.0,1.58325,0.61394,0.24073,0.12386,0.21262,0.24231,0.18048,
8.0,10.0,1.54431,0.69654,0.23831,0.12364,0.2034,0.31272,0.12193,
7.0,16.0,1.47456,0.71981,0.26651,0.11864,0.10652,0.38045,0.12788,
8.0,16.0,1.52347,0.69076,0.23527,0.15956,0.1265,0.35263,0.12604,
9.0,9.0,1.53001,0.7944,0.22427,0.27968,0.10344,0.27852,0.11409,
9.0,13.0,1.54597,0.67719,0.28374,0.22567,0.0978,0.24873,0.14405,
8.0,13.0,1.52151,0.71216,0.31676,0.18747,0.09521,0.26967,0.1309,
8.0,8.0,1.54817,0.72949,0.29899,0.18329,0.11757,0.26184,0.13831,
8.0,7.0,1.53929,0.65363,0.34073,0.17791,0.12428,0.21872,0.13836,
9.0,15.0,1.59906,0.53131,0.22594,0.18751,0.22259,0.21351,0.15045,
9.0,3.0,1.59637,0.53755,0.22665,0.18483,0.22276,0.22112,0.14464,
9.0,9.0,1.58528,0.50802,0.23288,0.20001,0.222,0.22547,0.11964,
10.0,7.0,1.60869,0.55329,0.20941,0.20844,0.19829,0.19504,0.18883,
11.0,5.0,1.59699,0.49914,0.1824,0.221,0.19433,0.24695,0.15532,
9.0,5.0,1.60137,0.51803,0.19085,0.21322,0.18967,0.2411,0.16517,
8.0,25.0,1.5748,0.49503,0.16881,0.20967,0.3029,0.15472,0.1639,
7.0,12.0,1.50321,0.67638,0.13165,0.23664,0.36046,0.09161,0.17963,
8.0,12.0,1.51409,0.67109,0.2107,0.17489,0.36385,0.09514,0.15543,
9.0,10.0,1.55871,0.63721,0.19985,0.18635,0.25248,0.09529,0.26602,
8.0,8.0,1.57743,0.58882,0.20121,0.28918,0.20444,0.17122,0.13394,
8.0,20.0,1.57442,0.57964,0.21095,0.2859,0.21088,0.16396,0.12831,
8.0,20.0,1.56262,0.61906,0.1999,0.32016,0.18674,0.15209,0.14111,
8.0,21.0,1.55051,0.57949,0.20043,0.33151,0.12115,0.18755,0.15935,
8.0,19.0,1.49326,0.66883,0.17874,0.35608,0.07785,0.25034,0.137,
7.0,8.0,1.51471,0.71129,0.1855,0.35282,0.10011,0.23121,0.13035,
7.0,18.0,1.53548,0.66946,0.18216,0.34253,0.12982,0.22059,0.1249,
7.0,17.0,1.55622,0.66341,0.18798,0.32333,0.12649,0.20625,0.15595,
9.0,11.0,1.59488,0.52867,0.19419,0.20706,0.16636,0.16963,0.26277,
9.0,11.0,1.59984,0.5103,0.19393,0.19707,0.17416,0.18052,0.25432,
9.0,5.0,1.59051,0.53004,0.20796,0.19419,0.18647,0.14514,0.26623,
9.0,12.0,1.59881,0.53334,0.20518,0.19034,0.18023,0.16952,0.25473,
8.0,12.0,1.60735,0.49577,0.19647,0.18258,0.19214,0.20889,0.21992,
8.0,9.0,1.60757,0.48256,0.18307,0.19879,0.19135,0.21777,0.20902,
9.0,7.0,1.59655,0.46726,0.18396,0.2553,0.15621,0.20422,0.20031,
8.0,22.0,1.55434,0.51749,0.18046,0.26684,0.09536,0.26594,0.19141,
8.0,28.0,1.52689,0.53928,0.1634,0.30376,0.08008,0.26276,0.19,
8.0,17.0,1.52304,0.67789,0.15529,0.28774,0.07201,0.22515,0.25981,
9.0,20.0,1.51359,0.57558,0.14707,0.29432,0.06759,0.24902,0.24199,
9.0,7.0,1.58824,0.63491,0.14279,0.21825,0.17105,0.26321,0.2047,
9.0,3.0,1.56941,0.64869,0.17068,0.21294,0.27072,0.11147,0.23419,
8.0,14.0,1.54795,0.66313,0.16203,0.29821,0.26633,0.11276,0.16067,
8.0,19.0,1.55944,0.64675,0.15038,0.29146,0.12229,0.25365,0.18222,
9.0,29.0,1.57074,0.63435,0.13652,0.28518,0.1544,0.24456,0.17934,
7.0,16.0,1.44913,0.74897,0.15102,0.27788,0.0853,0.38575,0.10005,
7.0,28.0,1.47119,0.65607,0.16788,0.29175,0.08903,0.35207,0.09926,
10.0,11.0,1.57384,0.6061,0.15388,0.26691,0.14482,0.26335,0.17104,
8.0,12.0,1.51079,0.67266,0.16345,0.32916,0.07441,0.25513,0.17785,
9.0,18.0,1.5349,0.53919,0.21077,0.28435,0.08254,0.2644,0.15795,
8.0,18.0,1.51757,0.61128,0.21622,0.3178,0.07558,0.24111,0.14929,
10.0,8.0,1.52093,0.58566,0.2549,0.29118,0.07176,0.23083,0.15133,
10.0,11.0,1.53523,0.67738,0.18887,0.26861,0.08646,0.29257,0.16348,
10.0,1.0,1.58517,0.71778,0.14612,0.25692,0.24452,0.19126,0.16116,
10.0,12.0,1.57781,0.68941,0.13648,0.27339,0.23366,0.20159,0.15489,
10.0,7.0,1.57684,0.68821,0.13902,0.28648,0.22613,0.18462,0.16374,
8.0,7.0,1.50188,0.76949,0.31485,0.09927,0.30655,0.16214,0.11719,
8.0,13.0,1.53175,0.82848,0.26921,0.09108,0.24914,0.26294,0.12762,
8.0,6.0,1.52005,0.83402,0.28532,0.08615,0.24938,0.2588,0.12034,
8.0,16.0,1.53986,0.78493,0.28884,0.11475,0.23664,0.24683,0.11294,
9.0,6.0,1.5607,0.78775,0.25243,0.09963,0.24874,0.23408,0.16512,
9.0,8.0,1.55302,0.77537,0.24804,0.10299,0.23887,0.26658,0.14352,
8.0,19.0,1.51995,0.78389,0.26283,0.10797,0.32124,0.19768,0.11028,
8.0,8.0,1.53632,0.76844,0.23165,0.12566,0.27446,0.26947,0.09875,
9.0,23.0,1.57612,0.66348,0.22583,0.12598,0.2643,0.22649,0.15741,
10.0,19.0,1.60653,0.55282,0.2218,0.18145,0.20387,0.2091,0.18378,
11.0,10.0,1.54944,0.61402,0.19902,0.16475,0.34054,0.13531,0.16038,
11.0,15.0,1.56512,0.57232,0.20321,0.18135,0.31607,0.13762,0.16175,
10.0,3.0,1.47843,0.80288,0.18659,0.12125,0.40036,0.09404,0.19776,
11.0,15.0,1.58035,0.69442,0.19243,0.12076,0.2626,0.22683,0.19738,
10.0,27.0,1.56484,0.70297,0.14904,0.1246,0.29124,0.23473,0.20039,
9.0,13.0,1.56576,0.77962,0.13141,0.15104,0.20552,0.3047,0.20732,
9.0,13.0,1.54428,0.84329,0.30806,0.20542,0.0878,0.20538,0.19335,
7.0,24.0,1.31941,0.93212,0.29848,0.1271,0.0,0.36311,0.21131,
8.0,15.0,1.55134,0.80143,0.13796,0.15354,0.16824,0.33688,0.20338,
7.0,8.0,1.35201,0.91852,0.23198,0.26995,0.0,0.3385,0.15956,
8.0,16.0,1.54052,0.86818,0.22116,0.09631,0.17869,0.32402,0.17981,
7.0,14.0,1.47492,0.89523,0.2096,0.09754,0.11901,0.40429,0.16957,
8.0,36.0,1.51594,0.65993,0.23491,0.19998,0.0829,0.33631,0.1459,
9.0,15.0,1.55683,0.6649,0.15185,0.23531,0.11938,0.30566,0.1878,
9.0,16.0,1.54368,0.63849,0.24858,0.15155,0.27356,0.08944,0.23686,
9.0,10.0,1.5398,0.64121,0.23097,0.27553,0.12901,0.09989,0.2646,
9.0,11.0,1.53889,0.61351,0.25986,0.24222,0.1286,0.09791,0.27142,
8.0,19.0,1.50228,0.63653,0.24967,0.09686,0.2358,0.09534,0.32234,
8.0,28.0,1.53919,0.59231,0.23817,0.13431,0.23064,0.09878,0.29809,
8.0,10.0,1.57409,0.71279,0.21528,0.11806,0.17656,0.21291,0.27718,
8.0,9.0,1.5365,0.70564,0.25527,0.13189,0.28365,0.09474,0.23445,
9.0,14.0,1.5745,0.65901,0.25567,0.11007,0.20792,0.18939,0.23694,
8.0,9.0,1.56467,0.71655,0.26049,0.10629,0.21078,0.25475,0.16769,
10.0,11.0,1.58475,0.72424,0.13097,0.22003,0.23701,0.24319,0.16879,
8.0,7.0,1.55252,0.8317,0.26517,0.09597,0.20766,0.26713,0.16408,
8.0,25.0,1.58342,0.57275,0.25193,0.13239,0.19694,0.24581,0.17292,
8.0,10.0,1.55645,0.64361,0.23499,0.11446,0.20764,0.29674,0.14616,
9.0,13.0,1.55871,0.61957,0.22421,0.10953,0.21925,0.29189,0.15511,
10.0,4.0,1.59145,0.63841,0.22491,0.14569,0.19915,0.17572,0.25453,
9.0,29.0,1.5873,0.58053,0.16145,0.16195,0.20165,0.19487,0.28008,
9.0,26.0,1.59518,0.55209,0.1613,0.19677,0.17437,0.20664,0.26092,
9.0,10.0,1.55801,0.70643,0.19162,0.25765,0.08891,0.23655,0.22526,
8.0,14.0,1.50562,0.72443,0.13601,0.34269,0.07862,0.22909,0.21359,
8.0,15.0,1.5002,0.74796,0.13808,0.32768,0.07134,0.26396,0.19894,
9.0,22.0,1.56199,0.59861,0.11127,0.30317,0.18402,0.19182,0.20972,
9.0,19.0,1.55918,0.68609,0.22731,0.2941,0.10369,0.18121,0.19369,
9.0,8.0,1.48261,0.66675,0.37619,0.13975,0.09597,0.13006,0.25802,
11.0,12.0,1.57144,0.60124,0.21892,0.21566,0.15944,0.12336,0.28262,
9.0,32.0,1.60276,0.51281,0.22072,0.20748,0.15657,0.20191,0.21332,
9.0,8.0,1.54703,0.64731,0.09226,0.29662,0.24016,0.17221,0.19875,
10.0,7.0,1.54971,0.53671,0.21884,0.30477,0.09783,0.16761,0.21095,
9.0,5.0,1.52297,0.66923,0.1918,0.3542,0.09295,0.17318,0.18787,
9.0,15.0,1.52817,0.62828,0.19059,0.36029,0.10991,0.17432,0.1649,
10.0,24.0,1.54502,0.56681,0.30477,0.2413,0.09689,0.16182,0.19521,
9.0,8.0,1.53643,0.63482,0.28312,0.22974,0.13777,0.09133,0.25804,
8.0,20.0,1.52524,0.75175,0.20167,0.32208,0.12934,0.09703,0.24988,
8.0,11.0,1.54383,0.73034,0.18906,0.33611,0.12383,0.14049,0.21051,
9.0,16.0,1.55763,0.68201,0.2314,0.29719,0.11455,0.14876,0.2081,
8.0,16.0,1.56195,0.66522,0.22588,0.2893,0.12325,0.13968,0.22188,
9.0,11.0,1.52286,0.57663,0.08854,0.32092,0.22516,0.1335,0.23188,
9.0,13.0,1.54202,0.60132,0.21751,0.31388,0.1188,0.12159,0.22822,
9.0,16.0,1.56387,0.64456,0.20413,0.30632,0.11698,0.1834,0.18917,
10.0,15.0,1.55168,0.62478,0.18921,0.32621,0.11185,0.18455,0.18817,
9.0,12.0,1.59745,0.71224,0.24299,0.16844,0.17936,0.17654,0.23267,
8.0,15.0,1.59281,0.74826,0.17547,0.26294,0.16349,0.22145,0.17665,
8.0,23.0,1.5909,0.72406,0.17478,0.27012,0.1544,0.20663,0.19407,
8.0,12.0,1.56708,0.72985,0.30994,0.13633,0.16167,0.21096,0.18109,
8.0,14.0,1.56758,0.66698,0.3048,0.13073,0.15976,0.20883,0.19587,
9.0,5.0,1.50871,0.60528,0.20778,0.12359,0.30734,0.08189,0.27939,
9.0,20.0,1.54961,0.43261,0.1679,0.15305,0.31041,0.11878,0.24986,
8.0,12.0,1.56699,0.65112,0.15887,0.3068,0.1313,0.19994,0.20309,
7.0,11.0,1.49701,0.69834,0.08965,0.37227,0.12831,0.19896,0.2108,
9.0,17.0,1.58014,0.60141,0.15231,0.2673,0.14615,0.18975,0.2445,
9.0,12.0,1.55941,0.59199,0.23249,0.25828,0.08871,0.20565,0.21487,
9.0,6.0,1.55232,0.57621,0.23666,0.24542,0.07945,0.22539,0.21307,
9.0,8.0,1.56063,0.59649,0.23118,0.24343,0.08926,0.23791,0.19823,
11.0,10.0,1.55545,0.52004,0.22805,0.25128,0.0829,0.21166,0.22612,
9.0,9.0,1.53336,0.7155,0.22785,0.29871,0.07718,0.22546,0.17079,
9.0,24.0,1.53555,0.64114,0.1929,0.30774,0.08008,0.22922,0.19006,
8.0,10.0,1.57529,0.63598,0.20998,0.27124,0.11606,0.22017,0.18255,
10.0,7.0,1.59773,0.51556,0.2085,0.17779,0.15395,0.2222,0.23756,
9.0,13.0,1.59193,0.53303,0.23744,0.17206,0.14203,0.22399,0.22448,
8.0,13.0,1.59006,0.49254,0.24783,0.17765,0.16816,0.24824,0.15812,
9.0,7.0,1.58917,0.44736,0.23939,0.18767,0.15123,0.25472,0.16699,
8.0,6.0,1.45035,0.66926,0.09291,0.3824,0.07898,0.26404,0.18167,
8.0,5.0,1.37396,0.72816,0.28685,0.28124,0.0,0.24148,0.19043,
7.0,14.0,1.5765,0.8599,0.11315,0.24232,0.17869,0.23639,0.22945,
8.0,12.0,1.57691,0.77524,0.10661,0.24042,0.22406,0.21505,0.21385,
8.0,15.0,1.58728,0.65791,0.22667,0.25249,0.13117,0.18497,0.20471,
8.0,19.0,1.60155,0.61407,0.18938,0.2408,0.16378,0.20931,0.19672,
8.0,29.0,1.59695,0.55985,0.18208,0.20757,0.16406,0.25824,0.18805,
10.0,32.0,1.55771,0.58932,0.28825,0.20822,0.14917,0.24257,0.11179,
9.0,13.0,1.542,0.63047,0.24995,0.24994,0.24085,0.18421,0.07504,
8.0,17.0,1.52674,0.62086,0.23703,0.23845,0.29114,0.16063,0.07274,
8.0,14.0,1.57032,0.5844,0.22264,0.19875,0.29407,0.13914,0.14539,
8.0,29.0,1.56114,0.47534,0.23294,0.22472,0.27462,0.10327,0.16445,
9.0,14.0,1.59387,0.49682,0.21576,0.24061,0.21145,0.19402,0.13815,
8.0,9.0,1.54871,0.6901,0.20994,0.28246,0.22296,0.08278,0.20186,
9.0,8.0,1.57313,0.686,0.21238,0.26954,0.21238,0.1093,0.19639,
8.0,10.0,1.57429,0.6953,0.19185,0.27506,0.21603,0.11426,0.2028,
8.0,21.0,1.56269,0.69458,0.19129,0.29184,0.20888,0.10413,0.20385,
8.0,21.0,1.56008,0.69027,0.18515,0.29342,0.20071,0.1025,0.21822,
8.0,30.0,1.5526,0.66321,0.19487,0.30825,0.1891,0.09922,0.20856,
8.0,20.0,1.54733,0.65534,0.176,0.33169,0.21196,0.11597,0.16438,
9.0,13.0,1.53996,0.72117,0.19143,0.34841,0.1499,0.12333,0.18693,
8.0,8.0,1.53969,0.73779,0.19095,0.33331,0.09917,0.19956,0.17702,
8.0,26.0,1.55008,0.6101,0.20218,0.3247,0.10871,0.18602,0.17838,
7.0,21.0,1.5465,0.7085,0.24943,0.30742,0.10522,0.17614,0.1618,
9.0,25.0,1.56588,0.59092,0.15092,0.31947,0.19647,0.15429,0.17885,
8.0,14.0,1.48495,0.80532,0.11122,0.39916,0.16126,0.11745,0.21091,
7.0,8.0,1.51587,0.83343,0.12643,0.37502,0.1664,0.12938,0.20277,
8.0,27.0,1.55973,0.57386,0.22151,0.3174,0.17382,0.14366,0.1436,
8.0,18.0,1.57439,0.67988,0.20528,0.28727,0.2057,0.17824,0.1235,
9.0,10.0,1.59721,0.65394,0.19658,0.21022,0.18334,0.25251,0.15735,
8.0,20.0,1.54345,0.62358,0.20862,0.2213,0.17952,0.08703,0.30353,
7.0,21.0,1.51511,0.70577,0.19879,0.21281,0.3499,0.08498,0.15353,
7.0,30.0,1.52355,0.64356,0.2054,0.22832,0.08571,0.33043,0.15014,
7.0,10.0,1.507,0.7104,0.19979,0.25584,0.0759,0.32871,0.13976,
7.0,11.0,1.5146,0.75266,0.20685,0.25024,0.07775,0.32174,0.14342,
6.0,12.0,1.56407,0.73093,0.22043,0.25417,0.24958,0.17534,0.10048,
8.0,21.0,1.55692,0.52092,0.27449,0.21621,0.20619,0.21408,0.08903,
7.0,16.0,1.55368,0.54251,0.22936,0.20954,0.21153,0.26585,0.08371,
8.0,35.0,1.6021,0.44585,0.20996,0.20811,0.20001,0.22624,0.15568,
9.0,6.0,1.59529,0.44612,0.23376,0.19009,0.17494,0.15687,0.24433,
9.0,3.0,1.58304,0.49244,0.18276,0.29356,0.16173,0.16918,0.19277,
8.0,22.0,1.58183,0.45189,0.20825,0.28321,0.1802,0.19067,0.13767,
9.0,26.0,1.58054,0.44833,0.16588,0.29117,0.15519,0.17408,0.21368,
9.0,8.0,1.58981,0.59082,0.20957,0.25941,0.13894,0.20905,0.18303,
9.0,21.0,1.57237,0.58355,0.19092,0.28609,0.11661,0.20551,0.20087,
10.0,8.0,1.57513,0.58378,0.19623,0.2749,0.11514,0.21418,0.19954,
10.0,8.0,1.59206,0.5913,0.19861,0.25732,0.20309,0.14059,0.20039,
9.0,13.0,1.58608,0.69611,0.16887,0.27238,0.14994,0.18363,0.22517,
10.0,16.0,1.58763,0.64224,0.17564,0.26779,0.15379,0.17268,0.2301,
10.0,19.0,1.5609,0.58208,0.18734,0.32394,0.13546,0.16158,0.19168,
9.0,25.0,1.54687,0.55783,0.20297,0.28749,0.13694,0.10839,0.26421,
8.0,21.0,1.58457,0.64218,0.19006,0.24568,0.13153,0.18302,0.24971,
7.0,16.0,1.57635,0.57088,0.19695,0.23435,0.1208,0.17857,0.26932,
8.0,15.0,1.58487,0.47549,0.20187,0.23552,0.11886,0.22029,0.22346,
8.0,11.0,1.58401,0.47886,0.14599,0.25045,0.14744,0.22224,0.23388,
6.0,9.0,1.4211,0.58801,0.09511,0.27832,0.08316,0.4098,0.13362,
8.0,24.0,1.55965,0.38915,0.17584,0.24815,0.17015,0.29206,0.1138,
8.0,24.0,1.56594,0.25817,0.19168,0.21816,0.21459,0.10138,0.27418,
9.0,11.0,1.5644,0.22765,0.2416,0.20687,0.214,0.09298,0.24455,
8.0,22.0,1.60635,0.36725,0.20881,0.17832,0.21059,0.1842,0.21809,
9.0,20.0,1.58199,0.40225,0.20395,0.21141,0.11536,0.22638,0.24289,
8.0,17.0,1.58882,0.41943,0.20995,0.1637,0.23468,0.14384,0.24783,
8.0,26.0,1.60799,0.43783,0.20642,0.20856,0.21063,0.18316,0.19123,
7.0,4.0,1.59082,0.51835,0.2179,0.17991,0.22192,0.13676,0.24351,
7.0,19.0,1.5858,0.49286,0.20473,0.16018,0.22265,0.14588,0.26656,
9.0,20.0,1.60682,0.44605,0.20651,0.22129,0.19477,0.17692,0.20051,
9.0,16.0,1.60029,0.48032,0.19895,0.2348,0.17754,0.16371,0.225,
8.0,11.0,1.58734,0.54342,0.19062,0.21522,0.19119,0.26617,0.1368,
9.0,21.0,1.59495,0.47777,0.18032,0.20483,0.21614,0.24964,0.14906,
8.0,20.0,1.57083,0.57393,0.16081,0.24131,0.28306,0.1867,0.12812,
8.0,25.0,1.54498,0.48959,0.16348,0.26256,0.30958,0.12686,0.13751,
8.0,10.0,1.58116,0.53003,0.16238,0.2214,0.28321,0.1855,0.1475,
