entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.177,0.3382,0.1055,0.09069,0.06855,0.1245,0.05453,0.03941,0.03064,0.03409,0.03504,0.2068,0.2103,
2.177,0.3402,0.1056,0.09072,0.06858,0.1241,0.05456,0.03942,0.03065,0.0341,0.03505,0.2069,0.2103,
2.177,0.3375,0.1056,0.09072,0.06858,0.1241,0.05456,0.03942,0.03065,0.0341,0.03505,0.2069,0.2103,
2.176,0.324,0.1104,0.09067,0.06853,0.1236,0.05182,0.03927,0.03046,0.03407,0.03503,0.2078,0.2084,
2.174,0.3413,0.1102,0.09077,0.06865,0.1225,0.05037,0.03933,0.03051,0.03413,0.03508,0.2082,0.2103,
2.173,0.3235,0.1117,0.09079,0.06867,0.1217,0.04996,0.03923,0.03038,0.03413,0.03507,0.2093,0.209,
2.172,0.3296,0.1117,0.09079,0.06867,0.1217,0.04885,0.03923,0.03038,0.03413,0.03507,0.2093,0.2101,
2.169,0.3291,0.1117,0.09079,0.06867,0.1217,0.04762,0.03892,0.03038,0.03413,0.03507,0.2093,0.2116,
2.168,0.3309,0.1103,0.09058,0.06872,0.1211,0.04768,0.03897,0.03042,0.03417,0.03511,0.2096,0.2134,
2.168,0.3351,0.1102,0.09044,0.06871,0.1211,0.0477,0.03899,0.03043,0.03419,0.03512,0.2097,0.2135,
2.167,0.3352,0.1102,0.09044,0.06805,0.1211,0.0477,0.03899,0.03043,0.03419,0.03512,0.2097,0.2141,
2.167,0.3392,0.1102,0.09048,0.06808,0.1208,0.04772,0.039,0.03044,0.0342,0.03513,0.2098,0.2142,
2.164,0.3393,0.1081,0.09042,0.06803,0.1203,0.04716,0.03885,0.03041,0.03417,0.03511,0.2107,0.2168,
2.163,0.357,0.1062,0.09022,0.06803,0.1203,0.04716,0.03885,0.03041,0.03417,0.03511,0.2107,0.2189,
2.185,0.3345,0.1095,0.08988,0.06581,0.1195,0.04518,0.03885,0.03042,0.03418,0.05203,0.1948,0.2198,
2.184,0.3373,0.1095,0.08993,0.06587,0.1188,0.04456,0.03888,0.03044,0.03421,0.05207,0.195,0.2207,
2.188,0.3348,0.117,0.08975,0.06574,0.1186,0.04447,0.03881,0.03038,0.03414,0.05197,0.1966,0.2126,
2.187,0.3489,0.1165,0.08949,0.06574,0.1179,0.04453,0.03885,0.03041,0.03418,0.05202,0.1968,0.2135,
2.186,0.324,0.1165,0.08949,0.06574,0.1179,0.04387,0.03885,0.03041,0.03418,0.05202,0.1968,0.2142,
2.186,0.326,0.1162,0.0895,0.06577,0.118,0.04388,0.03887,0.03043,0.03419,0.05204,0.1969,0.2143,
2.185,0.3582,0.12,0.08945,0.06507,0.1175,0.04276,0.03884,0.03041,0.03417,0.05199,0.1978,0.212,
2.183,0.3222,0.12,0.08945,0.06507,0.1175,0.04143,0.03884,0.03041,0.03417,0.05199,0.1978,0.2133,
2.183,0.3086,0.1202,0.08955,0.06517,0.1161,0.0415,0.03891,0.03045,0.03422,0.05207,0.1981,0.2137,
