GLUT4EnEr,GLUT4EnPm,GLUT4EnRabA,GLUT4EnRabB,GLUT4EnRabC,GLUT4EnRabD,GLUT4EnRabE,GLUT4EnRabF,GLUT4EnRabG,GLUT4EnRabH,GLUT4EnRabI,GLUT4EnRabL,GlutSupEr,GlutSupPm,GlutSupRabA,GlutSupRabB,GlutSupRabC,GlutSupRabD,GlutSupRabE,GlutSupRabF,GlutSupRabG,GlutSupRabH,GlutSupRabI,GlutSupRabL,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,membraneMarkerRabL,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,mvbRabL,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,protonEnRabL,TfREnEr,TfREnPm,TfREnRabA,TfREnRabB,TfREnRabC,TfREnRabD,TfREnRabE,TfREnRabF,TfREnRabG,TfREnRabH,TfREnRabI,TfREnRabL,
0.0,0.0,0.1042,0.2551,0.04683,0.01844,0.02879,5.732E-4,3.363E-4,0.00227,0.007006,0.4375,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,32.61,18.6,9.257,232.5,12.47,5.837,2.475,3.234,3.902,4.074,1.0E-4,0.0,36560.0,1048.0,432.7,307.5,2132.0,520.5,780.9,326.5,438.2,309.1,295.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01244,0.09717,0.254,0.04966,0.01843,0.0288,5.752E-4,3.369E-4,0.002268,0.007007,0.4303,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,32.79,18.64,9.366,231.9,12.53,5.96,2.517,3.251,3.945,4.098,1.0E-4,0.0,36580.0,1050.0,431.9,308.6,2125.0,509.3,782.8,327.6,446.3,309.6,296.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01244,0.09717,0.256,0.0493,0.01843,0.02909,5.752E-4,3.369E-4,0.002268,0.007007,0.4284,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,32.71,18.6,9.24,229.4,12.46,5.906,2.496,3.231,3.889,4.077,1.0E-4,0.0,36580.0,1050.0,432.4,308.7,2121.0,508.8,782.7,327.6,446.3,309.5,296.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01326,0.09707,0.2559,0.04877,0.0215,0.02662,6.523E-4,3.035E-4,0.001593,0.007009,0.4283,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,33.91,18.47,3.357,184.9,52.04,8.184,3.324,9.24,2.23,5.302,1.0E-4,0.0,36590.0,1056.0,433.2,279.0,1983.0,631.1,794.9,331.5,467.3,302.7,298.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01487,0.1123,0.2408,0.04726,0.01409,0.02967,3.387E-4,3.102E-4,0.001019,0.006898,0.4334,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,34.57,19.0,3.335,226.5,12.61,5.904,5.592,9.219,2.226,3.024,1.0E-4,0.0,36610.0,1058.0,440.5,277.3,2204.0,404.1,780.2,346.6,465.5,302.4,284.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01491,0.09748,0.259,0.04677,0.00936,0.03196,3.276E-4,1.885E-4,7.28E-4,0.006865,0.4334,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,35.66,16.73,4.056,246.0,4.068,6.373,4.493,2.652,3.671,3.34,1.0E-4,0.0,36630.0,1048.0,423.9,281.1,2295.0,357.5,782.8,338.8,429.1,310.1,285.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01461,0.08943,0.2668,0.04728,0.009357,0.03196,3.278E-4,1.89E-4,7.282E-4,0.006866,0.4334,0.0,0.09703,0.001947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685,37.13,16.27,5.036,242.9,4.098,6.363,4.52,2.658,3.706,3.347,1.0E-4,0.0,36630.0,1062.0,418.8,286.0,2284.0,357.8,782.8,339.1,429.1,310.4,285.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01516,0.09061,0.2648,0.04809,0.009357,0.03141,3.278E-4,1.89E-4,7.282E-4,0.006866,0.4334,0.0,0.09703,0.001947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685,37.79,16.29,4.357,242.9,4.098,6.363,4.52,2.658,3.706,3.347,1.0E-4,0.0,36650.0,1064.0,419.9,282.9,2280.0,353.4,782.8,339.1,429.1,310.4,285.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01712,0.08324,0.2643,0.04665,0.009357,0.03029,3.278E-4,1.89E-4,7.282E-4,0.006866,0.4419,0.0,0.0951,0.003869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684,38.9,15.89,4.335,243.9,4.098,6.363,4.52,2.658,3.706,2.66,1.0E-4,0.0,36670.0,1086.0,416.2,282.2,2276.0,343.9,782.7,339.0,429.1,345.0,280.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01989,0.07806,0.2697,0.04612,0.009357,0.02781,3.278E-4,1.89E-4,7.282E-4,0.006866,0.4419,0.0,0.0951,0.003869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684,40.02,15.75,4.361,244.9,4.098,6.363,4.52,2.658,3.706,2.662,1.0E-4,0.0,36690.0,1087.0,415.1,289.2,2273.0,324.1,782.7,339.0,429.1,345.0,280.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.01929,0.08721,0.2646,0.05058,0.009357,0.02781,3.284E-4,1.892E-4,7.18E-4,0.006875,0.4341,0.0,0.09226,0.006716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683,39.43,15.89,4.545,245.7,4.11,6.388,4.529,2.661,3.715,2.992,1.0E-4,0.0,36690.0,1107.0,415.5,290.9,2268.0,324.1,783.4,339.1,432.4,340.6,282.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.02086,0.07962,0.2662,0.04788,0.009353,0.02726,3.286E-4,1.897E-4,7.182E-4,0.006876,0.4417,0.0,0.09226,0.006716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9683,39.68,15.77,4.699,246.3,4.186,6.415,4.594,2.678,3.794,2.838,1.0E-4,0.0,36690.0,1110.0,414.2,290.3,2261.0,321.9,783.5,339.4,432.5,341.0,281.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
