entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,xER,xPM,
2.248,0.3514,0.1322,0.05815,0.05649,0.09257,0.05181,0.04169,0.02744,0.03562,0.03984,0.04897,0.2049,0.2103,
2.247,0.3458,0.1321,0.05809,0.05643,0.09248,0.05176,0.04165,0.02741,0.03559,0.0398,0.04892,0.2057,0.2101,
2.247,0.3442,0.1321,0.05812,0.05646,0.09207,0.05178,0.04167,0.02742,0.0356,0.03982,0.04895,0.2058,0.2101,
2.247,0.3831,0.1322,0.05814,0.05648,0.09173,0.0518,0.04167,0.02743,0.03562,0.03983,0.04897,0.2059,0.2102,
2.243,0.366,0.132,0.05807,0.05643,0.09075,0.04994,0.04163,0.02741,0.03555,0.03979,0.04892,0.2078,0.2117,
2.241,0.3022,0.1301,0.05788,0.05651,0.0892,0.04999,0.04169,0.02744,0.03559,0.03986,0.04899,0.2092,0.2136,
2.241,0.3006,0.1317,0.05741,0.0565,0.08918,0.04998,0.04169,0.02744,0.03559,0.03985,0.04899,0.2102,0.2115,
2.239,0.2989,0.1316,0.05735,0.05644,0.08909,0.04927,0.04164,0.02741,0.03555,0.03981,0.04894,0.2111,0.2119,
2.249,0.29,0.1336,0.05732,0.05641,0.08859,0.04813,0.04162,0.02739,0.03553,0.04655,0.04891,0.2052,0.2108,
2.243,0.2903,0.133,0.05723,0.05632,0.08804,0.04538,0.04157,0.02736,0.03549,0.0465,0.04885,0.207,0.2132,
2.244,0.2934,0.1361,0.05719,0.05627,0.08761,0.04535,0.04153,0.02734,0.03546,0.04647,0.04882,0.2079,0.21,
2.242,0.2828,0.136,0.05716,0.05624,0.08711,0.04466,0.04151,0.02732,0.03544,0.04644,0.04879,0.2089,0.2105,
2.241,0.3044,0.1358,0.0571,0.05618,0.08702,0.04461,0.04147,0.0273,0.03541,0.04639,0.04874,0.2097,0.2103,
2.241,0.3156,0.135,0.05698,0.0562,0.08704,0.04462,0.04149,0.02731,0.03542,0.04641,0.04875,0.2098,0.211,
2.241,0.2857,0.1351,0.05703,0.05625,0.08627,0.04466,0.04152,0.02733,0.03545,0.04644,0.04879,0.21,0.2112,
2.24,0.2924,0.1349,0.05697,0.05619,0.08618,0.04461,0.04148,0.0273,0.03541,0.0464,0.04874,0.2108,0.211,
2.236,0.287,0.1349,0.05697,0.05619,0.08618,0.04196,0.04148,0.0273,0.03541,0.0464,0.04874,0.2108,0.2137,
2.233,0.2968,0.1349,0.05697,0.05619,0.08618,0.03997,0.04148,0.0273,0.03541,0.0464,0.04874,0.2108,0.2157,
2.232,0.2879,0.135,0.05699,0.0562,0.08583,0.03998,0.04148,0.02731,0.03543,0.04641,0.04876,0.2109,0.2157,
2.232,0.2864,0.135,0.05699,0.0562,0.08583,0.03998,0.04148,0.02731,0.03543,0.04641,0.04876,0.2109,0.2157,
2.23,0.2882,0.135,0.05699,0.0562,0.08583,0.03843,0.04148,0.02731,0.03543,0.04641,0.04876,0.2109,0.2173,
2.23,0.2894,0.1348,0.05682,0.05622,0.08585,0.03844,0.0415,0.02732,0.03544,0.04643,0.04877,0.211,0.2174,
2.236,0.2815,0.1364,0.05679,0.05619,0.08536,0.03731,0.04148,0.0273,0.03542,0.0518,0.04874,0.2065,0.2167,
2.234,0.2827,0.1378,0.05675,0.05615,0.0849,0.03662,0.04145,0.02728,0.0354,0.05176,0.04871,0.2074,0.2157,
2.234,0.2818,0.1377,0.05661,0.05619,0.08457,0.03664,0.04147,0.0273,0.03543,0.05181,0.04874,0.2076,0.2159,
2.231,0.2881,0.1351,0.05661,0.05607,0.08457,0.03598,0.04147,0.0273,0.03543,0.05181,0.04874,0.2076,0.2193,
2.232,0.2842,0.138,0.05655,0.05601,0.08449,0.03594,0.04143,0.02727,0.03539,0.05175,0.04869,0.2084,0.216,
2.232,0.2844,0.1404,0.05654,0.05601,0.08407,0.03527,0.04142,0.02726,0.03539,0.05174,0.04868,0.2094,0.2138,
2.232,0.2917,0.1404,0.05654,0.05601,0.08407,0.03527,0.04142,0.02726,0.03539,0.05174,0.04868,0.2094,0.2138,
2.23,0.2843,0.1405,0.05656,0.05602,0.08372,0.03485,0.04132,0.02714,0.0354,0.05176,0.0487,0.2095,0.2145,
2.231,0.2828,0.1444,0.05655,0.05601,0.08282,0.03485,0.04132,0.02713,0.03539,0.05175,0.0487,0.2105,0.2106,
2.233,0.3012,0.1395,0.0565,0.05626,0.08667,0.03489,0.04253,0.02654,0.03491,0.05182,0.04877,0.2108,0.2108,
2.233,0.2942,0.1393,0.05633,0.05658,0.08558,0.03495,0.04259,0.02736,0.03534,0.05074,0.04884,0.2112,0.2112,
2.246,0.2941,0.1378,0.05635,0.05685,0.08561,0.03496,0.0426,0.02737,0.03624,0.05962,0.04884,0.2025,0.2113,
2.246,0.2977,0.1372,0.05612,0.05708,0.08543,0.03488,0.04251,0.02731,0.03783,0.05784,0.04876,0.2042,0.2108,
2.247,0.3035,0.1354,0.0569,0.0571,0.08647,0.03488,0.04339,0.02644,0.03783,0.05784,0.04878,0.2042,0.2108,
2.247,0.3151,0.1353,0.05699,0.05712,0.0861,0.0349,0.04341,0.02644,0.03784,0.05786,0.0488,0.2043,0.2109,
2.246,0.3225,0.135,0.05691,0.05706,0.08593,0.03482,0.04332,0.02639,0.03891,0.05659,0.04871,0.2059,0.2105,
2.246,0.3236,0.1348,0.05682,0.05703,0.08584,0.03479,0.04328,0.02636,0.0394,0.056,0.04868,0.2067,0.2103,
2.247,0.3195,0.131,0.0572,0.05717,0.08888,0.0348,0.04396,0.02647,0.03917,0.05549,0.04872,0.2068,0.2104,
2.24,0.3351,0.1306,0.05756,0.05716,0.08871,0.03482,0.05466,0.0158,0.04352,0.05101,0.04877,0.2069,0.2105,
2.239,0.341,0.1294,0.05772,0.05742,0.08677,0.03492,0.05483,0.01585,0.04365,0.05117,0.04894,0.2075,0.2118,
2.237,0.3465,0.1293,0.05763,0.05783,0.08601,0.03384,0.05487,0.01586,0.04817,0.04672,0.049,0.2077,0.2131,
2.237,0.3489,0.1292,0.05788,0.05796,0.08484,0.03388,0.05494,0.01587,0.04824,0.04678,0.04908,0.208,0.2134,
2.237,0.3502,0.129,0.05806,0.05804,0.08443,0.0339,0.05496,0.01588,0.04826,0.0468,0.04913,0.2081,0.2135,
2.237,0.3555,0.1289,0.05805,0.05821,0.08406,0.03391,0.05498,0.01588,0.04828,0.04681,0.04915,0.2082,0.2136,
2.236,0.3543,0.1286,0.05838,0.0582,0.08406,0.03391,0.05498,0.01588,0.0558,0.03929,0.04916,0.2082,0.2136,
2.235,0.3538,0.1281,0.058,0.05821,0.08513,0.0338,0.05481,0.01583,0.05562,0.03917,0.04901,0.2106,0.2117,
2.234,0.374,0.1274,0.05806,0.05824,0.08507,0.03378,0.05478,0.01582,0.0571,0.03764,0.04898,0.2116,0.2116,
2.237,0.3846,0.1173,0.05845,0.05829,0.09448,0.03379,0.05479,0.01583,0.05712,0.03765,0.04902,0.2117,0.2117,
2.247,0.2771,0.117,0.05857,0.05825,0.09398,0.03377,0.05476,0.01582,0.05813,0.0431,0.049,0.2061,0.2115,
2.246,0.2774,0.1171,0.0586,0.05826,0.09361,0.03378,0.05512,0.01548,0.05815,0.04312,0.04903,0.2062,0.2116,
2.246,0.2818,0.1152,0.05861,0.05764,0.09479,0.03381,0.05517,0.01549,0.05918,0.04218,0.04907,0.2063,0.2125,
