GLUT4EnEr,GLUT4EnPm,GLUT4EnRabA,GLUT4EnRabB,GLUT4EnRabC,GLUT4EnRabD,GLUT4EnRabE,GLUT4EnRabF,GLUT4EnRabG,GLUT4EnRabH,GLUT4EnRabI,GLUT4EnRabL,GlutSupEr,GlutSupPm,GlutSupRabA,GlutSupRabB,GlutSupRabC,GlutSupRabD,GlutSupRabE,GlutSupRabF,GlutSupRabG,GlutSupRabH,GlutSupRabI,GlutSupRabL,membraneMarkerEr,membraneMarkerPm,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,membraneMarkerRabF,membraneMarkerRabG,membraneMarkerRabH,membraneMarkerRabI,membraneMarkerRabL,mvbEr,mvbPm,mvbRabA,mvbRabB,mvbRabC,mvbRabD,mvbRabE,mvbRabF,mvbRabG,mvbRabH,mvbRabI,mvbRabL,protonCyCy,protonEnEr,protonEnPm,protonEnRabA,protonEnRabB,protonEnRabC,protonEnRabD,protonEnRabE,protonEnRabF,protonEnRabG,protonEnRabH,protonEnRabI,protonEnRabL,TfREnEr,TfREnPm,TfREnRabA,TfREnRabB,TfREnRabC,TfREnRabD,TfREnRabE,TfREnRabF,TfREnRabG,TfREnRabH,TfREnRabI,TfREnRabL,
0.0,0.0,0.1042,0.2551,0.04683,0.01844,0.02879,5.732E-4,3.363E-4,0.00227,0.007006,0.4375,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,32.61,18.6,9.257,232.5,12.47,5.837,2.475,3.234,3.902,4.074,1.0E-4,0.0,36560.0,1048.0,432.7,307.5,2132.0,520.5,780.9,326.5,438.2,309.1,295.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.09954,0.2605,0.04606,0.01843,0.02957,6.244E-4,3.39E-4,0.00141,0.00701,0.4375,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,33.72,18.57,9.319,230.2,12.47,7.263,1.961,2.593,3.882,4.059,1.0E-4,0.0,36570.0,1049.0,427.6,308.2,2125.0,514.2,931.8,269.9,363.7,304.7,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.0,0.09821,0.2622,0.04583,0.01843,0.02957,6.259E-4,3.37E-4,0.00141,0.00701,0.4374,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,34.72,19.54,9.343,230.2,12.47,7.321,1.887,2.607,3.883,4.076,1.0E-4,0.0,36580.0,1047.0,429.0,308.4,2124.0,514.1,940.6,258.5,365.8,304.9,294.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,1.749E-5,0.1002,0.2621,0.04604,0.019,0.02955,6.292E-4,3.352E-4,0.001409,0.007011,0.4347,0.0,0.09897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9686,35.44,19.45,9.304,228.5,12.43,7.436,1.817,2.534,3.846,4.211,1.0E-4,0.0,36590.0,1048.0,428.5,308.5,2122.0,511.1,959.1,248.3,356.6,305.1,294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.001154,0.09027,0.2619,0.04589,0.01935,0.02798,5.777E-4,2.77E-4,0.001212,0.007009,0.4454,0.0,0.09745,0.001525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9685,35.32,20.62,9.476,226.8,13.14,7.661,2.026,3.262,3.888,3.784,1.0E-4,0.0,36610.0,1058.0,432.1,310.6,2135.0,463.4,961.4,250.2,363.4,305.8,291.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.002177,0.09032,0.2605,0.04503,0.01982,0.02691,5.792E-4,2.755E-4,0.001212,0.007009,0.4471,0.0,0.09504,0.003935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684,35.32,20.62,9.477,226.8,13.14,7.723,2.036,3.187,3.889,3.785,1.0E-4,0.0,36620.0,1072.0,432.9,310.9,2133.0,453.7,971.0,251.5,352.0,305.9,290.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.004635,0.09032,0.2605,0.04214,0.01982,0.02734,5.792E-4,2.755E-4,0.001212,0.007009,0.4471,0.0,0.09504,0.003935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684,35.32,20.62,9.477,226.8,13.14,7.723,2.036,3.187,3.889,3.785,1.0E-4,0.0,36650.0,1072.0,432.8,303.9,2129.0,452.7,970.9,251.5,352.0,305.9,290.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.004635,0.09032,0.2591,0.04355,0.01982,0.02734,5.792E-4,2.755E-4,0.001212,0.007009,0.4471,0.0,0.09504,0.003935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684,35.32,20.62,9.477,227.8,13.14,7.723,2.036,3.187,3.889,3.785,1.0E-4,0.0,36670.0,1072.0,432.0,304.5,2126.0,450.7,970.4,250.9,352.0,305.8,290.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.004635,0.09019,0.2591,0.04366,0.02106,0.02624,5.346E-4,2.519E-4,0.001057,0.007249,0.447,0.0,0.09504,0.003935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684,38.48,23.56,13.15,183.4,43.0,9.03,2.696,5.69,2.864,6.091,1.0E-4,0.0,36670.0,1080.0,448.7,334.4,1979.0,524.4,983.7,255.2,344.8,306.1,297.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
0.0,0.004655,0.09068,0.2581,0.04449,0.01947,0.02807,5.03E-4,2.326E-4,7.879E-4,0.006985,0.447,0.0,0.09504,0.003935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9684,39.88,25.91,4.862,227.6,2.12,9.908,3.234,2.87,3.789,7.827,1.0E-4,0.0,36680.0,1078.0,463.5,287.2,2215.0,308.5,988.5,258.2,332.0,304.7,306.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
