RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,
3440000.0,1640000.0,1224000.0,479400.0,243200.0,993000.0,252700.0,594800.0,3148000.0,
3439000.0,1640000.0,1223000.0,479400.0,243200.0,993000.0,252700.0,594800.0,3148000.0,
3382000.0,1640000.0,1223000.0,479400.0,243200.0,993000.0,252700.0,594800.0,3148000.0,
3455000.0,1640000.0,1223000.0,479400.0,243200.0,993000.0,252700.0,594800.0,3203000.0,
3448000.0,1638000.0,1219000.0,471700.0,242600.0,991800.0,252700.0,594700.0,3196000.0,
3425000.0,1638000.0,1219000.0,471700.0,242600.0,991800.0,252700.0,594700.0,3196000.0,
3413000.0,1635000.0,1219000.0,469400.0,242500.0,991800.0,252600.0,594600.0,3194000.0,
3457000.0,1629000.0,1219000.0,469400.0,242500.0,991800.0,252600.0,594600.0,3194000.0,
3432000.0,1628000.0,1217000.0,464800.0,242400.0,991700.0,252500.0,594500.0,3194000.0,
3473000.0,1622000.0,1217000.0,464800.0,242400.0,991700.0,252500.0,594500.0,3194000.0,
3468000.0,1622000.0,1217000.0,464800.0,242400.0,991700.0,252500.0,594500.0,3194000.0,
3458000.0,1616000.0,1217000.0,457900.0,219400.0,991700.0,252400.0,594400.0,3287000.0,
3438000.0,1616000.0,1217000.0,457900.0,219400.0,991700.0,252400.0,594400.0,3287000.0,
3434000.0,1616000.0,1216000.0,457900.0,219300.0,991700.0,252400.0,594400.0,3287000.0,
3465000.0,1616000.0,1198000.0,457900.0,211800.0,991700.0,252400.0,594400.0,3287000.0,
3541000.0,1611000.0,1198000.0,457900.0,211800.0,991700.0,252400.0,594400.0,3287000.0,
3514000.0,1611000.0,1198000.0,457900.0,211800.0,991700.0,252400.0,594400.0,3287000.0,
3504000.0,1610000.0,1198000.0,453300.0,211700.0,991700.0,252300.0,594300.0,3287000.0,
3481000.0,1610000.0,1196000.0,453300.0,211700.0,991700.0,252300.0,594300.0,3287000.0,
3476000.0,1607000.0,1194000.0,453300.0,198900.0,991700.0,252300.0,594300.0,3310000.0,
3471000.0,1602000.0,1194000.0,453300.0,198900.0,991700.0,252300.0,594300.0,3310000.0,
3451000.0,1597000.0,1194000.0,453300.0,198900.0,991700.0,252300.0,594300.0,3310000.0,
3486000.0,1594000.0,1194000.0,453300.0,198900.0,991700.0,252300.0,594300.0,3376000.0,
3476000.0,1594000.0,1194000.0,453300.0,198900.0,991700.0,252300.0,594300.0,3376000.0,
3471000.0,1594000.0,1194000.0,453300.0,198900.0,991700.0,252300.0,594300.0,3376000.0,
3441000.0,1590000.0,1194000.0,448800.0,198900.0,991600.0,252200.0,594200.0,3376000.0,
3396000.0,1590000.0,1194000.0,448800.0,198900.0,991600.0,252200.0,594200.0,3376000.0,
3392000.0,1590000.0,1193000.0,448800.0,198800.0,991600.0,252200.0,594200.0,3376000.0,
3490000.0,1590000.0,1193000.0,448800.0,181200.0,991600.0,252200.0,594200.0,3376000.0,
3490000.0,1590000.0,1193000.0,448800.0,181200.0,991600.0,252200.0,594200.0,3527000.0,
3485000.0,1590000.0,1193000.0,444300.0,181100.0,991600.0,252100.0,594100.0,3527000.0,
3433000.0,1597000.0,1194000.0,483500.0,201500.0,971200.0,252100.0,792300.0,3328000.0,
3420000.0,1604000.0,1195000.0,483500.0,208300.0,971200.0,252100.0,1039000.0,3075000.0,
3238000.0,1616000.0,1197000.0,644900.0,683900.0,502400.0,245300.0,1161000.0,2953000.0,
3198000.0,1619000.0,1199000.0,672100.0,697400.0,495600.0,238500.0,1381000.0,2731000.0,
3171000.0,1627000.0,1202000.0,688200.0,711000.0,482000.0,245300.0,1577000.0,2528000.0,
3160000.0,1630000.0,1202000.0,688200.0,708500.0,482000.0,245300.0,1764000.0,2341000.0,
3119000.0,1654000.0,1191000.0,698800.0,722100.0,468400.0,245300.0,1859000.0,2246000.0,
3104000.0,1666000.0,1195000.0,737300.0,742400.0,448100.0,245200.0,2021000.0,2084000.0,
3054000.0,1668000.0,1197000.0,778400.0,734900.0,448100.0,262600.0,2037000.0,2051000.0,
3033000.0,1688000.0,1199000.0,778400.0,748400.0,434500.0,262600.0,2077000.0,2069000.0,
3014000.0,1699000.0,1201000.0,774000.0,754500.0,420900.0,262600.0,2263000.0,1883000.0,
2998000.0,1703000.0,1202000.0,769700.0,754500.0,420900.0,262600.0,2317000.0,1830000.0,
2999000.0,1715000.0,1205000.0,778200.0,741900.0,420900.0,262500.0,2317000.0,1902000.0,
2964000.0,1715000.0,1207000.0,795200.0,741900.0,420900.0,262500.0,2353000.0,1865000.0,
2976000.0,1708000.0,1208000.0,795200.0,716000.0,414100.0,262500.0,2370000.0,1864000.0,
2948000.0,1713000.0,1210000.0,806400.0,708400.0,414100.0,262500.0,2384000.0,1850000.0,
2984000.0,1719000.0,1212000.0,806400.0,700900.0,414100.0,274000.0,2451000.0,1788000.0,
2928000.0,1733000.0,1213000.0,847800.0,700900.0,414100.0,274000.0,2451000.0,1788000.0,
2919000.0,1737000.0,1214000.0,847800.0,699300.0,414100.0,274000.0,2497000.0,1837000.0,
2956000.0,1750000.0,1215000.0,847800.0,676700.0,414100.0,274000.0,2497000.0,1837000.0,
2907000.0,1760000.0,1217000.0,854100.0,676700.0,414100.0,274000.0,2606000.0,1728000.0,
2867000.0,1769000.0,1219000.0,873500.0,692500.0,398300.0,274000.0,2632000.0,1702000.0,
2849000.0,1766000.0,1220000.0,873500.0,679900.0,398300.0,274000.0,2643000.0,1691000.0,
2837000.0,1775000.0,1222000.0,868700.0,679900.0,398300.0,274000.0,2672000.0,1662000.0,
2807000.0,1785000.0,1224000.0,887000.0,679900.0,398300.0,274000.0,2684000.0,1650000.0,
2779000.0,1799000.0,1224000.0,866000.0,679900.0,398300.0,274000.0,2684000.0,1650000.0,
2804000.0,1807000.0,1224000.0,827600.0,678000.0,398000.0,273200.0,2693000.0,1639000.0,
2782000.0,1827000.0,1226000.0,827600.0,667200.0,391200.0,273200.0,2693000.0,1639000.0,
2776000.0,1827000.0,1228000.0,827600.0,672500.0,378300.0,273200.0,2801000.0,1531000.0,
2744000.0,1828000.0,1227000.0,839500.0,672500.0,384400.0,267100.0,2832000.0,1501000.0,
2836000.0,1837000.0,1227000.0,839500.0,654900.0,384400.0,1079000.0,2047000.0,1529000.0,
2729000.0,1840000.0,1230000.0,922200.0,623400.0,384400.0,1092000.0,2034000.0,1584000.0,
2700000.0,1846000.0,1232000.0,927500.0,623400.0,384300.0,1106000.0,2056000.0,1548000.0,
2680000.0,1859000.0,1233000.0,923600.0,616600.0,383600.0,1113000.0,2111000.0,1486000.0,
2619000.0,1861000.0,1234000.0,972200.0,616600.0,383600.0,1146000.0,2129000.0,1435000.0,
2581000.0,1867000.0,1234000.0,984000.0,604000.0,383600.0,1164000.0,2156000.0,1390000.0,
2574000.0,1866000.0,1236000.0,979700.0,604000.0,383600.0,1171000.0,2252000.0,1287000.0,
2571000.0,1869000.0,1237000.0,979700.0,604000.0,390400.0,1164000.0,2304000.0,1315000.0,
2553000.0,1880000.0,1238000.0,979100.0,604000.0,390400.0,1182000.0,2349000.0,1251000.0,
2551000.0,1886000.0,1239000.0,997700.0,610800.0,383500.0,1189000.0,2398000.0,1195000.0,
2617000.0,1888000.0,1241000.0,993000.0,574900.0,383500.0,1189000.0,2491000.0,1102000.0,
