entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.176,0.3398,0.103,0.09074,0.06853,0.1248,0.05451,0.0394,0.03063,0.03408,0.03504,0.2067,0.2126,
2.176,0.3433,0.103,0.09074,0.06853,0.1248,0.05451,0.0394,0.03063,0.03408,0.03504,0.2067,0.2126,
2.175,0.3375,0.1074,0.09054,0.06836,0.1237,0.05284,0.0393,0.03055,0.034,0.03494,0.2094,0.2089,
2.175,0.3427,0.1074,0.09054,0.06836,0.1237,0.05284,0.0393,0.03055,0.034,0.03494,0.2094,0.2089,
2.174,0.372,0.1074,0.09048,0.06831,0.1232,0.05158,0.03897,0.03053,0.03397,0.03627,0.209,0.2103,
2.175,0.3337,0.1076,0.09024,0.06846,0.1218,0.05169,0.03905,0.0306,0.03404,0.03635,0.2094,0.2108,
2.169,0.3398,0.1064,0.09025,0.06849,0.1216,0.04866,0.03896,0.03047,0.03405,0.03636,0.2095,0.2153,
2.18,0.3194,0.1125,0.09011,0.06841,0.121,0.04794,0.03891,0.03044,0.03401,0.04183,0.2058,0.209,
2.18,0.3169,0.1126,0.09015,0.06844,0.1207,0.04795,0.03893,0.03045,0.03402,0.04184,0.2059,0.2091,
2.175,0.3124,0.1126,0.08957,0.06699,0.1203,0.04634,0.03881,0.03046,0.03404,0.04186,0.206,0.213,
2.176,0.333,0.113,0.08943,0.06703,0.12,0.04637,0.03884,0.03047,0.03406,0.04188,0.2072,0.2117,
2.176,0.3307,0.113,0.08943,0.06703,0.12,0.04637,0.03884,0.03047,0.03406,0.04188,0.2072,0.2117,
2.174,0.3114,0.1131,0.08906,0.06709,0.1197,0.04531,0.03887,0.0305,0.03409,0.04192,0.2074,0.213,
2.174,0.3115,0.1131,0.0891,0.06711,0.1193,0.04533,0.03889,0.03051,0.0341,0.04194,0.2074,0.2131,
2.174,0.3101,0.1132,0.08874,0.06716,0.1191,0.04536,0.03892,0.03053,0.03413,0.04196,0.2076,0.2133,
2.174,0.3259,0.1132,0.08874,0.06716,0.1191,0.04536,0.03892,0.03053,0.03413,0.04196,0.2076,0.2133,
2.174,0.3165,0.1137,0.08827,0.06748,0.1158,0.04556,0.0391,0.03067,0.03428,0.04215,0.2086,0.2143,
2.173,0.3175,0.1127,0.08837,0.06756,0.1147,0.0456,0.03913,0.03069,0.03432,0.0422,0.2089,0.2158,
2.17,0.3076,0.1127,0.08802,0.06568,0.1148,0.04562,0.03915,0.0307,0.03433,0.04222,0.209,0.2178,
2.169,0.308,0.1108,0.08809,0.06574,0.114,0.04566,0.03919,0.03073,0.03436,0.04225,0.2092,0.22,
2.169,0.2975,0.1117,0.08797,0.06563,0.1131,0.04562,0.03915,0.03071,0.03434,0.04221,0.2111,0.2184,
2.169,0.2956,0.1119,0.08808,0.0657,0.112,0.04565,0.0392,0.03074,0.03437,0.04225,0.2114,0.2187,
2.167,0.2956,0.1107,0.08812,0.06573,0.1116,0.04501,0.03922,0.03075,0.03439,0.04227,0.2115,0.2207,
2.191,0.2934,0.1138,0.08778,0.06553,0.1115,0.04431,0.0392,0.03073,0.03437,0.05966,0.195,0.2181,
2.19,0.2942,0.1112,0.0878,0.06558,0.1112,0.04434,0.03922,0.03075,0.03439,0.05971,0.1952,0.2205,
2.19,0.2973,0.1112,0.0878,0.06558,0.1112,0.04434,0.03922,0.03075,0.03439,0.05971,0.1952,0.2205,
