RabA,RabB,RabC,RabD,RabE,area,memERGIC,memGolgiMedial,memL,memLS,memS,memTGN,memTub,membraneMarker,proton,solL,solS,solubleMarker,volume,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
74563.76,3848.45,0.0,0.0,0.0,78412.21,7455.78,7482.17,8033.0,7482.17,7482.17,7482.17,4177.16,1.0,0.05,196257.0,192918.25,0.0,1945734.33,
11545.35,0.0,0.0,0.0,0.0,11545.35,577.22,550.83,0.0,550.83,550.83,550.83,3855.84,0.0,0.0,0.0,3338.75,1.0,67347.89,
