entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.177,0.3405,0.1061,0.09078,0.06855,0.1245,0.05402,0.03928,0.03048,0.03409,0.03504,0.2068,0.2104,
2.179,0.3432,0.1109,0.09076,0.06853,0.124,0.05401,0.03928,0.03047,0.03408,0.03504,0.2078,0.205,
2.179,0.3714,0.1099,0.0908,0.06856,0.1237,0.05402,0.03929,0.03048,0.03409,0.03504,0.2079,0.2062,
2.177,0.3599,0.1083,0.09088,0.06861,0.1233,0.05375,0.03932,0.0305,0.03412,0.03506,0.2081,0.208,
2.173,0.3572,0.1057,0.09073,0.06678,0.1233,0.05374,0.03932,0.0305,0.03411,0.03505,0.2091,0.2116,
2.175,0.3583,0.1114,0.09071,0.06675,0.1226,0.05302,0.03889,0.03035,0.0341,0.03503,0.2101,0.207,
2.182,0.3541,0.1106,0.09063,0.06674,0.1226,0.05301,0.03888,0.03034,0.03409,0.03977,0.2064,0.207,
2.177,0.3589,0.1091,0.09036,0.06662,0.1224,0.05031,0.03884,0.03031,0.03405,0.03973,0.2082,0.2101,
2.173,0.3622,0.1086,0.09034,0.06474,0.1217,0.04929,0.0389,0.03035,0.0341,0.03979,0.2086,0.2135,
2.173,0.3622,0.1085,0.09019,0.06479,0.1214,0.04933,0.03893,0.03038,0.03413,0.03982,0.2088,0.2137,
2.171,0.3696,0.1096,0.09013,0.06475,0.1211,0.04795,0.03878,0.03035,0.03411,0.03979,0.2097,0.2138,
2.191,0.3728,0.1126,0.09004,0.06468,0.121,0.0479,0.03874,0.03032,0.03407,0.05243,0.1978,0.2104,
2.187,0.3675,0.1106,0.09007,0.06471,0.1206,0.04616,0.03875,0.03033,0.03408,0.05245,0.1979,0.2144,
2.184,0.3773,0.112,0.08992,0.06396,0.1206,0.04416,0.03873,0.03031,0.03407,0.05242,0.1988,0.215,
