entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.177,0.3474,0.1061,0.09078,0.06855,0.1245,0.05403,0.03928,0.03048,0.03409,0.03504,0.2068,0.2104,
2.177,0.3427,0.1061,0.09078,0.06855,0.1245,0.05403,0.03928,0.03048,0.03409,0.03504,0.2068,0.2104,
2.174,0.3472,0.1039,0.09056,0.0686,0.1242,0.0534,0.03932,0.0305,0.03412,0.03507,0.207,0.2133,
2.174,0.3476,0.104,0.0906,0.06862,0.1238,0.05343,0.03933,0.03051,0.03413,0.03508,0.2071,0.2134,
2.171,0.3475,0.104,0.0906,0.06862,0.1238,0.05181,0.03909,0.03038,0.03413,0.03508,0.2071,0.2154,
2.173,0.3437,0.1067,0.09058,0.06861,0.123,0.05179,0.03908,0.03037,0.03412,0.03506,0.2081,0.2126,
2.17,0.3548,0.1068,0.09066,0.06867,0.1223,0.05028,0.03911,0.03039,0.03414,0.03508,0.2083,0.2143,
2.171,0.3429,0.1078,0.09056,0.0686,0.1221,0.05023,0.03907,0.03036,0.03411,0.03505,0.2091,0.2129,
2.168,0.3443,0.1096,0.09051,0.06854,0.1217,0.04822,0.03905,0.03034,0.03408,0.03502,0.21,0.213,
2.168,0.3413,0.1096,0.09051,0.06854,0.1217,0.04822,0.03905,0.03034,0.03408,0.03502,0.21,0.213,
2.179,0.3415,0.1139,0.09045,0.0685,0.1212,0.04751,0.03902,0.03032,0.03406,0.04086,0.2051,0.2091,
2.179,0.3331,0.1139,0.09045,0.0685,0.1212,0.04751,0.03902,0.03032,0.03406,0.04086,0.2051,0.2091,
2.177,0.3326,0.1139,0.09049,0.06852,0.1208,0.0463,0.03872,0.03032,0.03407,0.04087,0.2052,0.2108,
2.177,0.3327,0.114,0.09052,0.06855,0.1205,0.04632,0.03874,0.03033,0.03408,0.04089,0.2053,0.2109,
2.18,0.3336,0.1198,0.09047,0.06851,0.1204,0.04629,0.03872,0.03032,0.03406,0.04087,0.2062,0.2044,
2.179,0.3358,0.1197,0.09038,0.06844,0.1203,0.04625,0.03868,0.03028,0.03403,0.04082,0.207,0.2042,
2.179,0.3289,0.1195,0.09015,0.06837,0.1199,0.04624,0.03867,0.03027,0.03402,0.04081,0.208,0.2041,
2.179,0.3289,0.1195,0.09018,0.0684,0.1195,0.04625,0.03868,0.03029,0.03403,0.04082,0.2081,0.2042,
2.179,0.3313,0.1191,0.09022,0.06843,0.1196,0.04627,0.0387,0.0303,0.03404,0.04084,0.2082,0.2043,
2.178,0.3297,0.1192,0.09029,0.06848,0.1189,0.04565,0.03873,0.03032,0.03407,0.04087,0.2084,0.2052,
2.176,0.3323,0.1191,0.09034,0.06854,0.1171,0.0446,0.03877,0.03035,0.0341,0.04091,0.2096,0.2065,
2.176,0.3315,0.1193,0.09049,0.06866,0.1156,0.04467,0.03884,0.0304,0.03416,0.04098,0.21,0.2069,
2.179,0.3324,0.1177,0.09043,0.06861,0.1152,0.04464,0.03881,0.03038,0.03414,0.04383,0.208,0.2083,
2.179,0.3293,0.1177,0.09043,0.06861,0.1152,0.04464,0.03881,0.03038,0.03414,0.04383,0.208,0.2083,
2.179,0.3291,0.1178,0.09051,0.06867,0.1144,0.04468,0.03885,0.03041,0.03417,0.04387,0.2082,0.2085,
2.178,0.3201,0.1177,0.09045,0.06862,0.1139,0.04465,0.03882,0.03038,0.03414,0.04384,0.2091,0.2083,
2.193,0.3177,0.1171,0.09034,0.06853,0.1133,0.04393,0.03877,0.03034,0.0341,0.05569,0.1991,0.2088,
2.19,0.3132,0.1168,0.09041,0.06859,0.1131,0.04241,0.0388,0.03037,0.03413,0.05573,0.1993,0.2105,
2.19,0.3151,0.1163,0.09031,0.06855,0.113,0.04239,0.03878,0.03035,0.03411,0.0557,0.2001,0.2104,
2.189,0.315,0.1176,0.09013,0.06842,0.1128,0.0423,0.0387,0.03029,0.03404,0.05559,0.2017,0.2084,
2.189,0.3182,0.1176,0.09002,0.06796,0.1124,0.04232,0.03872,0.0303,0.03405,0.05561,0.2018,0.2092,
2.188,0.322,0.1149,0.08988,0.06819,0.1148,0.04168,0.03874,0.03084,0.03442,0.05475,0.2019,0.2099,
2.188,0.3235,0.1147,0.08958,0.06837,0.1147,0.04278,0.03756,0.03081,0.03491,0.05417,0.2027,0.2097,
2.188,0.3283,0.1138,0.08949,0.06876,0.1148,0.04335,0.03706,0.03136,0.03565,0.05299,0.2029,0.2099,
