entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.177,0.3386,0.1045,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2109,
2.177,0.3368,0.1114,0.09055,0.06844,0.1239,0.05224,0.03935,0.03059,0.03404,0.03499,0.2086,0.2059,
2.176,0.332,0.1102,0.08978,0.06844,0.124,0.05231,0.0394,0.03063,0.03408,0.03503,0.2088,0.2073,
2.176,0.3309,0.1099,0.0896,0.06839,0.1239,0.05228,0.03938,0.03061,0.03406,0.03501,0.2098,0.2072,
2.173,0.3336,0.1098,0.08962,0.06847,0.123,0.05058,0.03943,0.03065,0.0341,0.03505,0.21,0.2092,
2.181,0.3404,0.1097,0.08922,0.06848,0.1224,0.04994,0.03944,0.03065,0.03411,0.04074,0.2055,0.2099,
2.177,0.3463,0.1094,0.089,0.06845,0.122,0.0474,0.03943,0.03065,0.0341,0.04073,0.2065,0.2124,
2.179,0.3375,0.1145,0.08825,0.06844,0.1219,0.04725,0.03942,0.03064,0.0341,0.04072,0.2075,0.2073,
2.176,0.3404,0.1126,0.08837,0.06853,0.1217,0.04587,0.03947,0.03068,0.03414,0.04077,0.2077,0.2101,
2.176,0.3505,0.1123,0.08839,0.06859,0.1214,0.04591,0.03951,0.0307,0.03417,0.0408,0.2079,0.2103,
2.176,0.3523,0.1119,0.08841,0.06859,0.1206,0.04592,0.03951,0.0307,0.03417,0.0408,0.209,0.2104,
2.176,0.3406,0.1127,0.08831,0.06852,0.1205,0.04587,0.03947,0.03067,0.03413,0.04076,0.2098,0.2092,
2.176,0.3458,0.1127,0.08831,0.06852,0.1205,0.04587,0.03947,0.03067,0.03413,0.04076,0.2098,0.2092,
2.176,0.3405,0.1159,0.08799,0.06728,0.1201,0.04462,0.03915,0.03066,0.03412,0.04254,0.2091,0.2086,
2.174,0.3445,0.1158,0.0879,0.06721,0.1199,0.04404,0.03898,0.03063,0.03409,0.0425,0.2099,0.209,
2.179,0.3454,0.1142,0.08781,0.06714,0.1198,0.044,0.03894,0.0306,0.03405,0.0464,0.2068,0.2103,
