albumin,albuminRabA,albuminRabB,albuminRabC,albuminRabD,albuminRabE,enzyme,enzymeG55,enzymeG55RabA,enzymeG55RabB,enzymeG55RabC,enzymeG55RabD,enzymeG55RabE,enzymeGo3,enzymeGo3RabA,enzymeGo3RabB,enzymeGo3RabC,enzymeGo3RabD,enzymeGo3RabE,enzymeM,enzymeRabA,enzymeRabB,enzymeRabC,enzymeRabD,enzymeRabE,G55,G55RabA,G55RabB,G55RabC,G55RabD,G55RabE,Go3,Go3RabA,Go3RabB,Go3RabC,Go3RabD,Go3RabE,Gpli,membraneMarker,membraneMarkerRabA,membraneMarkerRabB,membraneMarkerRabC,membraneMarkerRabD,membraneMarkerRabE,ProC,ProCRabA,ProCRabB,ProCRabC,ProCRabD,ProCRabE,proton,protonRabA,protonRabB,protonRabC,protonRabD,protonRabE,solubleMarker,solubleMarkerRabA,solubleMarkerRabB,solubleMarkerRabC,solubleMarkerRabD,solubleMarkerRabE,Spli,
0.0,196257.0,0.0,0.0,0.0,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,0.0,0.0,8033.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,196257.0,0.0,0.0,0.0,0.0,0.0,0.0,53.87831,53.87831,53.87831,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,
0.0,186624.75693,9632.24307,0.0,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,0.0,0.95092,0.04908,0.0,0.0,0.0,0.0,186624.75693,9632.24307,0.0,0.0,0.0,0.0,0.0,53.98325,53.66832,53.81837,0.16501,0.0,0.95092,0.04908,0.0,0.0,0.0,0.0,
0.0,186624.75693,9632.24307,0.0,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,7638.74243,394.25757,0.0,0.0,0.0,0.0,0.0,0.95092,0.04908,0.0,0.0,0.0,0.0,186624.75693,9632.24307,0.0,0.0,0.0,0.0,0.03922,54.00829,53.55639,53.73414,0.2969,0.0,0.95092,0.04908,0.0,0.0,0.0,0.0,
0.0,168052.40787,18803.06142,9401.53071,0.0,0.0,0.0,0.0,6878.55716,769.62856,384.81428,0.0,0.0,0.0,6878.55716,769.62856,384.81428,0.0,0.0,0.0,6878.55716,769.62856,384.81428,0.0,0.0,0.0,6878.55716,769.62856,384.81428,0.0,0.0,0.0,6878.55716,769.62856,384.81428,0.0,0.0,0.0,0.0,0.85629,0.09581,0.0479,0.0,0.0,0.0,168052.40787,18803.06142,9401.53071,0.0,0.0,0.0,0.08023,53.66086,53.87986,53.54427,0.46972,0.0,0.85629,0.09581,0.0479,0.0,0.0,0.0,
0.0,160370.01381,26915.23964,8971.74655,0.0,0.0,0.0,0.0,6564.1089,1101.66832,367.22277,0.0,0.0,0.0,6564.1089,1101.66832,367.22277,0.0,0.0,0.0,6564.1089,1101.66832,367.22277,0.0,0.0,0.0,6564.1089,1101.66832,367.22277,0.0,0.0,0.0,6564.1089,1101.66832,367.22277,0.0,0.0,0.0,0.0,0.81714,0.13714,0.04571,0.0,0.0,0.0,160370.01381,26915.23964,8971.74655,0.0,0.0,0.0,0.18891,53.90137,53.42223,53.52967,0.59276,0.0,0.81714,0.13714,0.04571,0.0,0.0,0.0,
0.0,166610.67993,20318.76195,9327.55812,0.0,0.0,0.0,0.0,6878.55716,769.62856,384.81428,0.0,0.0,0.0,4677.41936,3083.70296,271.87768,0.0,0.0,0.0,6564.1089,1100.21062,368.68048,0.0,0.0,0.0,6878.55716,769.62856,384.81428,0.0,0.0,0.0,6564.1089,1100.21062,368.68048,0.0,0.0,0.0,0.0,0.85629,0.09581,0.0479,0.0,0.0,0.0,168052.40787,18803.06142,9401.53071,0.0,0.0,0.0,0.25646,53.35117,53.60026,53.67472,0.75234,0.0,0.0,0.99603,0.00397,0.0,0.0,0.0,
0.0,144391.62435,35481.51444,16247.78279,112.85983,23.21858,0.0,0.0,6014.23602,1345.84265,672.92133,0.0,0.0,0.0,2471.939,4626.02484,324.87374,120.14075,490.02166,0.0,5468.34248,1892.13423,629.7568,23.91606,18.85043,0.0,6014.23602,1345.84265,672.92133,0.0,0.0,0.0,5468.34248,1892.13423,629.7568,23.91606,18.85043,0.0,0.0,0.74869,0.16754,0.08377,0.0,0.0,0.0,146935.8793,32880.74713,16440.37357,0.0,0.0,0.0,0.31901,53.26894,53.87539,53.30243,0.86917,0.0,0.0,0.0,0.14214,0.14214,0.71573,0.0,
0.0,162024.4509,21723.77172,12356.63058,128.92822,23.21858,0.0,0.0,6878.55716,769.62856,384.81428,0.0,0.0,0.0,1250.33735,4252.83216,1630.37863,409.4302,490.02166,0.0,5657.22925,1378.49173,937.0033,41.4253,18.85043,0.0,6878.55716,769.62856,384.81428,0.0,0.0,0.0,5657.22925,1378.49173,937.0033,41.4253,18.85043,0.0,0.0,0.85629,0.09581,0.0479,0.0,0.0,0.0,168052.40787,18803.06142,9401.53071,0.0,0.0,0.0,0.35112,53.33221,53.71779,53.20285,1.03097,0.0,0.0,0.0,0.14214,0.14214,0.71573,0.0,
0.0,154755.35095,20760.1285,11975.00374,8732.52006,33.99674,0.0,0.0,6564.1089,734.44555,367.22277,367.22277,0.0,0.0,1115.04931,4098.77748,1669.40124,507.21749,642.55447,0.0,5397.06942,1352.94119,926.7857,332.45961,23.74407,0.0,6564.1089,734.44555,367.22277,367.22277,0.0,0.0,5397.06942,1352.9358,926.90218,332.308,23.78459,0.0,0.0,0.81714,0.09143,0.04571,0.04571,0.0,0.0,160370.01381,17943.49309,8971.74655,8971.74655,0.0,0.0,0.46137,52.70723,54.10612,53.02365,1.33657,0.0,0.0,0.0,0.0,0.07194,0.92806,0.0,
0.0,152096.43197,13695.56187,20437.39897,8704.87136,1322.73583,0.0,0.0,6564.1089,367.22277,734.44555,367.22277,0.0,0.0,536.0208,4384.48471,1585.28623,515.14083,1012.06743,0.0,4909.12167,1358.51252,1186.50883,325.9383,252.91867,0.0,6564.1089,367.22277,734.44555,367.22277,0.0,0.0,4909.12167,1358.13112,1186.14865,325.33018,254.26837,0.0,0.0,0.81714,0.04571,0.09143,0.04571,0.0,0.0,160370.01381,8971.74655,17943.49309,8971.74655,0.0,0.0,0.45934,53.02438,53.57092,53.08035,1.49995,0.0,0.0,0.0,0.0,0.07194,0.92806,0.0,
0.0,152742.71031,18294.6196,13988.78717,8998.08743,2232.79549,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,190.79626,4429.16129,1504.74575,684.53283,1223.76387,0.0,4115.12872,1971.62259,1182.0003,345.88667,418.36171,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,4115.12872,1971.19117,1202.44208,314.75698,429.48104,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.57966,52.8716,53.62684,52.91797,1.63887,0.0,0.0,0.0,0.0,0.07194,0.92806,0.0,
0.0,148916.90898,19984.86548,13984.11018,8981.92062,4389.19474,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,110.56193,4316.31251,1614.64062,706.60857,1284.87637,0.0,3621.97743,2182.94639,1191.6624,343.11434,693.29944,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,3621.97743,2182.3367,1183.95453,316.65278,728.07857,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.57692,52.81824,53.35625,52.92009,1.96344,0.0,0.0,0.0,0.0,0.07194,0.92806,0.0,
0.0,146423.03666,19894.30307,15177.43768,9029.21263,5733.00995,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,185.68202,4096.72398,1637.62,837.38181,1275.59219,0.0,3339.48996,2156.1049,1345.79436,361.50935,830.10143,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,3307.34939,2153.65126,1325.41404,324.41086,922.17444,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.67075,52.85461,53.05881,53.0537,1.99707,0.0,0.0,0.0,0.0,0.08779,0.91221,0.0,
0.0,143924.92879,21256.45684,15139.36631,9023.09175,6913.15632,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,114.08864,3988.51384,1722.20752,829.63787,1378.55212,0.0,3048.01777,2303.31828,1342.38834,368.35941,970.9162,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,3023.48137,2294.65287,1326.37012,329.57883,1058.91681,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.60458,52.63629,53.03886,53.18393,2.17128,0.0,0.0,0.0,0.14936,0.07468,0.77596,0.0,
0.0,140730.36774,23151.62654,16727.53291,9127.81768,6519.65514,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,131.51053,3981.44314,1634.23543,947.01573,1338.79517,0.0,2765.71065,2490.88203,1488.32315,374.70907,913.3751,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,2690.04296,2491.58659,1476.89941,331.36704,1043.104,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.57418,52.61124,53.06197,53.14829,2.23926,0.0,0.0,0.0,0.00214,0.99786,0.0,0.0,
0.0,129176.85691,36136.85684,15988.60296,8398.46998,6556.21331,0.0,0.0,6277.15338,1053.50797,351.16932,351.16932,0.0,0.0,113.1844,3788.48154,1643.29029,1000.27415,1487.76962,0.0,2578.93708,2693.43464,1470.03011,363.23022,927.36794,0.0,6277.15338,1053.50797,351.16932,351.16932,0.0,0.0,2501.08454,2687.90946,1463.0505,311.28235,1069.67315,0.0,0.0,0.78142,0.13115,0.04372,0.04372,0.0,0.0,153359.30434,25738.6174,8579.53913,8579.53913,0.0,0.0,0.65765,52.53752,52.98979,52.87973,2.57025,0.0,0.0,0.0,0.0,0.12901,0.87099,0.0,
0.0,139455.40632,24740.50037,16400.60816,8877.224,6783.26115,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,114.75439,3643.38651,1664.88196,1090.87828,1519.09887,0.0,2613.24435,2628.19716,1467.98978,369.99224,953.57647,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,2534.62365,2629.79258,1447.02309,306.32665,1115.23404,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.62133,52.22666,53.03061,52.88452,2.87182,0.0,0.0,0.0,0.0,0.12901,0.87099,0.0,
0.0,137446.13472,25537.80812,16812.45769,9125.16388,7335.43559,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,101.75924,3490.9341,1747.62132,1135.45941,1557.22593,0.0,2432.83403,2678.56208,1516.38174,398.16824,1007.05391,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,2350.26023,2698.53167,1486.87277,324.65683,1172.67851,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.69911,52.24707,52.92032,52.63236,3.13609,0.0,0.0,0.0,0.0645,0.0645,0.87099,0.0,
0.0,136563.14904,24751.46638,16824.79747,9830.0186,8287.56851,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,109.64262,3341.47248,1794.18712,1097.74598,1689.9518,0.0,2351.82234,2604.87615,1519.19991,461.33827,1095.76333,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,2226.1607,2599.94741,1501.52305,423.83055,1281.5383,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.77766,52.20396,52.6943,52.65876,3.30026,0.0,0.0,0.0,0.0645,0.0645,0.87099,0.0,
0.0,135549.44414,26272.43133,16881.93489,9357.93254,8195.2571,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,88.50424,3138.97255,1849.18243,1089.63452,1866.70626,0.0,2255.23322,2715.97617,1525.10899,431.47372,1105.20789,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,2122.99139,2725.43625,1534.22581,368.11404,1282.23251,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.80979,52.49188,52.23893,52.60882,3.48552,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,128359.62104,25911.59085,24808.21354,9076.65807,8100.91649,0.0,0.0,6564.1089,367.22277,734.44555,367.22277,0.0,0.0,58.10102,3063.58561,1786.97365,1059.124,2065.21572,0.0,2075.04156,2714.20983,1709.40492,436.52336,1097.82034,0.0,6564.1089,367.22277,734.44555,367.22277,0.0,0.0,1948.79028,2711.09699,1721.51097,363.09788,1288.50388,0.0,0.0,0.81714,0.04571,0.09143,0.04571,0.0,0.0,160370.01381,8971.74655,17943.49309,8971.74655,0.0,0.0,0.80737,52.28355,52.42054,52.33189,3.79158,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,131930.56612,26895.10516,18252.15255,9518.29978,9660.87639,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,118.70874,2985.65878,1783.35391,1158.31233,1986.96623,0.0,1987.71067,2786.59463,1623.23562,459.34091,1176.11817,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,1857.21777,2770.25911,1614.32181,368.89106,1422.31024,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,0.95011,52.09723,52.37997,52.07814,4.12949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,103911.18385,52317.10792,22048.34222,8052.9822,9927.38383,0.0,0.0,5342.87956,1793.41362,597.80454,298.90227,0.0,0.0,137.08256,2878.28843,1801.29819,1159.67316,2056.65766,0.0,1624.81855,3095.4583,1664.75597,451.67238,1196.29479,0.0,5342.87956,1793.41362,597.80454,298.90227,0.0,0.0,1509.17301,3043.88288,1651.68076,366.37899,1461.88436,0.0,0.0,0.66512,0.22326,0.07442,0.03721,0.0,0.0,130533.73765,43815.50823,14605.16941,7302.58471,0.0,0.0,0.89547,51.77138,52.49597,52.17735,4.29476,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,115329.38222,42169.28608,18612.40503,9163.49947,10982.42721,0.0,0.0,6277.15338,1053.50797,351.16932,351.16932,0.0,0.0,137.63875,2992.96664,1765.16438,1109.77639,2027.45383,0.0,1541.48659,3105.36795,1715.6129,472.93459,1197.59796,0.0,6277.15338,1053.50797,351.16932,351.16932,0.0,0.0,1428.72878,3082.48304,1698.35539,364.72696,1458.70583,0.0,0.0,0.78142,0.13115,0.04372,0.04372,0.0,0.0,153359.30434,25738.6174,8579.53913,8579.53913,0.0,0.0,0.96969,51.46613,52.74693,52.03507,4.41711,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,126297.3509,28769.30756,18584.04037,9739.09726,12867.2039,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,159.48501,2873.86122,1792.16129,1150.58084,2056.91163,0.0,1664.69161,2911.43062,1676.93952,481.19618,1298.74207,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,1495.89917,2791.39978,1647.07266,404.94468,1693.68371,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,1.07043,51.39164,52.52461,51.79901,4.84925,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,110342.18929,44465.68754,18997.75144,9124.03211,13327.33963,0.0,0.0,6014.23602,1345.84265,336.46066,336.46066,0.0,0.0,148.40109,2794.97761,1794.31829,1121.38174,2173.92128,0.0,1479.6688,3023.04012,1713.05419,500.49532,1316.74157,0.0,6014.23602,1345.84265,336.46066,336.46066,0.0,0.0,1300.46552,2924.84673,1673.63615,410.95493,1723.09668,0.0,0.0,0.74869,0.16754,0.04188,0.04188,0.0,0.0,146935.8793,32880.74713,8220.18678,8220.18678,0.0,0.0,1.10704,51.32944,52.15117,51.95076,5.09654,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,122851.00252,29746.23415,19744.03111,10033.22296,13882.50926,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,141.74212,2689.49702,1885.63386,1131.28424,2184.84275,0.0,1515.75005,2920.09596,1739.27744,516.88842,1340.98814,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,1316.17,2803.47668,1686.75965,460.36391,1766.22976,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,1.11835,51.11539,52.37571,51.76642,5.25906,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,110567.31808,41002.31079,20466.95121,9456.56228,14763.85765,0.0,0.0,6277.15338,1053.50797,351.16932,351.16932,0.0,0.0,176.47639,2522.3475,1991.7836,1099.52099,2242.87152,0.0,1357.49997,2981.39259,1801.22902,516.53457,1376.34385,0.0,6277.15338,1053.50797,351.16932,351.16932,0.0,0.0,1158.69547,2856.86537,1717.80459,483.76881,1815.86577,0.0,0.0,0.78142,0.13115,0.04372,0.04372,0.0,0.0,153359.30434,25738.6174,8579.53913,8579.53913,0.0,0.0,1.23889,51.37592,51.96255,51.59065,5.46694,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,103068.96204,37836.83915,20214.25682,19670.55756,15466.38443,0.0,0.0,6014.23602,672.92133,336.46066,1009.38199,0.0,0.0,223.43043,2242.68721,1924.1647,1138.51046,2504.2072,0.0,1184.83485,3018.18036,1796.32572,596.68443,1436.97463,0.0,6014.23602,672.92133,336.46066,1009.38199,0.0,0.0,1002.08537,2888.31877,1714.29508,553.49426,1874.80652,0.0,0.0,0.74869,0.08377,0.04188,0.12565,0.0,0.0,146935.8793,16440.37357,8220.18678,24660.56035,0.0,0.0,1.26994,50.65532,52.17803,51.64203,5.88962,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,114172.83675,34298.54598,21066.14343,10408.65211,16310.82173,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,154.33487,2255.27081,1943.91626,1192.76397,2486.7141,0.0,1166.11663,3024.30449,1800.52488,552.13928,1489.91472,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,997.47562,2878.14281,1712.53687,515.48825,1929.35645,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,1.31467,50.70029,51.62691,51.72734,6.26573,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,112677.36171,34201.40529,21112.69093,11010.81638,17254.72569,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,145.69614,2221.905,1891.09744,1259.11735,2515.18407,0.0,1125.35669,3030.79491,1804.8248,576.64141,1495.38219,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,926.56895,2878.96964,1685.63081,621.6103,1920.2203,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,1.38712,50.72425,51.66297,51.33811,6.52249,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,110752.19449,34607.54781,22317.12585,10711.37967,17868.75218,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,169.07766,2186.60891,1775.49745,1266.83952,2634.97646,0.0,1044.73972,3030.04589,1844.7781,574.25287,1539.18342,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,849.88878,2922.72753,1712.54006,537.68995,2010.15368,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,1.41371,51.1407,50.67435,51.57194,6.83424,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,109023.61254,35292.38836,22297.3543,10121.90036,19521.74444,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,154.32158,2155.78149,1737.71595,1415.93649,2569.2445,0.0,984.96639,3032.52422,1851.3109,572.4136,1591.78489,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,792.12345,2953.99691,1724.51772,464.21132,2098.1506,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,1.47844,50.56562,50.81491,51.61225,7.16372,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,108473.1348,34772.77663,22402.46059,10315.45725,20293.17074,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,202.85944,1925.22227,1767.27594,1547.26807,2590.37428,0.0,971.17919,2987.6243,1863.6829,595.00029,1615.51333,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,772.93183,2870.90889,1730.51148,529.37278,2129.27502,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,1.60883,50.47384,50.88529,51.38636,7.28062,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,102754.59506,39429.77463,22374.68395,11654.89235,20043.05401,0.0,0.0,6564.1089,734.44555,367.22277,367.22277,0.0,0.0,188.35771,1848.32412,1759.95515,1517.98981,2718.37321,0.0,899.41102,2991.06026,1885.17358,637.12577,1620.22937,0.0,6564.1089,734.44555,367.22277,367.22277,0.0,0.0,710.05884,2841.59444,1743.83272,590.4884,2147.02561,0.0,0.0,0.81714,0.09143,0.04571,0.04571,0.0,0.0,160370.01381,17943.49309,8971.74655,8971.74655,0.0,0.0,1.54322,50.23636,51.03161,51.33451,7.48924,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,106974.91228,34686.09181,22793.05311,10865.01237,20937.93043,0.0,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,168.50079,1812.83478,1747.01472,1512.71106,2791.93865,0.0,895.8821,2970.55767,1891.23282,627.9724,1647.35501,0.0,6878.55716,384.81428,384.81428,384.81428,0.0,0.0,710.98496,2852.08192,1770.46164,550.09917,2149.37231,0.0,0.0,0.85629,0.0479,0.0479,0.0479,0.0,0.0,168052.40787,9401.53071,9401.53071,9401.53071,0.0,0.0,1.64859,50.12888,50.7102,51.33638,7.8109,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,100825.94888,39870.59532,23404.34112,10808.34252,21347.77216,0.0,0.0,6564.1089,734.44555,367.22277,367.22277,0.0,0.0,167.28405,1813.10968,1651.41465,1487.56581,2913.62581,0.0,818.48613,2995.41544,1905.11382,639.28183,1674.70278,0.0,6564.1089,734.44555,367.22277,367.22277,0.0,0.0,636.92453,2887.4918,1772.62526,512.25924,2223.69917,0.0,0.0,0.81714,0.09143,0.04571,0.04571,0.0,0.0,160370.01381,17943.49309,8971.74655,8971.74655,0.0,0.0,1.67549,50.11818,51.04193,50.75957,8.03978,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
0.0,100250.7316,39359.43056,23578.60004,10598.72728,22469.51052,0.0,0.0,6564.1089,734.44555,367.22277,367.22277,0.0,0.0,155.93219,1804.31215,1568.61266,1501.09967,3003.04333,0.0,802.38428,2951.89199,1902.63193,638.72664,1737.36516,0.0,6564.1089,734.44555,367.22277,367.22277,0.0,0.0,621.42597,2872.89796,1758.81607,497.17961,2282.68038,0.0,0.0,0.81714,0.09143,0.04571,0.04571,0.0,0.0,160370.01381,17943.49309,8971.74655,8971.74655,0.0,0.0,1.67007,49.87842,50.87558,50.6279,8.58297,0.0,0.0,0.0,0.0,0.0,1.0,0.0,
