entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.176,0.3347,0.106,0.09069,0.06848,0.1243,0.05397,0.03924,0.03045,0.03405,0.03501,0.2077,0.2102,
2.174,0.3368,0.1049,0.09058,0.06819,0.1236,0.05349,0.03915,0.03047,0.03408,0.03504,0.2078,0.2127,
2.172,0.3397,0.105,0.09062,0.06821,0.1232,0.05197,0.03916,0.03048,0.03409,0.03505,0.2079,0.2143,
2.173,0.3327,0.1082,0.09053,0.06814,0.1231,0.05192,0.03912,0.03045,0.03406,0.03501,0.2087,0.2107,
2.173,0.3329,0.1079,0.09057,0.06817,0.1231,0.05194,0.03913,0.03046,0.03407,0.03503,0.2088,0.2108,
2.172,0.331,0.1078,0.09045,0.06817,0.123,0.05154,0.03905,0.03035,0.03409,0.03504,0.2089,0.2115,
2.169,0.3321,0.1079,0.09049,0.06819,0.1227,0.04959,0.03906,0.03035,0.0341,0.03505,0.209,0.2136,
2.169,0.3239,0.1076,0.09043,0.06822,0.1227,0.04961,0.03907,0.03037,0.03411,0.03507,0.2091,0.2137,
2.167,0.3175,0.1072,0.09027,0.06824,0.1223,0.04829,0.03908,0.03037,0.03412,0.03507,0.2102,0.2148,
2.163,0.3306,0.105,0.09012,0.06831,0.1217,0.04659,0.03913,0.0304,0.03416,0.03511,0.2105,0.219,
2.16,0.3166,0.1048,0.09014,0.0684,0.121,0.04541,0.03887,0.03044,0.0342,0.03516,0.2108,0.2208,
2.158,0.3151,0.1044,0.09017,0.06843,0.121,0.04433,0.03889,0.03046,0.03422,0.03517,0.2109,0.222,
2.158,0.3347,0.1045,0.0902,0.06845,0.1207,0.04435,0.0389,0.03046,0.03423,0.03518,0.211,0.2221,
2.158,0.3298,0.1031,0.09028,0.06858,0.1205,0.04444,0.03899,0.03053,0.0343,0.03525,0.2114,0.2226,
2.158,0.3192,0.1025,0.09035,0.06864,0.1199,0.04451,0.03905,0.03058,0.03436,0.03531,0.2118,0.223,
2.173,0.3195,0.1061,0.09024,0.06859,0.1198,0.04448,0.03903,0.03056,0.03434,0.04299,0.205,0.2188,
2.17,0.3234,0.106,0.0901,0.06851,0.1199,0.04246,0.03905,0.03057,0.03435,0.04301,0.2051,0.2209,
2.17,0.3085,0.106,0.0901,0.06851,0.1199,0.04246,0.03905,0.03057,0.03435,0.04301,0.2051,0.2209,
2.17,0.3113,0.106,0.09014,0.06854,0.1195,0.04246,0.03906,0.03058,0.03436,0.04302,0.2052,0.221,
2.17,0.3165,0.1071,0.09008,0.06849,0.1191,0.04244,0.03903,0.03056,0.03434,0.04299,0.2061,0.2197,
2.169,0.3153,0.1069,0.09008,0.06729,0.1191,0.04246,0.03905,0.03057,0.03435,0.04301,0.2062,0.2209,
2.169,0.3144,0.108,0.08999,0.06722,0.119,0.04241,0.03901,0.03054,0.03432,0.04296,0.207,0.2195,
2.17,0.3116,0.1097,0.0899,0.06715,0.1189,0.04237,0.03897,0.03051,0.03428,0.04292,0.2079,0.2175,
2.169,0.3079,0.1097,0.08994,0.06718,0.1185,0.04238,0.03899,0.03052,0.03429,0.04293,0.2079,0.2176,
2.169,0.2704,0.11,0.08954,0.06722,0.1182,0.04241,0.03901,0.03054,0.03431,0.04296,0.2091,0.2167,
2.167,0.2685,0.11,0.08956,0.06725,0.1179,0.04087,0.03903,0.03055,0.03433,0.04297,0.2092,0.2183,
2.167,0.2727,0.1101,0.08957,0.06728,0.1175,0.04089,0.03904,0.03056,0.03434,0.04299,0.2093,0.2184,
2.167,0.276,0.1137,0.08955,0.06726,0.1167,0.04021,0.03904,0.03055,0.03433,0.04298,0.2103,0.2154,
2.167,0.2721,0.1134,0.08959,0.06727,0.1164,0.04024,0.03906,0.03057,0.03436,0.04301,0.2105,0.2156,
2.167,0.2733,0.1135,0.08961,0.0673,0.116,0.04026,0.03908,0.03059,0.03437,0.04303,0.2106,0.2157,
2.168,0.2746,0.113,0.08996,0.06738,0.116,0.04026,0.03908,0.03059,0.03845,0.03895,0.2106,0.2157,
2.165,0.2796,0.1132,0.09,0.06761,0.1145,0.03855,0.03915,0.03063,0.04136,0.03616,0.211,0.2178,
2.165,0.2809,0.1128,0.09023,0.06801,0.1127,0.03864,0.03925,0.0307,0.04271,0.03499,0.2116,0.2184,
2.164,0.2892,0.1126,0.09014,0.06852,0.112,0.03867,0.03928,0.03073,0.04648,0.03129,0.2117,0.2186,
