RabA,RabB,RabC,RabD,RabE,area,memERGIC,memGolgiMedial,memL,memLS,memS,memTGN,memTub,membraneMarker,proton,solL,solS,solubleMarker,volume,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,0.0,0.0,0.0,0.0,80336.43,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1962571.3,
80336.43,3848.45,0.0,0.0,0.0,84184.88,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1979408.28,
80336.43,3848.45,0.0,0.0,0.0,84184.88,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1979408.28,
80336.43,3848.45,0.0,0.0,0.0,84184.88,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1979408.28,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,8033.0,1.0,0.0,196257.0,196257.0,1.0,1945734.33,
0.0,3848.45,0.0,0.0,0.0,3848.45,0.0,375.81,0.0,375.81,375.81,375.81,2630.69,0.0,0.0,0.0,1683.7,1.0,16836.97,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
0.0,3848.45,0.0,0.0,0.0,3848.45,0.0,0.74,0.0,0.74,0.74,0.74,36.05,0.0,0.05,0.0,1.49,1.0,16836.97,
0.0,11545.35,1962081.69,0.0,0.0,1973627.05,0.0,1.47,0.0,1.47,1.47,1.47,71.74,0.0,54.02,0.0,2.99,1.0,1.902347252E7,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
0.0,7696.9,1958233.24,0.0,0.0,1965930.14,0.0,1.47,0.0,1.47,1.47,1.47,71.74,0.0,54.02,0.0,2.99,1.0,1.898979858E7,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
0.0,0.0,3848.45,0.0,0.0,3848.45,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.05,0.0,0.0,1.0,16836.97,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
0.0,0.0,7696.9,1942839.44,0.0,1950536.34,0.0,0.74,0.0,0.74,0.74,0.74,36.33,0.0,53.78,0.0,1.5,1.0,1.892245068E7,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
0.0,0.0,3848.45,0.0,0.0,3848.45,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.05,0.0,0.0,1.0,16836.97,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
0.0,0.0,3848.45,3848.45,26945.12,34642.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.14,0.0,0.0,1.0,422958.48,
0.0,0.0,0.0,0.0,14920.08,14920.08,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.01,0.0,0.0,1.0,114068.97,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
0.0,0.0,0.0,0.0,14920.08,14920.08,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.01,0.0,0.0,1.0,114068.97,
74563.76,3848.45,0.0,0.0,0.0,78412.21,8033.0,7657.19,8033.0,7657.19,7657.19,7657.19,5402.31,1.0,0.0,196257.0,194573.3,0.0,1945734.33,
