RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,RabL,xER,xPM,
1496000.0,657800.0,639000.0,1047000.0,586100.0,471600.0,310400.0,403000.0,450700.0,554000.0,2318000.0,2379000.0,
1491000.0,657400.0,638900.0,1047000.0,586100.0,471600.0,310400.0,403000.0,450700.0,553900.0,2330000.0,2379000.0,
1491000.0,657400.0,638900.0,1047000.0,560700.0,471600.0,310400.0,403000.0,450700.0,553900.0,2330000.0,2404000.0,
1507000.0,657400.0,638900.0,1047000.0,560700.0,471600.0,310400.0,403000.0,450700.0,553900.0,2341000.0,2388000.0,
1507000.0,656400.0,638900.0,1043000.0,560700.0,471600.0,310400.0,403000.0,450700.0,553900.0,2341000.0,2388000.0,
1502000.0,656100.0,638400.0,1030000.0,560500.0,471500.0,310300.0,402900.0,450500.0,553800.0,2341000.0,2388000.0,
1502000.0,651400.0,638200.0,1030000.0,560500.0,471500.0,310300.0,402900.0,450500.0,553700.0,2341000.0,2388000.0,
1498000.0,650200.0,637800.0,1030000.0,560500.0,471500.0,310300.0,402900.0,450500.0,553700.0,2341000.0,2388000.0,
1481000.0,650200.0,637800.0,1025000.0,560500.0,471500.0,310300.0,402900.0,450500.0,553700.0,2341000.0,2401000.0,
1480000.0,650200.0,637600.0,1021000.0,560400.0,471300.0,310300.0,402900.0,450400.0,553700.0,2341000.0,2401000.0,
1476000.0,649600.0,637300.0,1016000.0,560300.0,471300.0,310300.0,402900.0,450300.0,553700.0,2341000.0,2401000.0,
1491000.0,642400.0,633400.0,1016000.0,560300.0,471300.0,310300.0,402900.0,450300.0,553500.0,2353000.0,2382000.0,
1490000.0,642300.0,633300.0,1014000.0,537900.0,471300.0,310300.0,402800.0,450300.0,553400.0,2353000.0,2402000.0,
1490000.0,638500.0,632100.0,1010000.0,537900.0,471100.0,310200.0,402800.0,450300.0,553300.0,2353000.0,2402000.0,
1490000.0,638500.0,632100.0,1010000.0,537900.0,471100.0,310200.0,402800.0,450300.0,553300.0,2353000.0,2402000.0,
1506000.0,638400.0,632000.0,1005000.0,537800.0,471100.0,310200.0,402800.0,450200.0,553200.0,2365000.0,2386000.0,
1501000.0,638300.0,609400.0,1000000.0,537800.0,471100.0,310200.0,402800.0,450200.0,553200.0,2365000.0,2409000.0,
1496000.0,638100.0,609400.0,1000000.0,519900.0,471100.0,310200.0,402800.0,450200.0,553200.0,2365000.0,2427000.0,
1496000.0,637900.0,609200.0,990700.0,519700.0,471100.0,310200.0,402700.0,450100.0,553200.0,2365000.0,2427000.0,
1496000.0,637900.0,609100.0,981300.0,519600.0,471000.0,310200.0,402700.0,450100.0,553200.0,2365000.0,2427000.0,
1553000.0,637900.0,609100.0,981300.0,519600.0,471000.0,310200.0,402700.0,450100.0,553200.0,2377000.0,2365000.0,
1553000.0,637700.0,609000.0,971900.0,519500.0,471000.0,310200.0,402700.0,503700.0,553200.0,2347000.0,2365000.0,
1548000.0,637700.0,608900.0,962200.0,519500.0,470900.0,310200.0,402700.0,503700.0,553100.0,2358000.0,2365000.0,
1543000.0,630300.0,608500.0,961100.0,519300.0,470900.0,310200.0,402700.0,503700.0,552400.0,2358000.0,2365000.0,
1543000.0,630300.0,608500.0,961100.0,519300.0,470900.0,310200.0,402700.0,503700.0,552400.0,2358000.0,2365000.0,
1539000.0,628500.0,608500.0,958800.0,509500.0,470900.0,310100.0,402600.0,503700.0,552200.0,2358000.0,2372000.0,
1536000.0,627000.0,608500.0,958800.0,501900.0,470900.0,310100.0,402600.0,503700.0,552200.0,2370000.0,2380000.0,
1532000.0,625500.0,608500.0,958800.0,501900.0,470900.0,310100.0,402600.0,503700.0,552200.0,2382000.0,2380000.0,
1532000.0,625400.0,608400.0,954300.0,501900.0,470800.0,310100.0,402600.0,503600.0,552200.0,2382000.0,2380000.0,
1532000.0,625400.0,608400.0,954300.0,501900.0,470800.0,310100.0,402600.0,503600.0,552200.0,2382000.0,2380000.0,
1527000.0,625100.0,608200.0,950000.0,501700.0,470700.0,310100.0,402600.0,503600.0,552200.0,2382000.0,2380000.0,
1525000.0,627200.0,600700.0,950000.0,501700.0,476800.0,318900.0,404800.0,555200.0,552200.0,2337000.0,2387000.0,
1557000.0,630600.0,600400.0,956300.0,489100.0,480600.0,315100.0,404800.0,555200.0,552500.0,2349000.0,2353000.0,
1557000.0,629900.0,601400.0,956300.0,489100.0,480600.0,473700.0,295500.0,505800.0,552500.0,2349000.0,2353000.0,
1555000.0,631400.0,601300.0,951800.0,489100.0,486600.0,467600.0,305600.0,495700.0,552500.0,2349000.0,2353000.0,
1554000.0,632400.0,601200.0,951800.0,484300.0,485300.0,466100.0,311600.0,489700.0,552600.0,2349000.0,2361000.0,
1554000.0,631100.0,603000.0,951800.0,469200.0,485300.0,478800.0,298900.0,489700.0,552700.0,2349000.0,2376000.0,
1553000.0,631000.0,603300.0,947200.0,469200.0,485300.0,478800.0,370800.0,417800.0,552900.0,2372000.0,2376000.0,
1553000.0,630300.0,603800.0,947200.0,469200.0,485300.0,478800.0,380800.0,407800.0,553000.0,2372000.0,2376000.0,
1525000.0,629900.0,603400.0,966400.0,469200.0,485300.0,478800.0,380800.0,407800.0,553100.0,2396000.0,2376000.0,
1514000.0,634600.0,602600.0,955400.0,466900.0,489200.0,475000.0,380800.0,407700.0,553000.0,2396000.0,2376000.0,
1495000.0,634400.0,605600.0,941000.0,466900.0,489000.0,474900.0,402900.0,455200.0,553100.0,2339000.0,2392000.0,
1463000.0,634200.0,606300.0,972600.0,466900.0,489000.0,474900.0,414400.0,443700.0,553100.0,2339000.0,2392000.0,
1462000.0,634700.0,606300.0,972600.0,472900.0,483000.0,474900.0,414400.0,443700.0,553100.0,2339000.0,2392000.0,
1456000.0,631700.0,609000.0,968600.0,810400.0,145500.0,474900.0,414400.0,443700.0,553200.0,2362000.0,2392000.0,
1527000.0,632300.0,610200.0,964300.0,797700.0,145500.0,474900.0,425500.0,432500.0,553300.0,2374000.0,2331000.0,
1516000.0,633900.0,609900.0,964300.0,797700.0,145500.0,474900.0,425500.0,432500.0,553300.0,2398000.0,2331000.0,
1509000.0,639100.0,611000.0,964300.0,803700.0,145500.0,468900.0,447600.0,410400.0,553400.0,2398000.0,2331000.0,
1507000.0,639000.0,613200.0,964300.0,791100.0,145500.0,468900.0,461600.0,396400.0,553400.0,2398000.0,2344000.0,
1502000.0,640800.0,613200.0,958300.0,755900.0,145400.0,468900.0,461600.0,396300.0,553000.0,2398000.0,2379000.0,
1487000.0,641900.0,614900.0,958300.0,755900.0,145400.0,468900.0,461600.0,396300.0,553200.0,2398000.0,2391000.0,
1476000.0,651500.0,615800.0,958300.0,755900.0,145400.0,474900.0,455600.0,396300.0,553200.0,2398000.0,2391000.0,
1437000.0,651200.0,616300.0,996800.0,755900.0,145400.0,474900.0,474000.0,377900.0,553300.0,2398000.0,2391000.0,
1449000.0,650200.0,602700.0,1004000.0,738300.0,145400.0,474900.0,474000.0,515100.0,553300.0,2284000.0,2405000.0,
1480000.0,650000.0,603300.0,1004000.0,738300.0,145400.0,474900.0,487000.0,502000.0,553400.0,2295000.0,2374000.0,
1475000.0,655300.0,603300.0,1004000.0,720700.0,145400.0,474900.0,503100.0,486000.0,553500.0,2295000.0,2391000.0,
1472000.0,656600.0,604400.0,1001000.0,723300.0,140500.0,474900.0,503100.0,485900.0,553400.0,2307000.0,2391000.0,
1454000.0,657400.0,603800.0,1014000.0,723100.0,140500.0,482900.0,529900.0,451000.0,553800.0,2318000.0,2391000.0,
1451000.0,660300.0,603700.0,1009000.0,723100.0,140400.0,482900.0,529800.0,451000.0,553700.0,2330000.0,2391000.0,
1449000.0,659200.0,604500.0,1003000.0,723100.0,140400.0,482900.0,529800.0,451000.0,553400.0,2353000.0,2391000.0,
1444000.0,662800.0,605000.0,1003000.0,723100.0,140400.0,490900.0,521800.0,451000.0,553500.0,2353000.0,2391000.0,
1444000.0,662900.0,605600.0,1003000.0,708000.0,145200.0,495900.0,512000.0,451000.0,553600.0,2365000.0,2406000.0,
1432000.0,663200.0,609300.0,998100.0,683000.0,145100.0,651400.0,356300.0,450900.0,553500.0,2365000.0,2429000.0,
1432000.0,662100.0,609900.0,993700.0,675300.0,145100.0,657500.0,350300.0,450800.0,553600.0,2365000.0,2436000.0,
1424000.0,662000.0,612100.0,988700.0,675300.0,145100.0,657500.0,356300.0,444800.0,553600.0,2365000.0,2436000.0,
1415000.0,658000.0,612400.0,987000.0,675200.0,145100.0,657400.0,356300.0,444700.0,553700.0,2365000.0,2436000.0,
1405000.0,664700.0,612100.0,980200.0,693100.0,127000.0,657400.0,356300.0,444700.0,553700.0,2365000.0,2436000.0,
1398000.0,661300.0,612700.0,975800.0,685500.0,126900.0,657400.0,401200.0,399800.0,554100.0,2365000.0,2444000.0,
1396000.0,661800.0,613200.0,975800.0,688600.0,585400.0,201800.0,425500.0,369400.0,554300.0,2365000.0,2444000.0,
1430000.0,662300.0,612700.0,971200.0,688500.0,585300.0,216700.0,420600.0,359300.0,554600.0,2389000.0,2405000.0,
1425000.0,661200.0,613300.0,971200.0,687000.0,579200.0,216700.0,420600.0,359300.0,554700.0,2389000.0,2413000.0,
1413000.0,660300.0,613300.0,969200.0,686900.0,579200.0,216600.0,420600.0,359300.0,554900.0,2389000.0,2413000.0,
1411000.0,661300.0,596400.0,969200.0,696900.0,569200.0,221500.0,426800.0,348200.0,555100.0,2389000.0,2430000.0,
1408000.0,661700.0,599000.0,969200.0,696900.0,569200.0,221500.0,426800.0,348200.0,555200.0,2389000.0,2430000.0,
1450000.0,662300.0,598900.0,964900.0,696800.0,569100.0,227500.0,451000.0,451500.0,555200.0,2267000.0,2387000.0,
1433000.0,679000.0,583700.0,964900.0,696800.0,569100.0,227500.0,457100.0,445500.0,555300.0,2278000.0,2402000.0,
1432000.0,680100.0,571500.0,955200.0,696700.0,569000.0,241500.0,443000.0,445400.0,555300.0,2278000.0,2415000.0,
1413000.0,682700.0,572900.0,950200.0,696700.0,573900.0,236700.0,443000.0,445400.0,555400.0,2278000.0,2430000.0,
1410000.0,681400.0,574100.0,945400.0,694300.0,579800.0,236700.0,436900.0,445200.0,555300.0,2278000.0,2430000.0,
1410000.0,682000.0,574000.0,945400.0,694300.0,579800.0,244700.0,445900.0,428100.0,555400.0,2278000.0,2430000.0,
1403000.0,679100.0,573400.0,962300.0,694300.0,579800.0,244700.0,445900.0,428100.0,555400.0,2290000.0,2408000.0,
1426000.0,678400.0,574500.0,959300.0,700200.0,573800.0,244700.0,445900.0,428100.0,555400.0,2313000.0,2383000.0,
1423000.0,679000.0,576300.0,954700.0,700200.0,579700.0,238600.0,445900.0,428100.0,555600.0,2324000.0,2383000.0,
1422000.0,679100.0,577400.0,954700.0,700200.0,585700.0,237400.0,441100.0,428100.0,555600.0,2324000.0,2383000.0,
1421000.0,679900.0,577300.0,950300.0,692500.0,585700.0,237400.0,469200.0,399900.0,555700.0,2324000.0,2390000.0,
1420000.0,680200.0,577700.0,945600.0,684900.0,585700.0,237400.0,503400.0,365600.0,555700.0,2324000.0,2398000.0,
1415000.0,684100.0,577900.0,942800.0,661300.0,592100.0,240200.0,494200.0,365500.0,555800.0,2336000.0,2420000.0,
1412000.0,685100.0,578100.0,936000.0,638200.0,592000.0,240200.0,494100.0,365500.0,555800.0,2336000.0,2442000.0,
1408000.0,682900.0,567100.0,936000.0,638200.0,592000.0,240200.0,494100.0,365500.0,554100.0,2336000.0,2461000.0,
