entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.177,0.339,0.1059,0.09059,0.0684,0.1242,0.05442,0.03933,0.03057,0.03402,0.03497,0.2085,0.2092,
2.176,0.3373,0.1058,0.09052,0.06845,0.1238,0.05446,0.03936,0.03059,0.03404,0.03499,0.2087,0.2093,
2.169,0.3237,0.1058,0.09052,0.06845,0.1238,0.04971,0.03905,0.03059,0.03404,0.03499,0.2087,0.2144,
2.17,0.3208,0.1075,0.09043,0.06838,0.1236,0.04966,0.03901,0.03056,0.034,0.03495,0.2095,0.2124,
2.181,0.3212,0.1108,0.09024,0.06824,0.1234,0.04956,0.03893,0.0305,0.03393,0.04097,0.205,0.2084,
2.18,0.3238,0.1106,0.09006,0.0681,0.1231,0.04946,0.03885,0.03044,0.03386,0.04089,0.2067,0.208,
2.18,0.3239,0.1119,0.08996,0.06802,0.123,0.04941,0.03881,0.0304,0.03383,0.04085,0.2075,0.2063,
2.179,0.3219,0.1121,0.08964,0.06658,0.1224,0.04947,0.03885,0.03043,0.03387,0.04089,0.2077,0.2081,
2.177,0.3295,0.1102,0.08968,0.0666,0.122,0.04948,0.03887,0.03044,0.03388,0.0409,0.2078,0.2101,
2.177,0.3273,0.1102,0.08968,0.0666,0.122,0.04948,0.03887,0.03044,0.03388,0.0409,0.2078,0.2101,
2.176,0.3298,0.1099,0.08971,0.06663,0.1221,0.04884,0.03889,0.03046,0.03389,0.04092,0.2079,0.2108,
2.176,0.3286,0.1099,0.08971,0.06663,0.1221,0.04884,0.03889,0.03046,0.03389,0.04092,0.2079,0.2108,
