entropy,entropyInd,RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,xER,xPM,
2.178,0.3355,0.106,0.0907,0.0685,0.1252,0.05449,0.03938,0.03062,0.03407,0.03502,0.2066,0.2094,
2.177,0.3356,0.1084,0.09037,0.06842,0.1244,0.05301,0.03939,0.03062,0.03407,0.03502,0.2077,0.2086,
2.177,0.334,0.1083,0.0904,0.06836,0.1242,0.05303,0.0394,0.03063,0.03408,0.03504,0.2078,0.2087,
2.174,0.3594,0.1069,0.0904,0.06654,0.1242,0.05303,0.0394,0.03063,0.03408,0.03504,0.2078,0.212,
2.174,0.3484,0.109,0.09034,0.06649,0.1237,0.05299,0.03938,0.03061,0.03406,0.03501,0.2087,0.2096,
2.173,0.3578,0.1091,0.09038,0.06651,0.1234,0.05191,0.03939,0.03062,0.03407,0.03502,0.2088,0.2108,
2.171,0.3466,0.1112,0.09029,0.06644,0.1232,0.05078,0.03909,0.03043,0.03403,0.03498,0.2097,0.2099,
2.17,0.3466,0.111,0.09014,0.06647,0.1233,0.05014,0.03911,0.03044,0.03405,0.035,0.2098,0.2106,
2.18,0.3479,0.1116,0.09008,0.06634,0.123,0.04836,0.03908,0.03042,0.03403,0.0423,0.2034,0.2115,
2.18,0.3486,0.1149,0.08961,0.06615,0.1226,0.04823,0.03898,0.03034,0.03394,0.04219,0.2059,0.2072,
2.177,0.3467,0.1149,0.08965,0.06618,0.1223,0.04636,0.03869,0.03035,0.03395,0.0422,0.206,0.2094,
2.176,0.346,0.115,0.08969,0.06491,0.1219,0.04638,0.0387,0.03036,0.03396,0.04221,0.2061,0.2108,
2.174,0.3465,0.115,0.08969,0.06491,0.1219,0.04529,0.0387,0.03036,0.03396,0.04221,0.2061,0.2119,
2.17,0.341,0.1135,0.08969,0.06491,0.1219,0.04331,0.0387,0.03036,0.03396,0.04221,0.2061,0.2154,
2.169,0.3378,0.1135,0.08969,0.06491,0.1219,0.04266,0.0387,0.03036,0.03396,0.04221,0.2061,0.2161,
2.169,0.3329,0.1143,0.08964,0.06488,0.1211,0.04265,0.03869,0.03035,0.03395,0.0422,0.2071,0.2151,
2.169,0.3339,0.1144,0.08968,0.0649,0.1208,0.04267,0.03871,0.03036,0.03397,0.04222,0.2072,0.2152,
2.169,0.3317,0.1173,0.08952,0.0648,0.1201,0.0426,0.03865,0.03031,0.03391,0.04215,0.2089,0.2117,
2.177,0.3322,0.1183,0.08943,0.06473,0.12,0.0419,0.03861,0.03028,0.03388,0.04788,0.2039,0.211,
2.178,0.3282,0.1206,0.08948,0.06476,0.1184,0.04191,0.03863,0.03029,0.03389,0.0479,0.2051,0.2089,
2.178,0.356,0.1207,0.08951,0.06478,0.1181,0.04193,0.03864,0.0303,0.0339,0.04792,0.2052,0.209,
2.178,0.3341,0.1207,0.08933,0.06472,0.1178,0.04196,0.03867,0.03032,0.03393,0.04796,0.2054,0.2092,
2.18,0.3233,0.1254,0.08923,0.06465,0.1177,0.04192,0.03863,0.03029,0.0339,0.04791,0.2062,0.2042,
2.179,0.3243,0.1246,0.08926,0.06467,0.1175,0.04194,0.03865,0.0303,0.03391,0.04792,0.2063,0.205,
2.179,0.3261,0.1247,0.0893,0.0647,0.1171,0.04195,0.03866,0.03031,0.03392,0.04794,0.2064,0.2051,
2.179,0.3253,0.1247,0.0893,0.0647,0.1171,0.04195,0.03866,0.03031,0.03392,0.04794,0.2064,0.2051,
2.179,0.3299,0.1247,0.08933,0.06471,0.1168,0.04196,0.03867,0.03032,0.03393,0.04795,0.2065,0.2052,
2.178,0.3312,0.1244,0.08944,0.06479,0.1161,0.04092,0.03873,0.03036,0.03397,0.04801,0.2067,0.2065,
2.176,0.3316,0.1243,0.08935,0.06473,0.116,0.04022,0.03869,0.03033,0.03394,0.04796,0.2076,0.207,
2.175,0.3317,0.1244,0.08907,0.06471,0.1157,0.03958,0.03872,0.03035,0.03396,0.048,0.2077,0.2078,
2.174,0.3367,0.1233,0.08914,0.06475,0.115,0.03961,0.03875,0.03037,0.03399,0.04803,0.2079,0.2092,
2.173,0.3488,0.1232,0.08922,0.06476,0.1137,0.03962,0.0396,0.02995,0.03357,0.04804,0.209,0.2092,
2.173,0.3351,0.1232,0.08927,0.06476,0.1137,0.03962,0.0396,0.02995,0.03357,0.04804,0.209,0.2092,
2.174,0.3385,0.1225,0.08957,0.06483,0.1138,0.03964,0.03962,0.02997,0.0372,0.04446,0.2091,0.2093,
2.18,0.3723,0.1222,0.08921,0.06493,0.113,0.03958,0.03957,0.03045,0.0375,0.04807,0.2064,0.2091,
2.18,0.3257,0.1214,0.08948,0.0651,0.1128,0.04014,0.03907,0.03048,0.03753,0.04811,0.2066,0.2093,
2.162,0.339,0.1202,0.08968,0.06517,0.1131,0.06501,0.01416,0.03046,0.03751,0.04808,0.2075,0.2091,
2.162,0.3278,0.1201,0.08965,0.06513,0.1127,0.06497,0.01415,0.03044,0.03875,0.04677,0.2084,0.209,
2.161,0.3241,0.12,0.08952,0.06526,0.1118,0.06386,0.0148,0.02977,0.03874,0.04676,0.2094,0.2101,
2.161,0.3161,0.1186,0.08962,0.06549,0.1123,0.06391,0.01481,0.0298,0.0393,0.04627,0.2096,0.2103,
2.161,0.3179,0.1167,0.08973,0.06565,0.1138,0.06394,0.01482,0.03033,0.03879,0.04629,0.2097,0.2104,
2.161,0.3383,0.1166,0.09006,0.06585,0.1122,0.06405,0.01484,0.03127,0.03798,0.04637,0.21,0.2107,
2.162,0.3438,0.1162,0.09028,0.06584,0.1119,0.06411,0.01486,0.03129,0.04274,0.04168,0.2102,0.2109,
2.171,0.338,0.1192,0.09003,0.06603,0.1119,0.06408,0.01485,0.0317,0.0423,0.04649,0.2064,0.207,
2.17,0.3784,0.1188,0.08996,0.06628,0.1107,0.06413,0.01486,0.03172,0.04233,0.04652,0.2076,0.2072,
2.169,0.3637,0.1181,0.08996,0.06633,0.1105,0.064,0.01483,0.03166,0.04225,0.04642,0.2092,0.2067,
2.17,0.3082,0.1177,0.08993,0.06628,0.1102,0.06408,0.01538,0.03117,0.0423,0.04649,0.2095,0.207,
2.168,0.3235,0.1175,0.08981,0.0663,0.1102,0.06257,0.01538,0.03118,0.04232,0.04651,0.2096,0.2086,
2.18,0.3156,0.1169,0.09013,0.06654,0.109,0.06257,0.01538,0.03118,0.04285,0.05536,0.2013,0.2087,
2.18,0.3281,0.117,0.09011,0.0667,0.1083,0.06308,0.01494,0.03121,0.04289,0.05541,0.2015,0.2089,
2.178,0.3285,0.1168,0.09028,0.06607,0.1083,0.06287,0.01449,0.03121,0.04289,0.05541,0.2015,0.2102,
2.175,0.3488,0.1167,0.09032,0.06618,0.1083,0.06022,0.01449,0.03121,0.04377,0.05452,0.2015,0.2128,
2.175,0.3451,0.1168,0.09024,0.06637,0.1075,0.06027,0.0145,0.03123,0.0438,0.05456,0.2017,0.213,
2.175,0.3379,0.1168,0.09008,0.06654,0.1075,0.06027,0.0145,0.03123,0.04433,0.05403,0.2017,0.213,
2.177,0.3345,0.1206,0.09014,0.06657,0.1075,0.05957,0.01449,0.03121,0.05041,0.0479,0.2026,0.209,
2.175,0.3396,0.1207,0.09002,0.06676,0.1071,0.05805,0.0145,0.03123,0.05043,0.04792,0.2027,0.2107,
2.174,0.3378,0.1207,0.09009,0.06702,0.1059,0.05746,0.01505,0.03073,0.0505,0.04798,0.2029,0.2116,
2.171,0.3813,0.1206,0.09054,0.06724,0.1041,0.05535,0.01507,0.03079,0.0506,0.04802,0.2034,0.2143,
2.172,0.322,0.1231,0.09014,0.06756,0.1036,0.05525,0.01558,0.03021,0.05052,0.04788,0.2051,0.211,
2.168,0.323,0.123,0.0902,0.06617,0.1032,0.05306,0.01647,0.02933,0.05054,0.0479,0.2052,0.2149,
2.166,0.3478,0.1227,0.09032,0.0652,0.1032,0.05306,0.01647,0.02933,0.05177,0.04666,0.2052,0.216,
2.166,0.3415,0.1228,0.09035,0.06523,0.1029,0.05309,0.01647,0.02934,0.05179,0.04668,0.2053,0.2161,
2.164,0.3336,0.1267,0.09002,0.06442,0.1024,0.05482,0.01469,0.02932,0.05491,0.04351,0.2062,0.213,
2.165,0.3308,0.1264,0.09009,0.06454,0.1017,0.05489,0.01471,0.03047,0.05387,0.04356,0.2065,0.2133,
2.162,0.336,0.1241,0.09084,0.06463,0.1029,0.0527,0.01471,0.03048,0.05389,0.04358,0.2065,0.2156,
2.163,0.3398,0.1275,0.09067,0.06458,0.1034,0.05264,0.01469,0.03098,0.05769,0.03913,0.2084,0.2103,
2.162,0.3431,0.1273,0.09078,0.06473,0.1034,0.05264,0.01469,0.03098,0.05919,0.03763,0.2084,0.2103,
2.161,0.3456,0.127,0.09073,0.06489,0.1029,0.05261,0.01468,0.03095,0.06028,0.03647,0.2093,0.2102,
2.17,0.3317,0.1255,0.09068,0.06482,0.1034,0.05252,0.01465,0.0309,0.06071,0.04202,0.2049,0.2099,
